종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
002990,금호산업,"9,520","-100","1.04","9,520","9,510","199,112","1,901,511,200","9,640","9,670","9,450","5,000",원(KRW),"36,633,924","348,754,956,480",
002995,금호산업우,"34,900","-800","2.24","34,900","34,850","2,028","70,927,550","35,150","35,150","34,900","5,000",원(KRW),"292,266","10,200,083,400",
011780,금호석유,"139,000","-1,500","1.07","139,000","138,500","76,362","10,597,769,500","140,500","140,500","138,000","5,000",원(KRW),"30,467,691","4,235,009,049,000",
011785,금호석유우,"53,200","-700","1.30","53,500","53,200","9,908","527,832,500","53,900","54,000","52,800","5,000",원(KRW),"3,023,486","160,849,455,200",
214330,금호에이치티,"2,715","-25","0.91","2,715","2,710","1,336,598","3,613,414,810","2,740","2,755","2,675","500",원(KRW),"116,213,148","315,518,696,820",
001210,금호전기,"3,395","-75","2.16","3,395","3,380","54,416","184,731,465","3,435","3,465","3,350","500",원(KRW),"11,981,820","40,678,278,900",
073240,금호타이어,"3,970","-80","1.98","3,970","3,965","241,135","961,918,005","4,095","4,095","3,950","5,000",원(KRW),"287,260,287","1,140,423,339,390",
092440,기신정기,"3,610","30","0.84","3,615","3,600","24,767","88,998,960","3,570","3,615","3,545","500",원(KRW),"29,200,000","105,412,000,000",
000270,기아차,"63,500","-200","0.31","63,600","63,500","953,006","60,459,770,300","63,600","64,300","62,500","5,000",원(KRW),"405,363,347","25,740,572,534,500",
024110,기업은행,"9,430","-90","0.95","9,430","9,420","1,291,465","12,209,688,550","9,530","9,540","9,420","5,000",원(KRW),"738,664,360","6,965,604,914,800",
013700,까뮤이앤씨,"2,060","-65","3.06","2,060","2,055","678,244","1,408,383,685","2,110","2,125","2,050","500",원(KRW),"45,152,280","93,013,696,800",
004540,깨끗한나라,"4,470","30","0.68","4,480","4,470","153,180","688,030,380","4,450","4,530","4,445","1,000",원(KRW),"37,240,693","166,465,897,710",
004545,깨끗한나라우,"22,950","100","0.44","23,000","22,900","1,302","29,905,500","22,900","23,100","22,900","1,000",원(KRW),"366,160","8,403,372,000",
001260,남광토건,"13,800","100","0.73","13,800","13,750","642,436","9,031,343,050","14,050","14,600","13,600","5,000",원(KRW),"9,828,611","135,634,831,800",
008350,남선알미늄,"4,925","-95","1.89","4,930","4,925","3,272,692","16,026,683,130","4,955","4,955","4,835","500",원(KRW),"110,179,090","542,632,018,250",
008355,남선알미우,"48,000","-1,100","2.24","48,250","48,000","742","35,682,200","48,550","48,550","48,000","500",원(KRW),"307,890","14,778,720,000",
004270,남성,"4,585","45","0.99","4,585","4,580","1,503,699","6,860,405,820","4,545","4,650","4,420","500",원(KRW),"36,212,160","166,032,753,600",
003920,남양유업,"293,000","-1,500","0.51","293,500","293,000","674","197,907,000","295,000","295,500","292,000","5,000",원(KRW),"720,000","210,960,000,000",
003925,남양유업우,"134,000","0","0.00","134,000","133,500","56","7,517,000","135,000","135,000","134,000","5,000",원(KRW),"166,662","22,332,708,000",
025860,남해화학,"8,310","-100","1.19","8,320","8,310","203,906","1,709,579,810","8,480","8,500","8,290","1,000",원(KRW),"49,678,843","412,831,185,330",
005720,넥센,"4,665","-35","0.74","4,675","4,665","36,405","169,789,780","4,695","4,695","4,630","500",원(KRW),"53,543,977","249,782,652,705",
005725,넥센우,"3,220","-60","1.83","3,220","3,215","4,155","13,420,170","3,235","3,235","3,220","500",원(KRW),"3,600,600","11,593,932,000",
002350,넥센타이어,"6,420","-140","2.13","6,430","6,410","231,101","1,493,890,660","6,550","6,610","6,380","500",원(KRW),"97,667,877","627,027,770,340",
002355,넥센타이어1우B,"2,725","-70","2.50","2,725","2,720","14,816","40,611,535","2,770","2,770","2,725","500",원(KRW),"6,500,000","17,712,500,000",
003580,넥스트사이언스,"6,130","750","13.94","6,130","6,120","4,274,326","25,889,447,450","5,700","6,410","5,490","500",원(KRW),"32,632,825","200,039,217,250",
251270,넷마블,"127,500","-1,000","0.78","127,500","127,000","109,322","13,912,360,500","129,000","129,000","126,500","100",원(KRW),"85,844,255","10,945,142,512,500",
090350,노루페인트,"8,690","240","2.84","8,700","8,690","277,840","2,420,643,000","8,450","8,960","8,430","500",원(KRW),"20,000,000","173,800,000,000",
090355,노루페인트우,"13,400","-50","0.37","13,450","13,400","3,055","41,024,800","13,450","13,450","13,400","500",원(KRW),"463,126","6,205,888,400",
000320,노루홀딩스,"9,960","150","1.53","9,960","9,950","21,976","218,475,060","9,810","10,100","9,730","500",원(KRW),"13,291,151","132,379,863,960",
000325,노루홀딩스우,"17,850","50","0.28","17,850","17,700","56","999,600","17,850","17,850","17,850","500",원(KRW),"185,250","3,306,712,500",
006280,녹십자,"370,500","8,000","2.21","370,500","370,000","103,564","38,185,969,000","369,500","374,000","364,000","5,000",원(KRW),"11,686,538","4,329,862,329,000",
005250,녹십자홀딩스,"36,550","250","0.69","36,550","36,500","228,411","8,363,245,250","37,050","37,150","36,300","500",원(KRW),"47,028,210","1,718,881,075,500",
005257,녹십자홀딩스2우,"148,500","-9,000","5.71","148,500","148,000","4,390","664,560,500","156,000","156,000","148,500","500",원(KRW),"845,990","125,629,515,000",
004370,농심,"300,500","7,000","2.39","301,000","300,500","62,538","18,734,238,500","295,500","302,000","295,500","5,000",원(KRW),"6,082,642","1,827,833,921,000",
072710,농심홀딩스,"74,200","0","0.00","74,300","74,200","4,950","368,146,000","74,700","74,900","74,000","5,000",원(KRW),"4,637,790","344,124,018,000",
058730,다스코,"5,110","-120","2.29","5,130","5,110","25,658","131,735,230","5,220","5,220","5,100","500",원(KRW),"15,400,000","78,694,000,000",
023590,다우기술,"22,300","-350","1.55","22,350","22,300","108,715","2,435,373,350","22,600","22,600","22,200","500",원(KRW),"44,866,617","1,000,525,559,100",
019680,대교,"3,605","-5","0.14","3,610","3,605","79,928","289,156,585","3,650","3,650","3,605","500",원(KRW),"84,702,850","305,353,774,250",
019685,대교우B,"2,515","10","0.40","2,515","2,510","27,758","69,851,920","2,530","2,535","2,505","500",원(KRW),"19,426,990","48,858,879,850",
006370,대구백화점,"10,850","-250","2.25","10,900","10,850","3,607","39,192,300","10,800","11,050","10,800","5,000",원(KRW),"10,821,611","117,414,479,350",
008060,대덕,"6,900","70","1.02","6,900","6,890","284,045","1,962,179,860","6,870","6,970","6,820","500",원(KRW),"33,890,150","233,842,035,000",
00806K,대덕1우,"9,050","-120","1.31","9,100","9,050","5,519","50,015,630","9,070","9,170","9,030","500",원(KRW),"1,212,357","10,971,830,850",
353200,대덕전자,"10,650","150","1.43","10,650","10,600","445,134","4,747,219,950","10,550","10,800","10,550","500",원(KRW),"49,416,925","526,290,251,250",
35320K,대덕전자1우,"8,410","-110","1.29","8,440","8,410","15,484","130,740,890","8,590","8,590","8,400","500",원(KRW),"2,095,519","17,623,314,790",
000490,대동공업,"6,690","-40","0.59","6,690","6,680","53,778","360,131,410","6,700","6,750","6,670","1,000",원(KRW),"23,728,210","158,741,724,900",
008110,대동전자,"4,330","-30","0.69","4,335","4,330","4,701","20,464,285","4,385","4,390","4,330","500",원(KRW),"10,490,447","45,423,635,510",
005750,대림B&Co,"6,380","350","5.80","6,380","6,330","140,835","876,591,380","6,130","6,400","6,100","1,000",원(KRW),"16,672,240","106,368,891,200",
001880,대림건설,"31,450","0","0.00","31,450","31,400","71,003","2,210,729,050","31,450","31,550","30,550","5,000",원(KRW),"22,053,284","693,575,781,800",
000210,대림산업,"87,700","100","0.11","87,700","87,600","393,234","34,434,234,800","88,300","88,900","86,500","5,000",원(KRW),"34,800,000","3,051,960,000,000",
000215,대림산업우,"51,200","500","0.99","51,300","51,200","79,870","4,091,805,600","51,200","51,600","50,700","5,000",원(KRW),"3,800,000","194,560,000,000",
006570,대림통상,"4,080","80","2.00","4,080","4,070","2,176","8,844,205","4,000","4,090","4,000","1,000",원(KRW),"15,225,000","62,118,000,000",
001680,대상,"26,250","200","0.77","26,300","26,250","209,809","5,529,986,500","26,250","26,650","26,100","1,000",원(KRW),"34,648,025","909,510,656,250",
001685,대상우,"18,500","400","2.21","18,500","18,300","7,309","134,100,000","18,150","18,500","18,050","1,000",원(KRW),"1,370,223","25,349,125,500",
084690,대상홀딩스,"10,000","10","0.10","10,050","10,000","84,781","852,777,390","10,050","10,150","9,930","1,000",원(KRW),"36,212,538","362,125,380,000",
084695,대상홀딩스우,"8,170","20","0.25","8,190","8,170","2,156","17,629,120","8,170","8,190","8,160","1,000",원(KRW),"913,482","7,463,147,940",
128820,대성산업,"3,250","20","0.62","3,255","3,250","40,081","129,718,335","3,230","3,265","3,195","5,000",원(KRW),"45,235,478","147,015,303,500",
117580,대성에너지,"5,490","-10","0.18","5,500","5,490","20,127","110,495,660","5,460","5,550","5,450","1,000",원(KRW),"27,500,000","150,975,000,000",
016710,대성홀딩스,"25,300","50","0.20","25,300","25,200","174,125","4,389,033,800","25,250","25,600","25,050","1,000",원(KRW),"16,089,459","407,063,312,700",
003540,대신증권,"13,750","-100","0.72","13,800","13,750","65,578","906,216,100","13,950","13,950","13,750","5,000",원(KRW),"50,773,400","698,134,250,000",
003547,대신증권2우B,"10,650","-50","0.47","10,700","10,650","7,212","76,735,200","10,650","10,750","10,600","5,000",원(KRW),"10,000,000","106,500,000,000",
003545,대신증권우,"11,100","0","0.00","11,100","11,050","58,909","652,148,750","11,050","11,150","11,050","5,000",원(KRW),"26,000,000","288,600,000,000",
009190,대양금속,"4,260","210","5.19","4,265","4,260","3,661,263","15,694,059,255","4,170","4,445","4,070","500",원(KRW),"29,565,939","125,950,900,140",
014160,대영포장,"1,790","45","2.58","1,790","1,785","9,849,002","17,975,203,630","1,795","1,875","1,765","500",원(KRW),"108,394,549","194,026,242,710",
047040,대우건설,"4,585","-135","2.86","4,585","4,580","2,924,132","13,384,112,020","4,680","4,685","4,505","5,000",원(KRW),"415,622,638","1,905,629,795,230",
009320,대우부품,"2,765","-75","2.64","2,765","2,760","1,012,805","2,803,402,180","2,840","2,845","2,740","500",원(KRW),"47,646,375","131,742,226,875",
042660,대우조선해양,"28,000","-500","1.75","28,050","28,000","256,047","7,204,883,500","28,500","28,550","27,600","5,000",원(KRW),"107,290,669","3,004,138,732,000",
003090,대웅,"55,400","5,800","11.69","55,400","55,300","5,971,675","331,669,530,000","54,400","58,300","51,500","500",원(KRW),"58,141,980","3,221,065,692,000",
069620,대웅제약,"146,500","4,000","2.81","147,000","146,500","854,040","127,670,213,000","149,500","153,500","145,500","2,500",원(KRW),"11,586,575","1,697,433,237,500",
000430,대원강업,"3,950","-40","1.00","3,950","3,945","88,971","350,706,980","3,925","3,985","3,915","500",원(KRW),"62,000,000","244,900,000,000",
006340,대원전선,"1,045","-5","0.48","1,045","1,040","150,377","156,970,265","1,050","1,055","1,040","500",원(KRW),"71,016,967","74,212,730,515",
006345,대원전선우,"2,735","-65","2.32","2,775","2,740","13,740","38,546,970","2,840","2,840","2,735","500",원(KRW),"2,621,200","7,168,982,000",
003220,대원제약,"18,900","550","3.00","18,900","18,850","122,769","2,303,341,150","18,400","19,150","18,350","500",원(KRW),"20,243,603","382,604,096,700",
024890,대원화성,"1,815","-25","1.36","1,815","1,810","352,155","638,687,845","1,855","1,860","1,795","500",원(KRW),"41,249,152","74,867,210,880",
002880,대유에이텍,"876","1","0.11","876","875","124,567","109,139,718","875","885","870","500",원(KRW),"106,915,987","93,658,404,612",
000300,대유플러스,"783","-12","1.51","784","783","475,385","374,213,949","795","800","782","500",원(KRW),"116,662,887","91,347,040,521",
012800,대창,"1,345","-5","0.37","1,345","1,335","786,979","1,058,395,065","1,355","1,365","1,325","500",원(KRW),"91,140,499","122,583,971,155",
015230,대창단조,"6,980","-320","4.38","6,980","6,920","147,944","1,030,286,120","7,040","7,230","6,890","1,000",원(KRW),"14,286,115","99,717,082,700",
001070,대한방직,"39,850","1,100","2.84","40,000","39,850","25,936","1,027,606,750","38,900","42,700","38,900","1,000",원(KRW),"5,300,000","211,205,000,000",
006650,대한유화,"225,000","-9,500","4.05","225,000","224,500","52,161","11,862,104,500","234,000","234,000","224,500","5,000",원(KRW),"6,500,000","1,462,500,000,000",
001440,대한전선,"1,380","-40","2.82","1,385","1,380","7,087,266","9,841,675,045","1,415","1,420","1,370","500",원(KRW),"856,473,009","1,181,932,752,420",
084010,대한제강,"10,350","0","0.00","10,350","10,250","70,959","734,646,450","10,400","10,600","10,200","1,000",원(KRW),"24,646,734","255,093,696,900",
001790,대한제당,"21,500","-50","0.23","21,500","21,400","9,252","199,190,750","21,550","21,850","21,350","2,500",원(KRW),"8,969,658","192,847,647,000",
001795,대한제당우,"14,450","0","0.00","14,550","14,450","730","10,548,500","14,450","14,450","14,450","2,500",원(KRW),"648,276","9,367,588,200",
001130,대한제분,"158,500","-500","0.31","158,500","158,000","5,677","897,406,000","158,000","159,000","156,500","5,000",원(KRW),"1,690,000","267,865,000,000",
003490,대한항공,"27,450","-950","3.35","27,500","27,450","2,425,597","66,689,656,150","28,100","28,150","27,200","5,000",원(KRW),"174,209,713","4,782,056,621,850",
003495,대한항공우,"44,650","-1,350","2.93","44,650","44,600","6,132","278,203,400","46,900","46,900","44,650","5,000",원(KRW),"1,110,794","49,596,952,100",
005880,대한해운,"3,135","-25","0.79","3,140","3,135","6,021,672","18,941,755,570","3,130","3,195","3,035","500",원(KRW),"244,271,090","765,789,867,150",
003830,대한화섬,"104,000","2,000","1.96","104,000","102,000","179","18,189,100","103,000","104,000","99,800","5,000",원(KRW),"1,328,000","138,112,000,000",
016090,대현,"1,905","-15","0.78","1,925","1,905","161,159","308,866,780","1,920","1,945","1,900","500",원(KRW),"44,282,310","84,357,800,550",
069460,대호에이엘,"2,655","15","0.57","2,655","2,650","444,521","1,170,475,650","2,640","2,670","2,550","500",원(KRW),"27,134,839","72,042,997,545",
192080,더블유게임즈,"59,100","1,000","1.72","59,300","59,100","106,203","6,317,630,100","58,600","60,300","58,300","500",원(KRW),"18,374,502","1,085,933,068,200",
012510,더존비즈온,"101,000","0","0.00","101,000","100,500","22,270","2,248,777,000","101,500","102,000","100,500","500",원(KRW),"30,105,972","3,040,703,172,000",
004830,덕성,"8,090","50","0.62","8,090","8,070","453,827","3,667,665,340","8,090","8,200","7,900","500",원(KRW),"15,680,000","126,851,200,000",
004835,덕성우,"16,300","200","1.24","16,300","16,250","36,368","586,030,100","16,000","16,300","16,000","500",원(KRW),"1,392,000","22,689,600,000",
024900,덕양산업,"1,770","-20","1.12","1,775","1,770","65,841","116,529,970","1,785","1,785","1,760","500",원(KRW),"32,564,980","57,640,014,600",
145720,덴티움,"41,350","-700","1.66","41,400","41,350","38,492","1,595,568,500","41,550","41,900","41,300","500",원(KRW),"11,068,830","457,696,120,500",
002150,도화엔지니어링,"8,560","-30","0.35","8,560","8,550","92,112","782,250,140","8,590","8,590","8,330","500",원(KRW),"33,720,000","288,643,200,000",
001230,동국제강,"7,910","-60","0.75","7,920","7,910","357,586","2,813,878,670","7,980","7,980","7,800","5,000",원(KRW),"95,432,737","754,872,949,670",
023450,동남합성,"47,200","1,550","3.40","47,200","47,100","1,255","58,963,600","45,650","47,200","45,650","500",원(KRW),"3,610,000","170,392,000,000",
004140,동방,"2,295","70","3.15","2,295","2,290","8,242,976","19,330,953,075","2,285","2,440","2,260","1,000",원(KRW),"37,369,295","85,762,532,025",
007590,동방아그로,"6,420","0","0.00","6,420","6,400","2,673","17,118,670","6,420","6,430","6,390","500",원(KRW),"13,617,577","87,424,844,340",
005960,동부건설,"14,000","0","0.00","14,000","13,950","135,122","1,879,922,750","13,800","14,150","13,650","5,000",원(KRW),"22,702,024","317,828,336,000",
005965,동부건설우,"24,900","-600","2.35","25,400","24,900","1,721","42,963,750","25,000","25,050","24,900","5,000",원(KRW),"225,732","5,620,726,800",
026960,동서,"30,250","-250","0.82","30,250","30,200","80,541","2,426,380,250","30,500","30,550","29,850","500",원(KRW),"99,700,000","3,015,925,000,000",
002210,동성제약,"12,100","100","0.83","12,100","12,050","311,969","3,757,888,400","11,850","12,350","11,700","1,000",원(KRW),"26,100,970","315,821,737,000",
102260,동성코퍼레이션,"4,755","-25","0.52","4,755","4,750","114,482","543,193,885","4,735","4,780","4,710","1,000",원(KRW),"43,993,012","209,186,772,060",
005190,동성화학,"16,200","-100","0.61","16,250","16,200","11,718","190,487,200","16,300","16,350","16,200","1,000",원(KRW),"5,335,564","86,436,136,800",
000640,동아쏘시오홀딩스,"133,500","1,500","1.14","134,000","133,500","47,174","6,300,788,000","134,500","135,000","132,000","5,000",원(KRW),"6,155,138","821,710,923,000",
170900,동아에스티,"84,900","-800","0.93","85,000","84,900","40,532","3,459,269,700","86,500","86,500","84,600","5,000",원(KRW),"8,443,868","716,884,393,200",
028100,동아지질,"16,050","-100","0.62","16,100","16,050","30,796","496,089,900","16,200","16,250","16,000","500",원(KRW),"11,500,000","184,575,000,000",
282690,동아타이어,"9,660","-20","0.21","9,660","9,620","3,548","34,221,050","9,700","9,700","9,620","500",원(KRW),"13,733,015","132,660,924,900",
001520,동양,"1,240","-5","0.40","1,240","1,235","265,277","328,125,755","1,240","1,245","1,230","500",원(KRW),"238,684,063","295,968,238,120",
001527,동양2우B,"12,950","-150","1.15","13,050","12,950","47","611,450","13,350","13,350","12,950","500",원(KRW),"308,569","3,995,968,550",
001529,동양3우B,"29,000","0","0.00","29,100","29,050","134","3,886,000","29,000","29,000","29,000","500",원(KRW),"89,722","2,601,938,000",
084670,동양고속,"26,400","-100","0.38","26,400","26,350","6,524","172,484,800","26,500","26,600","26,400","5,000",원(KRW),"2,895,569","76,443,021,600",
002900,동양물산,"1,610","-30","1.83","1,610","1,605","803,172","1,293,248,180","1,635","1,640","1,600","500",원(KRW),"126,004,610","202,867,422,100",
082640,동양생명,"3,630","15","0.41","3,630","3,625","69,245","250,857,145","3,615","3,640","3,600","5,000",원(KRW),"161,358,585","585,731,663,550",
001525,동양우,"7,580","180","2.43","7,590","7,400","795","6,042,180","7,700","7,700","7,580","500",원(KRW),"617,731","4,682,400,980",
008970,동양철관,"1,170","-10","0.85","1,170","1,165","503,185","588,913,685","1,175","1,180","1,165","500",원(KRW),"118,885,290","139,095,789,300",
092780,동양피스톤,"5,410","-50","0.92","5,410","5,400","55,178","299,033,550","5,500","5,500","5,380","500",원(KRW),"13,168,460","71,241,368,600",
049770,동원F&B,"179,500","2,000","1.13","180,000","179,500","11,571","2,076,768,000","177,500","181,000","177,500","5,000",원(KRW),"3,859,124","692,712,758,000",
018500,동원금속,"734","-1","0.14","734","730","242,228","177,782,916","743","744","727","500",원(KRW),"46,754,933","34,318,120,822",
006040,동원산업,"215,500","1,500","0.70","215,500","214,500","5,560","1,192,269,500","215,500","216,500","213,500","5,000",원(KRW),"3,677,641","792,531,635,500",
030720,동원수산,"9,550","210","2.25","9,590","9,550","582,650","5,715,350,740","9,770","10,300","9,510","5,000",원(KRW),"4,653,805","44,443,837,750",
014820,동원시스템즈,"29,150","-700","2.35","29,150","29,100","19,359","567,982,550","29,850","29,850","29,050","5,000",원(KRW),"25,618,511","746,779,595,650",
014825,동원시스템즈우,"29,000","-600","2.03","29,050","29,000","1,078","31,393,050","29,150","29,400","29,000","5,000",원(KRW),"265,358","7,695,382,000",
163560,동일고무벨트,"9,640","-140","1.43","9,640","9,620","28,670","278,121,840","9,700","9,850","9,610","500",원(KRW),"13,650,000","131,586,000,000",
004890,동일산업,"74,200","0","0.00","74,500","74,200","32,330","2,398,128,800","74,200","74,800","73,700","5,000",원(KRW),"2,425,215","179,950,953,000",
002690,동일제강,"2,385","-45","1.85","2,390","2,385","29,509","71,053,045","2,430","2,455","2,380","500",원(KRW),"15,000,000","35,775,000,000",
000020,동화약품,"19,250","800","4.34","19,250","19,200","624,492","11,841,321,000","18,650","19,400","18,450","1,000",원(KRW),"27,931,470","537,680,797,500",
000150,두산,"55,300","-1,000","1.78","55,400","55,300","69,450","3,859,854,500","56,700","56,800","54,500","5,000",원(KRW),"16,523,835","913,768,075,500",
000157,두산2우B,"74,800","-1,800","2.35","75,600","74,800","506","38,167,400","76,600","76,600","74,700","5,000",원(KRW),"893,038","66,799,242,400",
241560,두산밥캣,"30,550","-650","2.08","30,550","30,500","138,622","4,257,227,250","31,200","31,200","30,400","500",원(KRW),"100,249,166","3,062,612,021,300",
336370,두산솔루스,"51,900","-500","0.95","52,000","51,900","100,619","5,242,679,900","52,400","52,700","51,600","100",원(KRW),"30,589,758","1,587,608,440,200",
33637K,두산솔루스1우,"19,850","-350","1.73","19,900","19,850","14,160","281,853,750","20,150","20,200","19,700","100",원(KRW),"7,366,400","146,223,040,000",
33637L,두산솔루스2우B,"38,150","-550","1.42","38,350","38,150","4,589","175,619,950","38,700","39,000","38,050","100",원(KRW),"1,646,050","62,796,807,500",
000155,두산우,"43,750","-850","1.91","43,800","43,750","18,234","807,240,150","45,050","45,050","43,700","5,000",원(KRW),"3,996,462","174,845,212,500",
042670,두산인프라코어,"8,350","-240","2.79","8,360","8,350","3,585,661","30,134,706,880","8,480","8,580","8,290","5,000",원(KRW),"215,912,216","1,802,867,003,600",
034020,두산중공업,"14,500","-250","1.69","14,550","14,500","909,567","13,157,775,300","14,600","14,650","14,350","5,000",원(KRW),"253,141,201","3,670,547,414,500",
336260,두산퓨얼셀,"51,900","2,850","5.81","51,900","51,800","1,196,075","60,132,222,450","48,950","51,900","47,850","100",원(KRW),"55,493,726","2,880,124,379,400",
33626K,두산퓨얼셀1우,"14,400","450","3.23","14,400","14,350","162,100","2,285,035,150","13,950","14,400","13,750","100",원(KRW),"13,364,200","192,444,480,000",
33626L,두산퓨얼셀2우B,"19,900","400","2.05","19,950","19,900","20,322","400,539,050","19,400","20,150","19,250","100",원(KRW),"2,986,300","59,427,370,000",
016740,두올,"3,420","10","0.29","3,420","3,410","132,906","454,526,815","3,425","3,440","3,400","2,500",원(KRW),"27,066,680","92,568,045,600",
192650,드림텍,"12,950","0","0.00","13,000","12,950","224,377","2,919,729,350","13,200","13,200","12,850","100",원(KRW),"62,137,285","804,677,840,750",
024090,디씨엠,"12,000","-100","0.83","12,050","12,000","2,596","31,244,800","12,100","12,100","11,950","500",원(KRW),"11,700,000","140,400,000,000",
003160,디아이,"4,330","-50","1.14","4,330","4,320","93,252","402,662,245","4,380","4,395","4,275","500",원(KRW),"31,496,785","136,381,079,050",
092200,디아이씨,"1,390","-5","0.36","1,395","1,385","25,603","35,599,375","1,405","1,405","1,385","500",원(KRW),"38,888,569","54,055,110,910",
013570,디와이,"4,500","-25","0.55","4,500","4,495","49,396","222,542,880","4,525","4,535","4,485","500",원(KRW),"26,319,633","118,438,348,500",
210540,디와이파워,"12,050","-350","2.82","12,050","12,000","72,293","875,415,900","12,350","12,350","11,900","500",원(KRW),"11,041,708","133,052,581,400",
007340,디티알오토모티브,"25,100","-250","0.99","25,150","25,100","16,809","422,136,050","25,150","25,300","24,950","500",원(KRW),"9,994,005","250,849,525,500",
026890,디피씨,"9,100","-190","2.05","9,100","9,090","457,907","4,183,134,550","9,270","9,270","9,080","500",원(KRW),"41,678,175","379,271,392,500",
115390,락앤락,"10,350","-50","0.48","10,400","10,350","59,590","616,524,000","10,500","10,500","10,300","500",원(KRW),"53,007,638","548,629,053,300",
032350,롯데관광개발,"16,700","-500","2.91","16,700","16,650","256,695","4,270,772,900","17,000","17,000","16,400","500",원(KRW),"69,275,662","1,156,903,555,400",
330590,롯데리츠,"5,310","-50","0.93","5,310","5,300","183,853","975,998,490","5,340","5,350","5,290","500",원(KRW),"171,968,884","913,154,774,040",
000400,롯데손해보험,"1,845","-10","0.54","1,845","1,840","194,345","357,236,530","1,875","1,875","1,825","1,000",원(KRW),"310,336,320","572,570,510,400",
023530,롯데쇼핑,"101,500","-3,000","2.87","102,000","101,500","111,105","11,276,068,500","102,500","102,500","100,500","5,000",원(KRW),"28,288,755","2,871,308,632,500",
004000,롯데정밀화학,"54,500","-1,300","2.33","54,600","54,500","96,785","5,282,827,100","55,800","55,800","54,000","5,000",원(KRW),"25,800,000","1,406,100,000,000",
286940,롯데정보통신,"36,250","150","0.42","36,350","36,250","16,441","595,123,150","36,050","36,350","36,000","5,000",원(KRW),"15,396,331","558,116,998,750",
280360,롯데제과,"105,500","0","0.00","105,500","105,000","6,303","663,903,000","105,000","106,000","104,500","500",원(KRW),"6,416,717","676,963,643,500",
004990,롯데지주,"34,900","-600","1.69","34,950","34,900","112,193","3,935,008,550","35,600","35,600","34,800","200",원(KRW),"104,909,237","3,661,332,371,300",
00499K,롯데지주우,"67,100","-1,200","1.76","67,600","67,100","1,925","130,440,600","68,700","68,700","67,100","200",원(KRW),"987,623","66,269,503,300",
005300,롯데칠성,"113,000","-500","0.44","113,000","112,500","21,667","2,419,551,500","113,000","113,500","110,000","500",원(KRW),"8,975,123","1,014,188,899,000",
005305,롯데칠성우,"61,900","500","0.81","62,000","61,900","1,484","91,485,800","61,500","61,900","61,400","500",원(KRW),"775,310","47,991,689,000",
011170,롯데케미칼,"274,000","-5,500","1.97","274,000","273,500","115,877","31,848,168,500","281,500","281,500","272,500","5,000",원(KRW),"34,275,419","9,391,464,806,000",
002270,롯데푸드,"343,500","1,500","0.44","343,500","343,000","5,379","1,860,002,500","339,500","351,000","339,000","5,000",원(KRW),"1,131,870","388,797,345,000",
071840,롯데하이마트,"31,850","-250","0.78","31,900","31,850","45,281","1,449,325,250","32,000","32,400","31,650","5,000",원(KRW),"23,607,712","751,905,627,200",
027740,마니커,"709","4","0.57","710","709","2,539,604","1,801,750,282","709","716","704","500",원(KRW),"198,472,594","140,717,069,146",
204320,만도,"52,700","-400","0.75","52,700","52,600","282,917","14,935,984,400","53,000","53,800","51,900","1,000",원(KRW),"46,957,120","2,474,640,224,000",
001080,만호제강,"17,650","-400","2.22","17,650","17,550","5,459","96,789,550","18,050","18,050","17,550","1,000",원(KRW),"4,150,000","73,247,500,000",
088980,맥쿼리인프라,"10,850","50","0.46","10,850","10,800","272,610","2,947,393,000","10,800","10,850","10,800","0",원(KRW),"349,044,336","3,787,131,045,600",
094800,맵스리얼티1,"4,040","-5","0.12","4,045","4,040","77,118","313,675,990","4,060","4,085","4,040","0",원(KRW),"92,834,331","375,050,697,240",
138040,메리츠금융지주,"10,150","50","0.50","10,200","10,150","214,644","2,171,226,400","10,200","10,200","10,050","500",원(KRW),"134,011,294","1,360,214,634,100",
008560,메리츠증권,"3,885","-10","0.26","3,885","3,880","1,184,303","4,599,804,640","3,910","3,915","3,865","1,000",원(KRW),"675,961,727","2,626,111,309,395",
000060,메리츠화재,"15,350","0","0.00","15,400","15,350","111,395","1,712,752,000","15,500","15,500","15,250","500",원(KRW),"120,625,000","1,851,593,750,000",
090370,메타랩스,"1,150","-20","1.71","1,150","1,145","195,257","223,798,150","1,170","1,170","1,130","500",원(KRW),"63,689,937","73,243,427,550",
017180,명문제약,"7,000","220","3.24","7,000","6,990","1,422,778","9,812,511,670","6,830","7,040","6,710","500",원(KRW),"33,953,454","237,674,178,000",
009900,명신산업,"17,400","-650","3.60","17,400","17,350","913,071","15,932,023,150","17,700","17,900","17,150","500",원(KRW),"40,779,120","709,556,688,000",
012690,모나리자,"5,180","50","0.97","5,190","5,180","179,617","931,952,460","5,170","5,240","5,160","500",원(KRW),"36,571,255","189,439,100,900",
005360,모나미,"6,110","-50","0.81","6,110","6,100","269,981","1,649,140,330","6,120","6,160","6,070","1,000",원(KRW),"18,897,307","115,462,545,770",
204210,모두투어리츠,"3,070","-25","0.81","3,080","3,060","5,239","16,112,110","3,090","3,100","3,070","5,000",원(KRW),"7,826,815","24,028,322,050",
009680,모토닉,"10,750","-100","0.92","10,800","10,750","32,868","353,842,200","10,950","10,950","10,650","500",원(KRW),"33,000,000","354,750,000,000",
