,rowID,등록일,구분,확진자,확진률,치명률,사망자,사망률,수정일
1642,3189,2020-09-07,30-39,2636,12.38,0.08,2,0.60,null
1643,3188,2020-09-07,40-49,2857,13.42,0.14,4,1.19,null
1644,3187,2020-09-07,50-59,3902,18.32,0.41,16,4.76,null
1645,3186,2020-09-07,60-69,3238,15.2,1.3,42,12.50,null
1646,3185,2020-09-07,70-79,1632,7.66,6.25,102,30.36,null
1647,3184,2020-09-07,80 이상,860,4.04,19.77,170,50.60,null
1648,3183,2020-09-07,여성,11616,54.55,1.36,158,47.02,null
1649,3182,2020-09-07,남성,9680,45.45,1.84,178,52.98,null
1650,3170,2020-09-06,0-9,493,2.33,0,0,0.00,null
1651,3169,2020-09-06,10-19,1197,5.65,0,0,0.00,null
1652,3168,2020-09-06,20-29,4460,21.06,0,0,0.00,null
1653,3167,2020-09-06,30-39,2619,12.37,0.08,2,0.60,null
1654,3166,2020-09-06,40-49,2841,13.42,0.14,4,1.20,null
1655,3165,2020-09-06,50-59,3880,18.32,0.41,16,4.79,null
1656,3164,2020-09-06,60-69,3217,15.19,1.31,42,12.57,null
1657,3163,2020-09-06,70-79,1612,7.61,6.27,101,30.24,null
1658,3162,2020-09-06,80 이상,858,4.05,19.7,169,50.60,null
1659,3161,2020-09-06,여성,11563,54.6,1.37,158,47.31,null
1660,3160,2020-09-06,남성,9614,45.4,1.83,176,52.69,null
1661,3159,2020-09-05,0-9,485,2.31,0,0,0.00,null
1662,3158,2020-09-05,10-19,1194,5.68,0,0,0.00,null
1663,3157,2020-09-05,20-29,4441,21.14,0,0,0.00,null
1664,3156,2020-09-05,30-39,2604,12.39,0.08,2,0.60,null
1665,3155,2020-09-05,40-49,2816,13.4,0.14,4,1.20,null
1666,3154,2020-09-05,50-59,3845,18.3,0.42,16,4.80,null
1667,3153,2020-09-05,60-69,3178,15.13,1.32,42,12.61,null
1668,3152,2020-09-05,70-79,1596,7.6,6.27,100,30.03,null
1669,3151,2020-09-05,80 이상,851,4.05,19.86,169,50.75,null
1670,3150,2020-09-05,여성,11475,54.62,1.37,157,47.15,null
1671,3149,2020-09-05,남성,9535,45.38,1.85,176,52.85,null
1672,3126,2020-09-04,0-9,482,2.31,0,0,0.00,null
1673,3125,2020-09-04,10-19,1188,5.7,0,0,0.00,null
1674,3124,2020-09-04,20-29,4427,21.24,0,0,0.00,null
1675,3123,2020-09-04,30-39,2585,12.4,0.08,2,0.60,null
1676,3122,2020-09-04,40-49,2797,13.42,0.14,4,1.21,null
1677,3121,2020-09-04,50-59,3807,18.27,0.42,16,4.83,null
1678,3120,2020-09-04,60-69,3136,15.05,1.34,42,12.69,null
1679,3119,2020-09-04,70-79,1578,7.57,6.34,100,30.21,null
1680,3118,2020-09-04,80 이상,842,4.04,19.83,167,50.45,null
1681,3117,2020-09-04,여성,11389,54.64,1.37,156,47.13,null
1682,3116,2020-09-04,남성,9453,45.36,1.85,175,52.87,null
1683,3104,2020-09-03,0-9,473,2.29,0,0,0.00,null
1684,3103,2020-09-03,10-19,1181,5.72,0,0,0.00,null
1685,3102,2020-09-03,20-29,4410,21.36,0,0,0.00,null
1686,3101,2020-09-03,30-39,2561,12.41,0.08,2,0.61,null
1687,3100,2020-09-03,40-49,2770,13.42,0.14,4,1.22,null
1688,3099,2020-09-03,50-59,3768,18.25,0.42,16,4.86,null
1689,3098,2020-09-03,60-69,3098,15.01,1.36,42,12.77,null
1690,3097,2020-09-03,70-79,1556,7.54,6.36,99,30.09,null
1691,3096,2020-09-03,80 이상,827,4.01,20.07,166,50.46,null
1692,3095,2020-09-03,여성,11285,54.66,1.37,155,47.11,null
1693,3094,2020-09-03,남성,9359,45.34,1.86,174,52.89,null
1694,3082,2020-09-02,0-9,466,2.28,0,0,0.00,null
1695,3081,2020-09-02,10-19,1174,5.74,0,0,0.00,null
1696,3080,2020-09-02,20-29,4388,21.46,0,0,0.00,null
1697,3079,2020-09-02,30-39,2540,12.42,0.08,2,0.61,null
1698,3078,2020-09-02,40-49,2741,13.4,0.15,4,1.23,null
1699,3077,2020-09-02,50-59,3732,18.25,0.43,16,4.91,null
1700,3076,2020-09-02,60-69,3064,14.98,1.37,42,12.88,null
1701,3075,2020-09-02,70-79,1534,7.5,6.39,98,30.06,null
1702,3074,2020-09-02,80 이상,810,3.96,20.25,164,50.31,null
1703,3073,2020-09-02,여성,11177,54.66,1.37,153,46.93,null
1704,3072,2020-09-02,남성,9272,45.34,1.87,173,53.07,null
1705,3060,2020-09-01,0-9,456,2.26,0,0,0.00,null
1706,3059,2020-09-01,10-19,1162,5.76,0,0,0.00,null
1707,3058,2020-09-01,20-29,4345,21.53,0,0,0.00,null
1708,3057,2020-09-01,30-39,2515,12.46,0.08,2,0.62,null
1709,3056,2020-09-01,40-49,2717,13.46,0.15,4,1.23,null
1710,3055,2020-09-01,50-59,3684,18.25,0.43,16,4.94,null
1711,3054,2020-09-01,60-69,3013,14.93,1.39,42,12.96,null
1712,3053,2020-09-01,70-79,1494,7.4,6.49,97,29.94,null
1713,3052,2020-09-01,80 이상,796,3.94,20.48,163,50.31,null
1714,3051,2020-09-01,여성,11043,54.72,1.38,152,46.91,null
1715,3050,2020-09-01,남성,9139,45.28,1.88,172,53.09,null
1716,3049,2020-08-31,0-9,442,2.22,0,0,0.00,null
1717,3048,2020-08-31,10-19,1145,5.74,0,0,0.00,null
1718,3047,2020-08-31,20-29,4320,21.66,0,0,0.00,null
1719,3046,2020-08-31,30-39,2491,12.49,0.08,2,0.62,null
1720,3045,2020-08-31,40-49,2692,13.5,0.15,4,1.23,null
1721,3044,2020-08-31,50-59,3639,18.24,0.44,16,4.94,null
1722,3043,2020-08-31,60-69,2968,14.88,1.42,42,12.96,null
1723,3042,2020-08-31,70-79,1464,7.34,6.63,97,29.94,null
1724,3041,2020-08-31,80 이상,786,3.94,20.74,163,50.31,null
1725,3040,2020-08-31,여성,10922,54.76,1.39,152,46.91,null
1726,3039,2020-08-31,남성,9025,45.24,1.91,172,53.09,null
1727,3016,2020-08-30,0-9,432,2.19,0,0,0.00,null
1728,3015,2020-08-30,10-19,1134,5.76,0,0,0.00,null
1729,3014,2020-08-30,20-29,4277,21.71,0,0,0.00,null
1730,3013,2020-08-30,30-39,2476,12.57,0.08,2,0.62,null
1731,3012,2020-08-30,40-49,2664,13.52,0.15,4,1.24,null
1732,3011,2020-08-30,50-59,3590,18.22,0.45,16,4.95,null
1733,3010,2020-08-30,60-69,2913,14.79,1.44,42,13.00,null
1734,3009,2020-08-30,70-79,1438,7.3,6.68,96,29.72,null
1735,3008,2020-08-30,80 이상,775,3.93,21.03,163,50.46,null
1736,3007,2020-08-30,여성,10788,54.76,1.4,151,46.75,null
1737,3006,2020-08-30,남성,8911,45.24,1.93,172,53.25,null
1738,2972,2020-08-29,0-9,422,2.18,0,0,0.00,null
1739,2971,2020-08-29,10-19,1122,5.78,0,0,0.00,null
1740,2970,2020-08-29,20-29,4233,21.82,0,0,0.00,null
1741,2969,2020-08-29,30-39,2437,12.56,0.08,2,0.62,null
1742,2968,2020-08-29,40-49,2627,13.54,0.15,4,1.25,null
1743,2967,2020-08-29,50-59,3535,18.22,0.45,16,4.98,null
1744,2966,2020-08-29,60-69,2840,14.64,1.48,42,13.08,null
1745,2965,2020-08-29,70-79,1417,7.3,6.7,95,29.60,null
1746,2964,2020-08-29,80 이상,767,3.95,21.12,162,50.47,null
1747,2963,2020-08-29,여성,10643,54.86,1.42,151,47.04,null
1748,2962,2020-08-29,남성,8757,45.14,1.94,170,52.96,null
1749,2961,2020-08-28,0-9,406,2.13,0,0,0.00,null
1750,2960,2020-08-28,10-19,1104,5.79,0,0,0.00,null
1751,2959,2020-08-28,20-29,4202,22.03,0,0,0.00,null
1752,2958,2020-08-28,30-39,2401,12.59,0.08,2,0.63,null
1753,2957,2020-08-28,40-49,2580,13.52,0.16,4,1.27,null
1754,2956,2020-08-28,50-59,3481,18.25,0.46,16,5.06,null
1755,2955,2020-08-28,60-69,2773,14.54,1.48,41,12.97,null
1756,2954,2020-08-28,70-79,1381,7.24,6.81,94,29.75,null
1757,2953,2020-08-28,80 이상,749,3.93,21.23,159,50.32,null
1758,2952,2020-08-28,여성,10461,54.84,1.42,149,47.15,null
1759,2951,2020-08-28,남성,8616,45.16,1.94,167,52.85,null
1760,2928,2020-08-27,0-9,390,2.08,0,0,0.00,null
1761,2927,2020-08-27,10-19,1087,5.81,0,0,0.00,null
1762,2926,2020-08-27,20-29,4170,22.29,0,0,0.00,null
1763,2925,2020-08-27,30-39,2353,12.58,0.08,2,0.64,null
1764,2924,2020-08-27,40-49,2527,13.51,0.16,4,1.28,null
1765,2923,2020-08-27,50-59,3408,18.22,0.47,16,5.11,null
1766,2922,2020-08-27,60-69,2709,14.48,1.51,41,13.10,null
1767,2921,2020-08-27,70-79,1333,7.13,7.05,94,30.03,null
1768,2920,2020-08-27,80 이상,729,3.9,21.4,156,49.84,null
1769,2919,2020-08-27,여성,10265,54.88,1.44,148,47.28,null
1770,2918,2020-08-27,남성,8441,45.12,1.95,165,52.72,null
1771,2906,2020-08-26,0-9,381,2.09,0,0,0.00,null
1772,2905,2020-08-26,10-19,1060,5.8,0,0,0.00,null
1773,2904,2020-08-26,20-29,4118,22.55,0,0,0.00,null
1774,2903,2020-08-26,30-39,2303,12.61,0.09,2,0.64,null
1775,2902,2020-08-26,40-49,2457,13.45,0.16,4,1.28,null
1776,2901,2020-08-26,50-59,3300,18.07,0.48,16,5.13,null
1777,2900,2020-08-26,60-69,2644,14.48,1.55,41,13.14,null
1778,2899,2020-08-26,70-79,1292,7.07,7.2,93,29.81,null
1779,2898,2020-08-26,80 이상,710,3.89,21.97,156,50.00,null
1780,2897,2020-08-26,여성,10031,54.92,1.47,147,47.12,null
1781,2896,2020-08-26,남성,8234,45.08,2,165,52.88,null
1782,2884,2020-08-25,0-9,368,2.05,0,0,0.00,null
1783,2883,2020-08-25,10-19,1047,5.83,0,0,0.00,null
1784,2882,2020-08-25,20-29,4081,22.74,0,0,0.00,null
1785,2881,2020-08-25,30-39,2256,12.57,0.09,2,0.65,null
1786,2880,2020-08-25,40-49,2415,13.46,0.17,4,1.29,null
1787,2879,2020-08-25,50-59,3240,18.06,0.49,16,5.16,null
1788,2878,2020-08-25,60-69,2587,14.42,1.58,41,13.23,null
1789,2877,2020-08-25,70-79,1258,7.01,7.39,93,30.00,null
1790,2876,2020-08-25,80 이상,693,3.86,22.22,154,49.68,null
1791,2875,2020-08-25,여성,9856,54.92,1.48,146,47.10,null
1792,2874,2020-08-25,남성,8089,45.08,2.03,164,52.90,null
1793,2862,2020-08-24,0-9,353,2,0,0,0.00,null
1794,2861,2020-08-24,10-19,1028,5.82,0,0,0.00,null
1795,2860,2020-08-24,20-29,4040,22.87,0,0,0.00,null
1796,2859,2020-08-24,30-39,2226,12.6,0.09,2,0.65,null
1797,2858,2020-08-24,40-49,2382,13.48,0.17,4,1.29,null
1798,2857,2020-08-24,50-59,3187,18.04,0.5,16,5.18,null
1799,2856,2020-08-24,60-69,2537,14.36,1.62,41,13.27,null
1800,2855,2020-08-24,70-79,1228,6.95,7.57,93,30.10,null
1801,2854,2020-08-24,80 이상,684,3.87,22.37,153,49.51,null
1802,2853,2020-08-24,여성,9713,54.98,1.5,146,47.25,null
1803,2852,2020-08-24,남성,7952,45.02,2.05,163,52.75,null
1804,2840,2020-08-23,0-9,344,1.98,0,0,0.00,null
1805,2839,2020-08-23,10-19,1015,5.83,0,0,0.00,null
1806,2838,2020-08-23,20-29,4010,23.05,0,0,0.00,null
1807,2837,2020-08-23,30-39,2191,12.59,0.09,2,0.65,null
1808,2836,2020-08-23,40-49,2343,13.47,0.17,4,1.29,null
1809,2835,2020-08-23,50-59,3139,18.04,0.51,16,5.18,null
1810,2834,2020-08-23,60-69,2485,14.28,1.65,41,13.27,null
1811,2833,2020-08-23,70-79,1204,6.92,7.72,93,30.10,null
1812,2832,2020-08-23,80 이상,668,3.84,22.9,153,49.51,null
1813,2831,2020-08-23,여성,9565,54.97,1.53,146,47.25,null
1814,2830,2020-08-23,남성,7834,45.03,2.08,163,52.75,null
1815,2818,2020-08-22,0-9,328,1.93,0,0,0.00,null
1816,2817,2020-08-22,10-19,980,5.76,0,0,0.00,null
1817,2816,2020-08-22,20-29,3976,23.39,0,0,0.00,null
1818,2815,2020-08-22,30-39,2151,12.65,0.09,2,0.65,null
1819,2814,2020-08-22,40-49,2281,13.42,0.18,4,1.29,null
1820,2813,2020-08-22,50-59,3057,17.98,0.52,16,5.18,null
1821,2812,2020-08-22,60-69,2398,14.1,1.71,41,13.27,null
1822,2811,2020-08-22,70-79,1177,6.92,7.9,93,30.10,null
1823,2810,2020-08-22,80 이상,654,3.85,23.39,153,49.51,null
1824,2809,2020-08-22,여성,9325,54.85,1.57,146,47.25,null
1825,2808,2020-08-22,남성,7677,45.15,2.12,163,52.75,null
1826,2796,2020-08-21,0-9,317,1.9,0,0,0.00,null
1827,2795,2020-08-21,10-19,961,5.76,0,0,0.00,null
1828,2794,2020-08-21,20-29,3921,23.52,0,0,0.00,null
1829,2793,2020-08-21,30-39,2111,12.66,0.09,2,0.65,null
1830,2792,2020-08-21,40-49,2233,13.4,0.18,4,1.29,null
1831,2791,2020-08-21,50-59,2991,17.94,0.53,16,5.18,null
1832,2790,2020-08-21,60-69,2342,14.05,1.75,41,13.27,null
1833,2789,2020-08-21,70-79,1143,6.86,8.14,93,30.10,null
1834,2788,2020-08-21,80 이상,651,3.91,23.5,153,49.51,null
1835,2787,2020-08-21,여성,9138,54.82,1.6,146,47.25,null
1836,2786,2020-08-21,남성,7532,45.18,2.16,163,52.75,null
1837,2774,2020-08-20,0-9,311,1.9,0,0,0.00,null
1838,2773,2020-08-20,10-19,942,5.76,0,0,0.00,null
1839,2772,2020-08-20,20-29,3879,23.73,0,0,0.00,null
1840,2771,2020-08-20,30-39,2071,12.67,0.1,2,0.65,null
1841,2770,2020-08-20,40-49,2191,13.4,0.18,4,1.30,null
1842,2769,2020-08-20,50-59,2930,17.92,0.55,16,5.21,null
1843,2768,2020-08-20,60-69,2268,13.87,1.81,41,13.36,null
1844,2767,2020-08-20,70-79,1109,6.78,8.21,91,29.64,null
1845,2766,2020-08-20,80 이상,645,3.95,23.72,153,49.84,null
1846,2765,2020-08-20,여성,8962,54.83,1.61,144,46.91,null
1847,2764,2020-08-20,남성,7384,45.17,2.21,163,53.09,null
1848,2752,2020-08-19,0-9,299,1.86,0,0,0.00,null
1849,2751,2020-08-19,10-19,907,5.65,0,0,0.00,null
1850,2750,2020-08-19,20-29,3849,23.97,0,0,0.00,null
1851,2749,2020-08-19,30-39,2036,12.68,0.1,2,0.65,null
1852,2748,2020-08-19,40-49,2159,13.45,0.19,4,1.31,null
1853,2747,2020-08-19,50-59,2875,17.9,0.56,16,5.23,null
1854,2746,2020-08-19,60-69,2220,13.82,1.85,41,13.40,null
1855,2745,2020-08-19,70-79,1079,6.72,8.43,91,29.74,null
1856,2744,2020-08-19,80 이상,634,3.95,23.97,152,49.67,null
1857,2743,2020-08-19,여성,8807,54.84,1.62,143,46.73,null
1858,2742,2020-08-19,남성,7251,45.16,2.25,163,53.27,null
1859,2730,2020-08-18,0-9,285,1.81,0,0,0.00,null
1860,2729,2020-08-18,10-19,890,5.65,0,0,0.00,null
1861,2728,2020-08-18,20-29,3820,24.24,0,0,0.00,null
1862,2727,2020-08-18,30-39,2004,12.71,0.1,2,0.65,null
1863,2726,2020-08-18,40-49,2120,13.45,0.19,4,1.31,null
1864,2725,2020-08-18,50-59,2817,17.87,0.57,16,5.23,null
1865,2724,2020-08-18,60-69,2148,13.63,1.91,41,13.40,null
1866,2723,2020-08-18,70-79,1050,6.66,8.67,91,29.74,null
1867,2722,2020-08-18,80 이상,627,3.98,24.24,152,49.67,null
1868,2721,2020-08-18,여성,8619,54.69,1.66,143,46.73,null
1869,2720,2020-08-18,남성,7142,45.31,2.28,163,53.27,null
1870,2708,2020-08-17,0-9,280,1.8,0,0,0.00,null
1871,2707,2020-08-17,10-19,872,5.62,0,0,0.00,null
1872,2706,2020-08-17,20-29,3803,24.51,0,0,0.00,null
1873,2705,2020-08-17,30-39,1977,12.74,0.1,2,0.66,null
1874,2704,2020-08-17,40-49,2093,13.49,0.19,4,1.31,null
1875,2703,2020-08-17,50-59,2756,17.76,0.58,16,5.25,null
1876,2702,2020-08-17,60-69,2081,13.41,1.97,41,13.44,null
1877,2701,2020-08-17,70-79,1028,6.63,8.75,90,29.51,null
1878,2700,2020-08-17,80 이상,625,4.03,24.32,152,49.84,null
1879,2699,2020-08-17,여성,8463,54.55,1.69,143,46.89,null
1880,2698,2020-08-17,남성,7052,45.45,2.3,162,53.11,null
1881,2686,2020-08-16,0-9,275,1.8,0,0,0.00,null
1882,2685,2020-08-16,10-19,859,5.61,0,0,0.00,null
1883,2684,2020-08-16,20-29,3781,24.68,0,0,0.00,null
1884,2683,2020-08-16,30-39,1950,12.73,0.1,2,0.66,null
1885,2682,2020-08-16,40-49,2070,13.51,0.19,4,1.31,null
1886,2681,2020-08-16,50-59,2718,17.74,0.59,16,5.25,null
1887,2680,2020-08-16,60-69,2033,13.27,2.02,41,13.44,null
1888,2679,2020-08-16,70-79,1014,6.62,8.88,90,29.51,null
1889,2678,2020-08-16,80 이상,618,4.03,24.6,152,49.84,null
1890,2677,2020-08-16,여성,8341,54.45,1.71,143,46.89,null
1891,2676,2020-08-16,남성,6977,45.55,2.32,162,53.11,null
1892,2664,2020-08-15,0-9,272,1.81,0,0,0.00,null
1893,2663,2020-08-15,10-19,836,5.56,0,0,0.00,null
1894,2662,2020-08-15,20-29,3742,24.88,0,0,0.00,null
1895,2661,2020-08-15,30-39,1922,12.78,0.1,2,0.66,null
1896,2660,2020-08-15,40-49,2035,13.53,0.2,4,1.31,null
1897,2659,2020-08-15,50-59,2660,17.69,0.6,16,5.25,null
1898,2658,2020-08-15,60-69,1977,13.15,2.07,41,13.44,null
1899,2657,2020-08-15,70-79,983,6.54,9.16,90,29.51,null
1900,2656,2020-08-15,80 이상,612,4.07,24.84,152,49.84,null
1901,2655,2020-08-15,여성,8164,54.29,1.75,143,46.89,null
1902,2654,2020-08-15,남성,6875,45.71,2.36,162,53.11,null
1903,2642,2020-08-14,0-9,268,1.8,0,0,0.00,null
1904,2641,2020-08-14,10-19,826,5.55,0,0,0.00,null
1905,2640,2020-08-14,20-29,3710,24.94,0,0,0.00,null
1906,2639,2020-08-14,30-39,1902,12.79,0.11,2,0.66,null
1907,2638,2020-08-14,40-49,2011,13.52,0.2,4,1.31,null
1908,2637,2020-08-14,50-59,2627,17.66,0.61,16,5.25,null
1909,2636,2020-08-14,60-69,1948,13.1,2.1,41,13.44,null
1910,2635,2020-08-14,70-79,972,6.54,9.26,90,29.51,null
1911,2634,2020-08-14,80 이상,609,4.09,24.96,152,49.84,null
1912,2633,2020-08-14,여성,8068,54.25,1.77,143,46.89,null
1913,2632,2020-08-14,남성,6805,45.75,2.38,162,53.11,null
1914,2620,2020-08-13,0-9,264,1.79,0,0,0.00,null
1915,2619,2020-08-13,10-19,816,5.52,0,0,0.00,null
1916,2618,2020-08-13,20-29,3696,25.02,0,0,0.00,null
1917,2617,2020-08-13,30-39,1885,12.76,0.11,2,0.66,null
1918,2616,2020-08-13,40-49,1995,13.51,0.2,4,1.31,null
1919,2615,2020-08-13,50-59,2608,17.66,0.61,16,5.25,null
1920,2614,2020-08-13,60-69,1933,13.09,2.12,41,13.44,null
1921,2613,2020-08-13,70-79,966,6.54,9.32,90,29.51,null
1922,2612,2020-08-13,80 이상,607,4.11,25.04,152,49.84,null
1923,2611,2020-08-13,여성,8016,54.27,1.78,143,46.89,null
1924,2610,2020-08-13,남성,6754,45.73,2.4,162,53.11,null
1925,2598,2020-08-12,0-9,262,1.78,0,0,0.00,null
1926,2597,2020-08-12,10-19,810,5.5,0,0,0.00,null
1927,2596,2020-08-12,20-29,3685,25.04,0,0,0.00,null
1928,2595,2020-08-12,30-39,1873,12.73,0.11,2,0.66,null
1929,2594,2020-08-12,40-49,1990,13.52,0.2,4,1.31,null
1930,2593,2020-08-12,50-59,2598,17.66,0.62,16,5.25,null
1931,2592,2020-08-12,60-69,1927,13.1,2.13,41,13.44,null
1932,2591,2020-08-12,70-79,964,6.55,9.34,90,29.51,null
1933,2590,2020-08-12,80 이상,605,4.11,25.12,152,49.84,null
1934,2589,2020-08-12,여성,7991,54.31,1.79,143,46.89,null
1935,2588,2020-08-12,남성,6723,45.69,2.41,162,53.11,null
1936,2576,2020-08-11,0-9,261,1.78,0,0,0.00,null
1937,2575,2020-08-11,10-19,803,5.48,0,0,0.00,null
1938,2574,2020-08-11,20-29,3681,25.11,0,0,0.00,null
1939,2573,2020-08-11,30-39,1862,12.7,0.11,2,0.66,null
1940,2572,2020-08-11,40-49,1978,13.49,0.2,4,1.31,null
1941,2571,2020-08-11,50-59,2586,17.64,0.62,16,5.25,null
1942,2570,2020-08-11,60-69,1925,13.13,2.13,41,13.44,null
1943,2569,2020-08-11,70-79,961,6.56,9.37,90,29.51,null
1944,2568,2020-08-11,80 이상,603,4.11,25.21,152,49.84,null
1945,2567,2020-08-11,여성,7971,54.37,1.79,143,46.89,null
1946,2566,2020-08-11,남성,6689,45.63,2.42,162,53.11,null
1947,2554,2020-08-10,0-9,261,1.78,0,0,0.00,null
1948,2553,2020-08-10,10-19,803,5.49,0,0,0.00,null
1949,2552,2020-08-10,20-29,3675,25.13,0,0,0.00,null
1950,2551,2020-08-10,30-39,1857,12.7,0.11,2,0.66,null
1951,2550,2020-08-10,40-49,1974,13.5,0.2,4,1.31,null
1952,2549,2020-08-10,50-59,2577,17.62,0.62,16,5.25,null
1953,2548,2020-08-10,60-69,1918,13.11,2.14,41,13.44,null
1954,2547,2020-08-10,70-79,958,6.55,9.39,90,29.51,null
1955,2546,2020-08-10,80 이상,603,4.12,25.21,152,49.84,null
1956,2545,2020-08-10,여성,7957,54.4,1.8,143,46.89,null
1957,2544,2020-08-10,남성,6669,45.6,2.43,162,53.11,null
1958,2532,2020-08-09,0-9,261,1.79,0,0,0.00,null
1959,2531,2020-08-09,10-19,803,5.5,0,0,0.00,null
1960,2530,2020-08-09,20-29,3671,25.15,0,0,0.00,null
1961,2529,2020-08-09,30-39,1854,12.7,0.11,2,0.66,null
1962,2528,2020-08-09,40-49,1971,13.5,0.2,4,1.31,null
1963,2527,2020-08-09,50-59,2573,17.63,0.62,16,5.25,null
1964,2526,2020-08-09,60-69,1905,13.05,2.15,41,13.44,null
1965,2525,2020-08-09,70-79,957,6.56,9.4,90,29.51,null
1966,2524,2020-08-09,80 이상,603,4.13,25.21,152,49.84,null
1967,2523,2020-08-09,여성,7943,54.41,1.8,143,46.89,null
1968,2522,2020-08-09,남성,6655,45.59,2.43,162,53.11,null
1969,2510,2020-08-08,0-9,257,1.76,0,0,0.00,null
1970,2509,2020-08-08,10-19,802,5.51,0,0,0.00,null
1971,2508,2020-08-08,20-29,3664,25.16,0,0,0.00,null
1972,2507,2020-08-08,30-39,1849,12.7,0.11,2,0.66,null
1973,2506,2020-08-08,40-49,1968,13.51,0.15,3,0.99,null
1974,2505,2020-08-08,50-59,2566,17.62,0.62,16,5.26,null
1975,2504,2020-08-08,60-69,1898,13.03,2.16,41,13.49,null
1976,2503,2020-08-08,70-79,957,6.57,9.4,90,29.61,null
1977,2502,2020-08-08,80 이상,601,4.13,25.29,152,50.00,null
1978,2501,2020-08-08,여성,7924,54.42,1.8,143,47.04,null
1979,2500,2020-08-08,남성,6638,45.58,2.43,161,52.96,null
1980,2488,2020-08-07,0-9,256,1.76,0,0,0.00,null
1981,2487,2020-08-07,10-19,801,5.52,0,0,0.00,null
1982,2486,2020-08-07,20-29,3657,25.19,0,0,0.00,null
1983,2485,2020-08-07,30-39,1845,12.71,0.11,2,0.66,null
1984,2484,2020-08-07,40-49,1964,13.53,0.15,3,0.99,null
1985,2483,2020-08-07,50-59,2556,17.6,0.63,16,5.28,null
1986,2482,2020-08-07,60-69,1885,12.98,2.18,41,13.53,null
1987,2481,2020-08-07,70-79,954,6.57,9.43,90,29.70,null
1988,2480,2020-08-07,80 이상,601,4.14,25.12,151,49.83,null
1989,2479,2020-08-07,여성,7904,54.44,1.81,143,47.19,null
1990,2478,2020-08-07,남성,6615,45.56,2.42,160,52.81,null
1991,2466,2020-08-06,0-9,256,1.77,0,0,0.00,null
1992,2465,2020-08-06,10-19,797,5.5,0,0,0.00,null
1993,2464,2020-08-06,20-29,3654,25.2,0,0,0.00,null
1994,2463,2020-08-06,30-39,1844,12.72,0.11,2,0.66,null
1995,2462,2020-08-06,40-49,1959,13.51,0.15,3,0.99,null
1996,2461,2020-08-06,50-59,2554,17.62,0.63,16,5.30,null
1997,2460,2020-08-06,60-69,1880,12.97,2.18,41,13.58,null
1998,2459,2020-08-06,70-79,954,6.58,9.43,90,29.80,null
1999,2458,2020-08-06,80 이상,601,4.15,24.96,150,49.67,null
2000,2457,2020-08-06,여성,7897,54.47,1.8,142,47.02,null
2001,2456,2020-08-06,남성,6602,45.53,2.42,160,52.98,null
2002,2444,2020-08-05,0-9,256,1.77,0,0,0.00,null
2003,2443,2020-08-05,10-19,793,5.49,0,0,0.00,null
2004,2442,2020-08-05,20-29,3641,25.19,0,0,0.00,null
2005,2441,2020-08-05,30-39,1841,12.74,0.11,2,0.66,null
2006,2440,2020-08-05,40-49,1956,13.53,0.15,3,0.99,null
2007,2439,2020-08-05,50-59,2546,17.61,0.63,16,5.30,null
2008,2438,2020-08-05,60-69,1871,12.94,2.19,41,13.58,null
2009,2437,2020-08-05,70-79,951,6.58,9.46,90,29.80,null
2010,2436,2020-08-05,80 이상,601,4.16,24.96,150,49.67,null
2011,2435,2020-08-05,여성,7888,54.57,1.8,142,47.02,null
2012,2434,2020-08-05,남성,6568,45.43,2.44,160,52.98,null
2013,2422,2020-08-04,0-9,255,1.77,0,0,0.00,null
2014,2421,2020-08-04,10-19,790,5.48,0,0,0.00,null
2015,2420,2020-08-04,20-29,3635,25.2,0,0,0.00,null
2016,2419,2020-08-04,30-39,1834,12.72,0.11,2,0.66,null
2017,2418,2020-08-04,40-49,1952,13.53,0.15,3,1.00,null
2018,2417,2020-08-04,50-59,2540,17.61,0.63,16,5.32,null
2019,2416,2020-08-04,60-69,1866,12.94,2.2,41,13.62,null
2020,2415,2020-08-04,70-79,950,6.59,9.47,90,29.90,null
2021,2414,2020-08-04,80 이상,601,4.17,24.79,149,49.50,null
2022,2413,2020-08-04,여성,7878,54.62,1.79,141,46.84,null
2023,2412,2020-08-04,남성,6545,45.38,2.44,160,53.16,null
2024,2400,2020-08-03,0-9,251,1.74,0,0,0.00,null
2025,2399,2020-08-03,10-19,785,5.46,0,0,0.00,null
2026,2398,2020-08-03,20-29,3629,25.22,0,0,0.00,null
2027,2397,2020-08-03,30-39,1829,12.71,0.11,2,0.66,null
2028,2396,2020-08-03,40-49,1946,13.52,0.15,3,1.00,null
2029,2395,2020-08-03,50-59,2536,17.62,0.63,16,5.32,null
2030,2394,2020-08-03,60-69,1864,12.95,2.2,41,13.62,null
2031,2393,2020-08-03,70-79,950,6.6,9.47,90,29.90,null
2032,2392,2020-08-03,80 이상,599,4.16,24.87,149,49.50,null
2033,2391,2020-08-03,여성,7867,54.67,1.79,141,46.84,null
2034,2390,2020-08-03,남성,6522,45.33,2.45,160,53.16,null
2035,2378,2020-08-02,0-9,249,1.73,0,0,0.00,null
2036,2377,2020-08-02,10-19,782,5.44,0,0,0.00,null
2037,2376,2020-08-02,20-29,3625,25.23,0,0,0.00,null
2038,2375,2020-08-02,30-39,1826,12.71,0.05,1,0.50,null
