,rowID,등록일,구분,확진자,확진률,치명률,사망자,사망률,수정일
0,6667,2021-02-04,0-9,3062,3.84,0,0,0.00,null
1,6666,2021-02-04,10-19,5331,6.68,0,0,0.00,null
2,6665,2021-02-04,20-29,12156,15.24,0,0,0.00,null
3,6664,2021-02-04,30-39,10183,12.77,0.06,6,0.41,null
4,6663,2021-02-04,40-49,11472,14.38,0.1,12,0.83,null
5,6662,2021-02-04,50-59,14944,18.74,0.31,47,3.25,null
6,6661,2021-02-04,60-69,12504,15.68,1.34,167,11.53,null
7,6660,2021-02-04,70-79,6113,7.66,6.51,398,27.49,null
8,6659,2021-02-04,80 이상,3997,5.01,20.47,818,56.49,null
9,6658,2021-02-04,여성,40590,50.89,1.8,731,50.48,null
10,6657,2021-02-04,남성,39172,49.11,1.83,717,49.52,null
11,6645,2021-02-03,0-9,3035,3.83,0,0,0.00,null
12,6644,2021-02-03,10-19,5304,6.69,0,0,0.00,null
13,6643,2021-02-03,20-29,12106,15.26,0,0,0.00,null
14,6642,2021-02-03,30-39,10119,12.76,0.06,6,0.42,null
15,6641,2021-02-03,40-49,11396,14.37,0.11,12,0.83,null
16,6640,2021-02-03,50-59,14869,18.75,0.32,47,3.26,null
17,6639,2021-02-03,60-69,12435,15.68,1.34,167,11.59,null
18,6638,2021-02-03,70-79,6076,7.66,6.53,397,27.55,null
19,6637,2021-02-03,80 이상,3971,5.01,20.45,812,56.35,null
20,6636,2021-02-03,여성,40350,50.88,1.8,728,50.52,null
21,6635,2021-02-03,남성,38961,49.12,1.83,713,49.48,null
22,6612,2021-02-02,0-9,3013,3.82,0,0,0.00,null
23,6611,2021-02-02,10-19,5263,6.68,0,0,0.00,null
24,6610,2021-02-02,20-29,12031,15.26,0,0,0.00,null
25,6609,2021-02-02,30-39,10055,12.75,0.06,6,0.42,null
26,6608,2021-02-02,40-49,11304,14.34,0.11,12,0.84,null
27,6607,2021-02-02,50-59,14799,18.77,0.32,47,3.28,null
28,6606,2021-02-02,60-69,12373,15.69,1.35,167,11.64,null
29,6605,2021-02-02,70-79,6047,7.67,6.52,394,27.46,null
30,6604,2021-02-02,80 이상,3959,5.02,20.43,809,56.38,null
31,6603,2021-02-02,여성,40135,50.9,1.81,726,50.59,null
32,6602,2021-02-02,남성,38709,49.1,1.83,709,49.41,null
33,6601,2021-02-01,0-9,3004,3.83,0,0,0.00,null
34,6600,2021-02-01,10-19,5233,6.67,0,0,0.00,null
35,6599,2021-02-01,20-29,11981,15.26,0,0,0.00,null
36,6598,2021-02-01,30-39,10018,12.76,0.06,6,0.42,null
37,6597,2021-02-01,40-49,11252,14.33,0.09,10,0.70,null
38,6596,2021-02-01,50-59,14729,18.76,0.32,47,3.30,null
39,6595,2021-02-01,60-69,12318,15.69,1.36,167,11.72,null
40,6594,2021-02-01,70-79,6028,7.68,6.54,394,27.65,null
41,6593,2021-02-01,80 이상,3945,5.02,20.3,801,56.21,null
42,6592,2021-02-01,여성,39986,50.93,1.8,719,50.46,null
43,6591,2021-02-01,남성,38522,49.07,1.83,706,49.54,null
44,6568,2021-01-31,0-9,2984,3.82,0,0,0.00,null
45,6567,2021-01-31,10-19,5203,6.65,0,0,0.00,null
46,6566,2021-01-31,20-29,11946,15.28,0,0,0.00,null
47,6565,2021-01-31,30-39,9974,12.75,0.06,6,0.42,null
48,6564,2021-01-31,40-49,11213,14.34,0.09,10,0.70,null
49,6563,2021-01-31,50-59,14676,18.77,0.31,46,3.24,null
50,6562,2021-01-31,60-69,12273,15.69,1.36,167,11.76,null
51,6561,2021-01-31,70-79,6010,7.68,6.54,393,27.68,null
52,6560,2021-01-31,80 이상,3926,5.02,20.33,798,56.20,null
53,6559,2021-01-31,여성,39830,50.93,1.8,717,50.49,null
54,6558,2021-01-31,남성,38375,49.07,1.83,703,49.51,null
55,6546,2021-01-30,0-9,2967,3.81,0,0,0.00,null
56,6545,2021-01-30,10-19,5183,6.66,0,0,0.00,null
57,6544,2021-01-30,20-29,11900,15.29,0,0,0.00,null
58,6543,2021-01-30,30-39,9925,12.75,0.06,6,0.42,null
59,6542,2021-01-30,40-49,11167,14.34,0.09,10,0.71,null
60,6541,2021-01-30,50-59,14602,18.76,0.31,45,3.18,null
61,6540,2021-01-30,60-69,12216,15.69,1.36,166,11.74,null
62,6539,2021-01-30,70-79,5990,7.69,6.54,392,27.72,null
63,6538,2021-01-30,80 이상,3900,5.01,20.38,795,56.22,null
64,6537,2021-01-30,여성,39658,50.94,1.8,714,50.50,null
65,6536,2021-01-30,남성,38192,49.06,1.83,700,49.50,null
66,6524,2021-01-29,0-9,2940,3.8,0,0,0.00,null
67,6523,2021-01-29,10-19,5135,6.63,0,0,0.00,null
68,6522,2021-01-29,20-29,11854,15.32,0,0,0.00,null
69,6521,2021-01-29,30-39,9876,12.76,0.06,6,0.43,null
70,6520,2021-01-29,40-49,11100,14.34,0.09,10,0.71,null
71,6519,2021-01-29,50-59,14525,18.77,0.31,45,3.22,null
72,6518,2021-01-29,60-69,12143,15.69,1.36,165,11.79,null
73,6517,2021-01-29,70-79,5955,7.69,6.53,389,27.81,null
74,6516,2021-01-29,80 이상,3867,5,20.27,784,56.04,null
75,6515,2021-01-29,여성,39425,50.94,1.79,706,50.46,null
76,6514,2021-01-29,남성,37970,49.06,1.83,693,49.54,null
77,6513,2021-01-28,0-9,2918,3.79,0,0,0.00,null
78,6512,2021-01-28,10-19,5096,6.62,0,0,0.00,null
79,6511,2021-01-28,20-29,11807,15.35,0,0,0.00,null
80,6510,2021-01-28,30-39,9823,12.77,0.06,6,0.43,null
81,6509,2021-01-28,40-49,11026,14.33,0.09,10,0.72,null
82,6508,2021-01-28,50-59,14437,18.77,0.31,45,3.25,null
83,6507,2021-01-28,60-69,12070,15.69,1.37,165,11.90,null
84,6506,2021-01-28,70-79,5925,7.7,6.46,383,27.63,null
85,6505,2021-01-28,80 이상,3824,4.97,20.32,777,56.06,null
86,6504,2021-01-28,여성,39171,50.92,1.79,700,50.51,null
87,6503,2021-01-28,남성,37755,49.08,1.82,686,49.49,null
88,6491,2021-01-27,0-9,2883,3.77,0,0,0.00,null
89,6490,2021-01-27,10-19,5051,6.61,0,0,0.00,null
90,6489,2021-01-27,20-29,11743,15.36,0,0,0.00,null
91,6488,2021-01-27,30-39,9765,12.78,0.06,6,0.44,null
92,6487,2021-01-27,40-49,10946,14.32,0.09,10,0.73,null
93,6486,2021-01-27,50-59,14349,18.77,0.31,45,3.27,null
94,6485,2021-01-27,60-69,12001,15.7,1.37,164,11.90,null
95,6484,2021-01-27,70-79,5892,7.71,6.5,383,27.79,null
96,6483,2021-01-27,80 이상,3799,4.97,20.27,770,55.88,null
97,6482,2021-01-27,여성,38948,50.96,1.78,695,50.44,null
98,6481,2021-01-27,남성,37481,49.04,1.82,683,49.56,null
99,6458,2021-01-26,0-9,2843,3.75,0,0,0.00,null
100,6457,2021-01-26,10-19,4952,6.53,0,0,0.00,null
101,6456,2021-01-26,20-29,11677,15.39,0,0,0.00,null
102,6455,2021-01-26,30-39,9694,12.78,0.06,6,0.44,null
103,6454,2021-01-26,40-49,10863,14.32,0.09,10,0.73,null
104,6453,2021-01-26,50-59,14271,18.81,0.32,45,3.28,null
105,6452,2021-01-26,60-69,11932,15.73,1.37,163,11.89,null
106,6451,2021-01-26,70-79,5866,7.73,6.5,381,27.79,null
107,6450,2021-01-26,80 이상,3777,4.98,20.28,766,55.87,null
108,6449,2021-01-26,여성,38667,50.96,1.78,690,50.33,null
109,6448,2021-01-26,남성,37208,49.04,1.83,681,49.67,null
110,6436,2021-01-25,0-9,2828,3.74,0,0,0.00,null
111,6435,2021-01-25,10-19,4922,6.52,0,0,0.00,null
112,6434,2021-01-25,20-29,11612,15.38,0,0,0.00,null
113,6433,2021-01-25,30-39,9650,12.78,0.06,6,0.44,null
114,6432,2021-01-25,40-49,10811,14.32,0.09,10,0.74,null
115,6431,2021-01-25,50-59,14211,18.82,0.31,44,3.24,null
116,6430,2021-01-25,60-69,11877,15.73,1.36,161,11.84,null
117,6429,2021-01-25,70-79,5852,7.75,6.43,376,27.65,null
118,6428,2021-01-25,80 이상,3758,4.98,20.3,763,56.10,null
119,6427,2021-01-25,여성,38470,50.94,1.79,687,50.51,null
120,6426,2021-01-25,남성,37051,49.06,1.82,673,49.49,null
121,6425,2021-01-24,0-9,2814,3.75,0,0,0.00,null
122,6424,2021-01-24,10-19,4784,6.37,0,0,0.00,null
123,6423,2021-01-24,20-29,11568,15.41,0,0,0.00,null
124,6422,2021-01-24,30-39,9608,12.8,0.06,6,0.44,null
125,6421,2021-01-24,40-49,10765,14.34,0.09,10,0.74,null
126,6420,2021-01-24,50-59,14139,18.83,0.3,43,3.19,null
127,6419,2021-01-24,60-69,11826,15.75,1.35,160,11.86,null
128,6418,2021-01-24,70-79,5835,7.77,6.38,372,27.58,null
129,6417,2021-01-24,80 이상,3745,4.99,20.24,758,56.19,null
130,6416,2021-01-24,여성,38267,50.97,1.78,680,50.41,null
131,6415,2021-01-24,남성,36817,49.03,1.82,669,49.59,null
132,6370,2021-01-23,0-9,2796,3.74,0,0,0.00,null
133,6369,2021-01-23,10-19,4766,6.38,0,0,0.00,null
134,6368,2021-01-23,20-29,11500,15.4,0,0,0.00,null
135,6367,2021-01-23,30-39,9558,12.8,0.06,6,0.45,null
136,6366,2021-01-23,40-49,10705,14.33,0.09,10,0.75,null
137,6365,2021-01-23,50-59,14060,18.82,0.29,41,3.07,null
138,6364,2021-01-23,60-69,11765,15.75,1.34,158,11.82,null
139,6363,2021-01-23,70-79,5814,7.78,6.33,368,27.52,null
140,6362,2021-01-23,80 이상,3728,4.99,20.23,754,56.39,null
141,6361,2021-01-23,여성,38073,50.97,1.77,673,50.34,null
142,6360,2021-01-23,남성,36619,49.03,1.81,664,49.66,null
143,6326,2021-01-22,0-9,2775,3.74,0,0,0.00,null
144,6325,2021-01-22,10-19,4736,6.38,0,0,0.00,null
145,6324,2021-01-22,20-29,11450,15.42,0,0,0.00,null
146,6323,2021-01-22,30-39,9501,12.79,0.06,6,0.45,null
147,6322,2021-01-22,40-49,10646,14.34,0.08,9,0.68,null
148,6321,2021-01-22,50-59,13975,18.82,0.29,41,3.09,null
149,6320,2021-01-22,60-69,11703,15.76,1.33,156,11.75,null
150,6319,2021-01-22,70-79,5771,7.77,6.34,366,27.56,null
151,6318,2021-01-22,80 이상,3705,4.99,20.24,750,56.48,null
152,6317,2021-01-22,여성,37850,50.97,1.77,669,50.38,null
153,6316,2021-01-22,남성,36412,49.03,1.81,659,49.62,null
154,6304,2021-01-21,0-9,2757,3.73,0,0,0.00,null
155,6303,2021-01-21,10-19,4715,6.38,0,0,0.00,null
156,6302,2021-01-21,20-29,11397,15.42,0,0,0.00,null
157,6301,2021-01-21,30-39,9458,12.8,0.06,6,0.46,null
158,6300,2021-01-21,40-49,10594,14.33,0.08,9,0.68,null
159,6299,2021-01-21,50-59,13910,18.82,0.29,40,3.04,null
160,6298,2021-01-21,60-69,11641,15.75,1.34,156,11.85,null
161,6297,2021-01-21,70-79,5754,7.78,6.27,361,27.43,null
162,6296,2021-01-21,80 이상,3692,4.99,20.15,744,56.53,null
163,6295,2021-01-21,여성,37672,50.96,1.77,666,50.61,null
164,6294,2021-01-21,남성,36246,49.04,1.79,650,49.39,null
165,6282,2021-01-20,0-9,2742,3.73,0,0,0.00,null
166,6281,2021-01-20,10-19,4688,6.38,0,0,0.00,null
167,6280,2021-01-20,20-29,11351,15.44,0,0,0.00,null
168,6279,2021-01-20,30-39,9408,12.8,0.06,6,0.46,null
169,6278,2021-01-20,40-49,10541,14.34,0.09,9,0.69,null
170,6277,2021-01-20,50-59,13826,18.81,0.29,40,3.08,null
171,6276,2021-01-20,60-69,11580,15.75,1.31,152,11.69,null
172,6275,2021-01-20,70-79,5714,7.77,6.21,355,27.31,null
173,6274,2021-01-20,80 이상,3668,4.99,20.12,738,56.77,null
174,6273,2021-01-20,여성,37456,50.95,1.76,660,50.77,null
175,6272,2021-01-20,남성,36062,49.05,1.77,640,49.23,null
176,6260,2021-01-19,0-9,2715,3.71,0,0,0.00,null
177,6259,2021-01-19,10-19,4661,6.37,0,0,0.00,null
178,6258,2021-01-19,20-29,11295,15.45,0,0,0.00,null
179,6257,2021-01-19,30-39,9361,12.8,0.06,6,0.47,null
180,6256,2021-01-19,40-49,10483,14.34,0.09,9,0.70,null
181,6255,2021-01-19,50-59,13750,18.81,0.29,40,3.12,null
182,6254,2021-01-19,60-69,11519,15.75,1.31,151,11.77,null
183,6253,2021-01-19,70-79,5684,7.77,6.19,352,27.44,null
184,6252,2021-01-19,80 이상,3647,4.99,19.88,725,56.51,null
185,6251,2021-01-19,여성,37254,50.95,1.74,650,50.66,null
186,6250,2021-01-19,남성,35861,49.05,1.77,633,49.34,null
187,6238,2021-01-18,0-9,2693,3.7,0,0,0.00,null
188,6237,2021-01-18,10-19,4634,6.37,0,0,0.00,null
189,6236,2021-01-18,20-29,11243,15.46,0,0,0.00,null
190,6235,2021-01-18,30-39,9303,12.79,0.06,6,0.47,null
191,6234,2021-01-18,40-49,10411,14.31,0.09,9,0.71,null
192,6233,2021-01-18,50-59,13677,18.81,0.29,39,3.09,null
193,6232,2021-01-18,60-69,11476,15.78,1.29,148,11.71,null
194,6231,2021-01-18,70-79,5653,7.77,6.14,347,27.45,null
195,6230,2021-01-18,80 이상,3639,5,19.65,715,56.57,null
196,6229,2021-01-18,여성,37064,50.96,1.73,640,50.63,null
197,6228,2021-01-18,남성,35665,49.04,1.75,624,49.37,null
198,6194,2021-01-17,0-9,2676,3.7,0.00,0,0.00,2021-01-19 00:00:00.000
199,6193,2021-01-17,10-19,4603,6.36,0.00,0,0.00,2021-01-19 00:00:00.000
200,6192,2021-01-17,20-29,11195,15.48,0.00,0,0.00,2021-01-19 00:00:00.000
201,6191,2021-01-17,30-39,9250,12.79,0.06,6,0.48,2021-01-19 00:00:00.000
202,6190,2021-01-17,40-49,10345,14.3,0.09,9,0.72,2021-01-19 00:00:00.000
203,6189,2021-01-17,50-59,13602,18.8,0.29,39,3.12,2021-01-19 00:00:00.000
204,6188,2021-01-17,60-69,11427,15.8,1.28,146,11.69,2021-01-19 00:00:00.000
205,6187,2021-01-17,70-79,5623,7.77,6.14,345,27.62,2021-01-19 00:00:00.000
206,6186,2021-01-17,80 이상,3619,5.00,19.45,704,56.37,2021-01-19 00:00:00.000
207,6185,2021-01-17,여성,36869,50.97,1.72,634,50.76,2021-01-19 00:00:00.000
208,6184,2021-01-17,남성,35471,49.03,1.73,615,49.24,2021-01-19 00:00:00.000
209,6172,2021-01-16,0-9,2649,3.69,0,0,0.00,null
210,6171,2021-01-16,10-19,4574,6.37,0,0,0.00,null
211,6170,2021-01-16,20-29,11121,15.48,0,0,0.00,null
212,6169,2021-01-16,30-39,9176,12.78,0.05,5,0.40,null
213,6168,2021-01-16,40-49,10263,14.29,0.09,9,0.73,null
214,6167,2021-01-16,50-59,13515,18.82,0.29,39,3.16,null
215,6166,2021-01-16,60-69,11357,15.81,1.26,143,11.57,null
216,6165,2021-01-16,70-79,5585,7.78,6.12,342,27.67,null
217,6164,2021-01-16,80 이상,3580,4.98,19.5,698,56.47,null
218,6163,2021-01-16,여성,36604,50.97,1.72,630,50.97,null
219,6162,2021-01-16,남성,35216,49.03,1.72,606,49.03,null
220,6128,2021-01-15,0-9,2618,3.67,0,0,0.00,null
221,6127,2021-01-15,10-19,4514,6.34,0,0,0.00,null
222,6126,2021-01-15,20-29,11067,15.53,0,0,0.00,null
223,6125,2021-01-15,30-39,9102,12.78,0.05,5,0.41,null
224,6124,2021-01-15,40-49,10185,14.3,0.09,9,0.74,null
225,6123,2021-01-15,50-59,13409,18.82,0.29,39,3.20,null
226,6122,2021-01-15,60-69,11249,15.79,1.26,142,11.67,null
227,6121,2021-01-15,70-79,5543,7.78,6.1,338,27.77,null
228,6120,2021-01-15,80 이상,3554,4.99,19.25,684,56.20,null
229,6119,2021-01-15,여성,36304,50.96,1.71,620,50.94,null
230,6118,2021-01-15,남성,34937,49.04,1.71,597,49.06,null
231,6106,2021-01-14,0-9,2576,3.64,0,0,0.00,null
232,6105,2021-01-14,10-19,4477,6.33,0,0,0.00,null
233,6104,2021-01-14,20-29,11005,15.56,0,0,0.00,null
234,6103,2021-01-14,30-39,9032,12.77,0.06,5,0.42,null
235,6102,2021-01-14,40-49,10104,14.29,0.09,9,0.75,null
236,6101,2021-01-14,50-59,13312,18.82,0.27,36,3.01,null
237,6100,2021-01-14,60-69,11158,15.78,1.25,139,11.63,null
238,6099,2021-01-14,70-79,5521,7.81,6.05,334,27.95,null
239,6098,2021-01-14,80 이상,3543,5.01,18.97,672,56.23,null
240,6097,2021-01-14,여성,36051,50.97,1.69,608,50.88,null
241,6096,2021-01-14,남성,34677,49.03,1.69,587,49.12,null
242,6084,2021-01-13,0-9,2551,3.63,0,0,0.00,null
243,6083,2021-01-13,10-19,4432,6.31,0,0,0.00,null
244,6082,2021-01-13,20-29,10945,15.59,0,0,0.00,null
245,6081,2021-01-13,30-39,8965,12.77,0.06,5,0.42,null
246,6080,2021-01-13,40-49,10022,14.27,0.09,9,0.76,null
247,6079,2021-01-13,50-59,13214,18.82,0.27,36,3.04,null
248,6078,2021-01-13,60-69,11087,15.79,1.25,139,11.73,null
249,6077,2021-01-13,70-79,5482,7.81,5.96,327,27.59,null
250,6076,2021-01-13,80 이상,3514,5,19.04,669,56.46,null
251,6075,2021-01-13,여성,35801,50.99,1.68,603,50.89,null
252,6074,2021-01-13,남성,34411,49.01,1.69,582,49.11,null
253,6073,2021-01-12,0-9,2527,3.63,0,0,0.00,null
254,6072,2021-01-12,10-19,4404,6.32,0,0,0.00,null
255,6071,2021-01-12,20-29,10879,15.62,0,0,0.00,null
256,6070,2021-01-12,30-39,8884,12.76,0.06,5,0.43,null
257,6069,2021-01-12,40-49,9939,14.27,0.09,9,0.77,null
258,6068,2021-01-12,50-59,13085,18.79,0.28,36,3.09,null
259,6067,2021-01-12,60-69,11000,15.79,1.24,136,11.67,null
260,6066,2021-01-12,70-79,5435,7.8,5.94,323,27.73,null
261,6065,2021-01-12,80 이상,3498,5.02,18.75,656,56.31,null
262,6064,2021-01-12,여성,35516,50.99,1.67,593,50.90,null
263,6063,2021-01-12,남성,34135,49.01,1.68,572,49.10,null
264,6040,2021-01-11,0-9,2495,3.61,0,0,0.00,null
265,6039,2021-01-11,10-19,4370,6.32,0,0,0.00,null
266,6038,2021-01-11,20-29,10808,15.64,0,0,0.00,null
267,6037,2021-01-11,30-39,8825,12.77,0.06,5,0.44,null
268,6036,2021-01-11,40-49,9848,14.25,0.09,9,0.79,null
269,6035,2021-01-11,50-59,12983,18.78,0.27,35,3.07,null
270,6034,2021-01-11,60-69,10926,15.81,1.22,133,11.67,null
271,6033,2021-01-11,70-79,5396,7.81,5.76,311,27.28,null
272,6032,2021-01-11,80 이상,3463,5.01,18.68,647,56.75,null
273,6031,2021-01-11,여성,35247,51,1.64,578,50.70,null
274,6030,2021-01-11,남성,33867,49,1.66,562,49.30,null
275,6018,2021-01-10,0-9,2476,3.61,0,0,0.00,null
276,6017,2021-01-10,10-19,4334,6.31,0,0,0.00,null
277,6016,2021-01-10,20-29,10761,15.67,0,0,0.00,null
278,6015,2021-01-10,30-39,8771,12.77,0.06,5,0.44,null
279,6014,2021-01-10,40-49,9787,14.25,0.09,9,0.80,null
280,6013,2021-01-10,50-59,12904,18.79,0.27,35,3.11,null
281,6012,2021-01-10,60-69,10847,15.8,1.21,131,11.64,null
282,6011,2021-01-10,70-79,5352,7.79,5.75,308,27.38,null
283,6010,2021-01-10,80 이상,3432,5,18.56,637,56.62,null
284,6009,2021-01-10,여성,35037,51.03,1.62,567,50.40,null
285,6008,2021-01-10,남성,33627,48.97,1.66,558,49.60,null
286,5996,2021-01-09,0-9,2440,3.59,0,0,0.00,null
287,5995,2021-01-09,10-19,4278,6.29,0,0,0.00,null
288,5994,2021-01-09,20-29,10674,15.7,0,0,0.00,null
289,5993,2021-01-09,30-39,8692,12.78,0.06,5,0.45,null
290,5992,2021-01-09,40-49,9693,14.25,0.08,8,0.73,null
291,5991,2021-01-09,50-59,12761,18.77,0.27,35,3.18,null
292,5990,2021-01-09,60-69,10760,15.82,1.18,127,11.55,null
293,5989,2021-01-09,70-79,5303,7.8,5.71,303,27.55,null
294,5988,2021-01-09,80 이상,3398,5,18.3,622,56.55,null
295,5987,2021-01-09,여성,34715,51.05,1.59,553,50.27,null
296,5986,2021-01-09,남성,33284,48.95,1.64,547,49.73,null
297,5952,2021-01-08,0-9,2408,3.57,0,0,0.00,null
298,5951,2021-01-08,10-19,4228,6.28,0,0,0.00,null
299,5950,2021-01-08,20-29,10574,15.7,0,0,0.00,null
300,5949,2021-01-08,30-39,8601,12.77,0.06,5,0.46,null
301,5948,2021-01-08,40-49,9604,14.26,0.08,8,0.74,null
302,5947,2021-01-08,50-59,12637,18.76,0.27,34,3.15,null
303,5946,2021-01-08,60-69,10680,15.86,1.17,125,11.56,null
304,5945,2021-01-08,70-79,5253,7.8,5.73,301,27.84,null
305,5944,2021-01-08,80 이상,3373,5.01,18.03,608,56.24,null
306,5943,2021-01-08,여성,34396,51.06,1.57,541,50.05,null
307,5942,2021-01-08,남성,32962,48.94,1.64,540,49.95,null
308,5930,2021-01-07,0-9,2374,3.56,0,0,0.00,null
309,5929,2021-01-07,10-19,4185,6.28,0,0,0.00,null
310,5928,2021-01-07,20-29,10483,15.72,0,0,0.00,null
311,5927,2021-01-07,30-39,8515,12.77,0.06,5,0.48,null
312,5926,2021-01-07,40-49,9521,14.28,0.08,8,0.76,null
313,5925,2021-01-07,50-59,12513,18.76,0.26,33,3.15,null
314,5924,2021-01-07,60-69,10555,15.83,1.17,124,11.85,null
315,5923,2021-01-07,70-79,5204,7.8,5.63,293,28.01,null
316,5922,2021-01-07,80 이상,3336,5,17.48,583,55.74,null
317,5921,2021-01-07,여성,34043,51.05,1.53,521,49.81,null
318,5920,2021-01-07,남성,32643,48.95,1.61,525,50.19,null
319,5908,2021-01-06,0-9,2333,3.54,0,0,0.00,null
320,5907,2021-01-06,10-19,4131,6.28,0,0,0.00,null
321,5906,2021-01-06,20-29,10360,15.74,0,0,0.00,null
322,5905,2021-01-06,30-39,8395,12.75,0.05,4,0.39,null
323,5904,2021-01-06,40-49,9366,14.23,0.09,8,0.78,null
324,5903,2021-01-06,50-59,12337,18.74,0.26,32,3.12,null
325,5902,2021-01-06,60-69,10442,15.86,1.18,123,11.98,null
326,5901,2021-01-06,70-79,5145,7.82,5.62,289,28.14,null
327,5900,2021-01-06,80 이상,3309,5.03,17.26,571,55.60,null
328,5899,2021-01-06,여성,33633,51.1,1.53,513,49.95,null
329,5898,2021-01-06,남성,32185,48.9,1.6,514,50.05,null
330,5886,2021-01-05,0-9,2288,3.52,0,0,0.00,null
331,5885,2021-01-05,10-19,4071,6.27,0,0,0.00,null
332,5884,2021-01-05,20-29,10254,15.78,0,0,0.00,null
333,5883,2021-01-05,30-39,8289,12.76,0.05,4,0.40,null
334,5882,2021-01-05,40-49,9256,14.24,0.08,7,0.70,null
335,5881,2021-01-05,50-59,12197,18.77,0.26,32,3.18,null
336,5880,2021-01-05,60-69,10294,15.84,1.18,121,12.02,null
337,5879,2021-01-05,70-79,5072,7.81,5.6,284,28.20,null
338,5878,2021-01-05,80 이상,3258,5.01,17.16,559,55.51,null
339,5877,2021-01-05,여성,33200,51.09,1.51,500,49.65,null
340,5876,2021-01-05,남성,31779,48.91,1.6,507,50.35,null
341,5864,2021-01-04,0-9,2243,3.49,0,0,0.00,null
342,5863,2021-01-04,10-19,4027,6.27,0,0,0.00,null
343,5862,2021-01-04,20-29,10147,15.79,0,0,0.00,null
344,5861,2021-01-04,30-39,8184,12.73,0.05,4,0.41,null
345,5860,2021-01-04,40-49,9144,14.23,0.08,7,0.71,null
346,5859,2021-01-04,50-59,12073,18.79,0.27,32,3.26,null
347,5858,2021-01-04,60-69,10186,15.85,1.14,116,11.82,null
348,5857,2021-01-04,70-79,5028,7.82,5.51,277,28.24,null
349,5856,2021-01-04,80 이상,3232,5.03,16.86,545,55.56,null
350,5855,2021-01-04,여성,32841,51.1,1.49,490,49.95,null
351,5854,2021-01-04,남성,31423,48.9,1.56,491,50.05,null
352,5840,2021-01-03,0-9,2203,3.48,0,0,0.00,null
353,5839,2021-01-03,10-19,3956,6.26,0,0,0.00,null
354,5838,2021-01-03,20-29,10027,15.85,0,0,0.00,null
355,5837,2021-01-03,30-39,8057,12.74,0.05,4,0.42,null
356,5836,2021-01-03,40-49,8972,14.19,0.08,7,0.73,null
357,5835,2021-01-03,50-59,11886,18.79,0.27,32,3.33,null
358,5834,2021-01-03,60-69,10033,15.86,1.15,115,11.95,null
359,5833,2021-01-03,70-79,4959,7.84,5.53,274,28.48,null
360,5832,2021-01-03,80 이상,3151,4.98,16.82,530,55.09,null
361,5831,2021-01-03,여성,32357,51.16,1.48,479,49.79,null
362,5830,2021-01-03,남성,30887,48.84,1.56,483,50.21,null
363,5829,2021-01-02,0-9,2171,3.47,0,0,0.00,null
364,5828,2021-01-02,10-19,3910,6.25,0,0,0.00,null
365,5827,2021-01-02,20-29,9947,15.89,0,0,0.00,null
366,5826,2021-01-02,30-39,7982,12.75,0.05,4,0.42,null
367,5825,2021-01-02,40-49,8884,14.19,0.08,7,0.74,null
368,5824,2021-01-02,50-59,11762,18.79,0.27,32,3.40,null
369,5823,2021-01-02,60-69,9916,15.84,1.11,110,11.68,null
370,5822,2021-01-02,70-79,4908,7.84,5.46,268,28.45,null
371,5821,2021-01-02,80 이상,3113,4.97,16.74,521,55.31,null
372,5820,2021-01-02,여성,32002,51.13,1.48,473,50.21,null
373,5819,2021-01-02,남성,30591,48.87,1.53,469,49.79,null
374,5818,2021-01-01,0-9,2132,3.45,0,0,0.00,null
375,5817,2021-01-01,10-19,3844,6.22,0,0,0.00,null
376,5816,2021-01-01,20-29,9836,15.92,0,0,0.00,null
377,5815,2021-01-01,30-39,7873,12.75,0.05,4,0.44,null
378,5814,2021-01-01,40-49,8778,14.21,0.08,7,0.76,null
379,5813,2021-01-01,50-59,11602,18.78,0.26,30,3.27,null
380,5812,2021-01-01,60-69,9791,15.85,1.12,110,12.00,null
381,5811,2021-01-01,70-79,4849,7.85,5.34,259,28.24,null
382,5810,2021-01-01,80 이상,3064,4.96,16.55,507,55.29,null
383,5809,2021-01-01,여성,31600,51.16,1.45,458,49.95,null
384,5808,2021-01-01,남성,30169,48.84,1.52,459,50.05,null
385,5785,2020-12-31,0-9,2091,3.44,0,0,0.00,null
386,5784,2020-12-31,10-19,3770,6.21,0,0,0.00,null
387,5783,2020-12-31,20-29,9705,15.98,0,0,0.00,null
388,5782,2020-12-31,30-39,7728,12.72,0.04,3,0.33,null
389,5781,2020-12-31,40-49,8624,14.2,0.08,7,0.78,null
390,5780,2020-12-31,50-59,11398,18.77,0.26,30,3.33,null
391,5779,2020-12-31,60-69,9632,15.86,1.1,106,11.78,null
392,5778,2020-12-31,70-79,4769,7.85,5.41,258,28.67,null
393,5777,2020-12-31,80 이상,3023,4.98,16.41,496,55.11,null
394,5776,2020-12-31,여성,31128,51.25,1.45,452,50.22,null
395,5775,2020-12-31,남성,29612,48.75,1.51,448,49.78,null
396,5774,2020-12-30,0-9,2042,3.42,0,0,0.00,null
397,5773,2020-12-30,10-19,3703,6.2,0,0,0.00,null
398,5772,2020-12-30,20-29,9612,16.08,0,0,0.00,null
399,5771,2020-12-30,30-39,7596,12.71,0.04,3,0.34,null
400,5770,2020-12-30,40-49,8490,14.2,0.08,7,0.80,null
401,5769,2020-12-30,50-59,11212,18.76,0.27,30,3.41,null
