,seq,일자2,광역시도,확진자,사망자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
0,1,2020-03-01,합계,0,18,586,,,,,NULL
1,2,2020-03-01,서울,0,0,10,,,,,NULL
2,3,2020-03-01,부산,0,0,3,,,,,NULL
3,4,2020-03-01,대구,0,9,469,,,,,NULL
4,5,2020-03-01,인천,0,0,0,,,,,NULL
5,6,2020-03-01,광주,0,0,0,,,,,NULL
6,7,2020-03-01,대전,0,0,0,,,,,NULL
7,8,2020-03-01,울산,0,0,3,,,,,NULL
8,9,2020-03-01,세종,0,0,0,,,,,NULL
9,10,2020-03-01,경기,0,1,7,,,,,NULL
10,11,2020-03-01,강원,0,0,8,,,,,NULL
11,12,2020-03-01,충북,0,0,1,,,,,NULL
12,13,2020-03-01,충남,0,0,13,,,,,NULL
13,14,2020-03-01,전북,0,0,1,,,,,NULL
14,15,2020-03-01,전남,0,0,0,,,,,NULL
15,16,2020-03-01,경북,0,8,67,,,,,NULL
16,17,2020-03-01,경남,0,0,4,,,,,NULL
17,18,2020-03-01,제주,0,0,0,,,,,NULL
18,19,2020-03-01,검역,0,0,0,,,,,NULL
19,20,2020-03-04,합계,5328,32,516,,,,,10.3
20,21,2020-03-04,서울,99,0,1,,,,,1
21,22,2020-03-04,부산,93,1,3,,,,,2.7
22,23,2020-03-04,대구,4006,24,405,,,,,164.4
23,24,2020-03-04,인천,9,0,2,,,,,0.3
24,25,2020-03-04,광주,13,0,2,,,,,0.9
25,26,2020-03-04,대전,15,0,1,,,,,1
26,27,2020-03-04,울산,23,0,3,,,,,2
27,28,2020-03-04,세종,1,0,0,,,,,0.3
28,29,2020-03-04,경기,101,1,7,,,,,0.8
29,30,2020-03-04,강원,21,0,1,,,,,1.4
30,31,2020-03-04,충북,11,0,0,,,,,0.7
31,32,2020-03-04,충남,82,0,1,,,,,3.9
32,33,2020-03-04,전북,7,0,0,,,,,0.4
33,34,2020-03-04,전남,5,0,0,,,,,0.3
34,35,2020-03-04,경북,774,6,89,,,,,29.1
35,36,2020-03-04,경남,65,0,1,,,,,1.9
36,37,2020-03-04,제주,3,0,0,,,,,0.4
37,38,2020-03-05,합계,5766,35,438,,,,,11.1
38,39,2020-03-05,서울,103,0,4,,,,,1.1
39,40,2020-03-05,부산,92,1,-1,,,,,2.7
40,41,2020-03-05,대구,4327,27,321,,,,,177.6
41,42,2020-03-05,인천,9,0,0,,,,,0.3
42,43,2020-03-05,광주,14,0,1,,,,,1.0
43,44,2020-03-05,대전,16,0,1,,,,,1.1
44,45,2020-03-05,울산,23,0,0,,,,,2.0
45,46,2020-03-05,세종,1,0,0,,,,,0.3
46,47,2020-03-05,경기,110,1,9,,,,,0.8
47,48,2020-03-05,강원,23,0,2,,,,,1.5
48,49,2020-03-05,충북,12,0,1,,,,,0.8
49,50,2020-03-05,충남,86,0,4,,,,,4.1
50,51,2020-03-05,전북,7,0,0,,,,,0.4
51,52,2020-03-05,전남,4,0,-1,,,,,0.2
52,53,2020-03-05,경북,861,6,87,,,,,32.3
53,54,2020-03-05,경남,74,0,9,,,,,2.2
54,55,2020-03-05,제주,4,0,1,,,,,0.6
55,56,2020-03-06,합계,6284,42,518,,,,,12.1
56,57,2020-03-06,서울,105,0,2,,,,,1.1
57,58,2020-03-06,부산,95,1,3,,,,,2.8
58,59,2020-03-06,대구,4694,30,367,,,,,192.7
59,60,2020-03-06,인천,9,0,0,,,,,0.3
60,61,2020-03-06,광주,13,0,-1,,,,,0.9
61,62,2020-03-06,대전,18,0,2,,,,,1.2
62,63,2020-03-06,울산,23,0,0,,,,,2
63,64,2020-03-06,세종,1,0,0,,,,,0.3
64,65,2020-03-06,경기,120,1,10,,,,,0.9
65,66,2020-03-06,강원,25,0,2,,,,,1.6
66,67,2020-03-06,충북,15,0,3,,,,,0.9
67,68,2020-03-06,충남,90,0,4,,,,,4.2
68,69,2020-03-06,전북,7,0,0,,,,,0.4
69,70,2020-03-06,전남,4,0,0,,,,,0.2
70,71,2020-03-06,경북,984,10,123,,,,,37
71,72,2020-03-06,경남,77,0,3,,,,,2.3
72,73,2020-03-06,제주,4,0,0,,,,,0.6
73,74,2020-03-07,합계,6767,44,483,,,,,12.1
74,75,2020-03-07,서울,108,0,3,,,,,1.1
75,76,2020-03-07,부산,96,1,1,,,,,2.8
76,77,2020-03-07,대구,5084,31,390,,,,,208.7
77,78,2020-03-07,인천,9,0,0,,,,,0.3
78,79,2020-03-07,광주,13,0,0,,,,,0.9
79,80,2020-03-07,대전,18,0,0,,,,,1.2
80,81,2020-03-07,울산,23,0,0,,,,,2
81,82,2020-03-07,세종,2,0,1,,,,,0.6
82,83,2020-03-07,경기,130,1,10,,,,,1.9
83,84,2020-03-07,강원,26,1,1,,,,,0.4
84,85,2020-03-07,충북,20,0,5,,,,,0.3
85,86,2020-03-07,충남,92,0,2,,,,,1.4
86,87,2020-03-07,전북,7,0,0,,,,,0.1
87,88,2020-03-07,전남,4,0,0,,,,,0.1
88,89,2020-03-07,경북,1049,10,65,,,,,15.5
89,90,2020-03-07,경남,82,0,5,,,,,1.2
90,91,2020-03-07,제주,4,0,0,,,,,0.1
91,92,2020-03-08,합계,7134,50,367,,,,,13.8
92,93,2020-03-08,서울,120,0,12,,,,,1.2
93,94,2020-03-08,부산,97,1,1,,,,,2.8
94,95,2020-03-08,대구,5381,35,297,,,,,220.9
95,96,2020-03-08,인천,9,0,0,,,,,0.3
96,97,2020-03-08,광주,13,0,0,,,,,0.9
97,98,2020-03-08,대전,18,0,0,,,,,1.2
98,99,2020-03-08,울산,24,0,1,,,,,2.1
99,100,2020-03-08,세종,3,0,1,,,,,0.9
100,101,2020-03-08,경기,141,1,11,,,,,1.1
101,102,2020-03-08,강원,27,1,1,,,,,1.8
102,103,2020-03-08,충북,24,0,4,,,,,1.5
103,104,2020-03-08,충남,98,0,6,,,,,4.6
104,105,2020-03-08,전북,7,0,0,,,,,0.4
105,106,2020-03-08,전남,4,0,0,,,,,0.2
106,107,2020-03-08,경북,1081,12,32,,,,,40.6
107,108,2020-03-08,경남,83,0,1,,,,,2.5
108,109,2020-03-08,제주,4,0,0,,,,,0.6
109,110,2020-03-09,합계,7382,51,248,166,,,,14.2
110,111,2020-03-09,서울,130,0,10,29,,,,1.3
111,112,2020-03-09,부산,96,0,-1,10,,,,2.8
112,113,2020-03-09,대구,5571,35,190,21,,,,228.6
113,114,2020-03-09,인천,9,0,0,2,,,,0.3
114,115,2020-03-09,광주,15,0,2,3,,,,1
115,116,2020-03-09,대전,19,0,1,1,,,,1.3
116,117,2020-03-09,울산,24,0,0,1,,,,2.1
117,118,2020-03-09,세종,6,0,3,0,,,,1.8
118,119,2020-03-09,경기,152,1,11,22,,,,1.1
119,120,2020-03-09,강원,28,1,1,3,,,,1.8
120,121,2020-03-09,충북,25,0,1,3,,,,1.6
121,122,2020-03-09,충남,102,0,4,1,,,,4.8
122,123,2020-03-09,전북,7,0,0,2,,,,0.4
123,124,2020-03-09,전남,4,0,0,1,,,,0.2
124,125,2020-03-09,경북,1107,14,26,57,,,,41.6
125,126,2020-03-09,경남,83,0,0,9,,,,2.5
126,127,2020-03-09,제주,4,0,0,1,,,,0.6
127,128,2020-03-10,합계,7513,54,131,247,,,,14.49
128,129,2020-03-10,서울,141,0,11,31,,,,1.45
129,130,2020-03-10,부산,96,0,0,10,,,,2.81
130,131,2020-03-10,대구,5663,38,92,92,,,,232.42
131,132,2020-03-10,인천,13,0,4,3,,,,0.44
132,133,2020-03-10,광주,15,0,0,3,,,,1.03
133,134,2020-03-10,대전,18,0,-1,1,,,,1.22
134,135,2020-03-10,울산,24,0,0,1,,,,2.09
135,136,2020-03-10,세종,8,0,2,0,,,,2.34
136,137,2020-03-10,경기,163,1,11,22,,,,1.23
137,138,2020-03-10,강원,28,1,0,6,,,,1.82
138,139,2020-03-10,충북,25,0,0,3,,,,1.56
139,140,2020-03-10,충남,104,0,2,1,,,,4.90
140,141,2020-03-10,전북,7,0,0,2,,,,0.39
141,142,2020-03-10,전남,4,0,0,1,,,,0.21
142,143,2020-03-10,경북,1117,14,10,60,,,,41.95
143,144,2020-03-10,경남,83,0,0,10,,,,2.47
144,145,2020-03-10,제주,4,0,0,1,,,,0.60
145,146,2020-03-11,합계,7755,60,242,288,,,,14.96
146,147,2020-03-11,서울,193,0,52,37,,,,1.98
147,148,2020-03-11,부산,98,1,2,21,,,,2.87
148,149,2020-03-11,대구,5794,43,131,102,,,,237.80
149,150,2020-03-11,인천,25,0,12,3,,,,0.85
150,151,2020-03-11,광주,15,0,0,3,,,,1.03
151,152,2020-03-11,대전,18,0,0,2,,,,1.22
152,153,2020-03-11,울산,25,0,1,2,,,,2.18
153,154,2020-03-11,세종,10,0,2,0,,,,2.92
154,155,2020-03-11,경기,175,1,12,25,,,,1.32
155,156,2020-03-11,강원,29,1,1,6,,,,1.88
156,157,2020-03-11,충북,27,0,2,3,,,,1.69
157,158,2020-03-11,충남,112,0,8,1,,,,5.28
158,159,2020-03-11,전북,7,0,0,2,,,,0.39
159,160,2020-03-11,전남,4,0,0,1,,,,0.21
160,161,2020-03-11,경북,1135,14,18,69,,,,42.63
161,162,2020-03-11,경남,84,0,1,10,,,,2.50
162,163,2020-03-11,제주,4,0,0,1,,,,0.60
163,164,2020-03-12,합계,7869,66,114,333,,,,15.18
164,165,2020-03-12,서울,212,0,19,38,,,,2.18
165,166,2020-03-12,부산,99,0,1,29,,,,2.90
166,167,2020-03-12,대구,5867,48,73,114,,,,240.80
167,168,2020-03-12,인천,25,0,0,4,,,,0.85
168,169,2020-03-12,광주,15,0,0,4,,,,1.03
169,170,2020-03-12,대전,20,0,2,2,,,,1.36
170,171,2020-03-12,울산,25,0,0,3,,,,2.18
171,172,2020-03-12,세종,15,0,5,0,,,,4.38
172,173,2020-03-12,경기,178,1,3,27,,,,1.34
173,174,2020-03-12,강원,29,1,0,6,,,,1.88
174,175,2020-03-12,충북,27,0,0,4,,,,1.69
175,176,2020-03-12,충남,114,0,2,5,,,,5.37
176,177,2020-03-12,전북,7,0,0,2,,,,0.39
177,178,2020-03-12,전남,4,0,0,1,,,,0.21
178,179,2020-03-12,경북,1143,16,8,83,,,,42.93
179,180,2020-03-12,경남,85,0,1,10,,,,2.53
180,181,2020-03-12,제주,4,0,0,1,,,,0.60
181,182,2020-03-13,합계,7979,67,110,510,,,,15.39
182,183,2020-03-13,서울,225,0,13,40,,,,2.31
183,184,2020-03-13,부산,100,0,1,36,,,,2.93
184,185,2020-03-13,대구,5928,48,61,251,,,,243.30
185,186,2020-03-13,인천,27,0,2,4,,,,0.91
186,187,2020-03-13,광주,15,0,0,4,,,,1.03
187,188,2020-03-13,대전,22,0,2,4,,,,1.49
188,189,2020-03-13,울산,27,0,2,3,,,,2.35
189,190,2020-03-13,세종,32,0,17,0,,,,9.35
190,191,2020-03-13,경기,185,2,7,31,,,,1.40
191,192,2020-03-13,강원,29,1,0,6,,,,1.88
192,193,2020-03-13,충북,27,0,0,4,,,,1.69
193,194,2020-03-13,충남,115,0,1,7,,,,5.42
194,195,2020-03-13,전북,7,0,0,4,,,,0.39
195,196,2020-03-13,전남,4,0,0,1,,,,0.21
196,197,2020-03-13,경북,1147,16,4,103,,,,43.08
197,198,2020-03-13,경남,85,0,0,11,,,,2.53
198,199,2020-03-13,제주,4,0,0,1,,,,0.60
199,200,2020-03-14,합계,8086,72,107,714,,,,15.6
200,201,2020-03-14,서울,238,0,13,44,,,,2.45
201,202,2020-03-14,부산,103,0,3,40,,,,3.02
202,203,2020-03-14,대구,5990,51,62,401,,,,245.85
203,204,2020-03-14,인천,28,0,1,4,,,,0.95
204,205,2020-03-14,광주,15,0,0,4,,,,1.03
205,206,2020-03-14,대전,22,0,0,4,,,,1.49
206,207,2020-03-14,울산,27,0,0,5,,,,2.35
207,208,2020-03-14,세종,38,0,6,0,,,,11.10
208,209,2020-03-14,경기,200,3,15,36,,,,1.51
209,210,2020-03-14,강원,29,1,0,6,,,,1.88
210,211,2020-03-14,충북,28,0,1,5,,,,1.75
211,212,2020-03-14,충남,115,0,0,9,,,,5.42
212,213,2020-03-14,전북,7,0,0,4,,,,0.39
213,214,2020-03-14,전남,4,0,0,2,,,,0.21
214,215,2020-03-14,경북,1153,17,6,138,,,,43.31
215,216,2020-03-14,경남,85,0,0,11,,,,2.53
216,217,2020-03-14,제주,4,0,0,1,,,,0.60
217,218,2020-03-15,합계,8162,75,76,834,,,,15.74
218,219,2020-03-15,서울,247,0,9,47,,,,2.54
219,220,2020-03-15,부산,106,1,3,52,,,,3.11
220,221,2020-03-15,대구,6031,53,41,468,,,,247.53
221,222,2020-03-15,인천,30,0,2,4,,,,1.01
222,223,2020-03-15,광주,16,0,1,4,,,,1.10
223,224,2020-03-15,대전,22,0,0,4,,,,1.49
224,225,2020-03-15,울산,28,0,1,6,,,,2.44
225,226,2020-03-15,세종,39,0,1,0,,,,11.39
226,227,2020-03-15,경기,211,3,11,40,,,,1.59
227,228,2020-03-15,강원,29,1,0,7,,,,1.88
228,229,2020-03-15,충북,31,0,3,6,,,,1.94
229,230,2020-03-15,충남,115,0,0,10,,,,5.42
230,231,2020-03-15,전북,7,0,0,4,,,,0.39
231,232,2020-03-15,전남,4,0,0,2,,,,0.21
232,233,2020-03-15,경북,1157,17,4,163,,,,43.46
233,234,2020-03-15,경남,85,0,0,16,,,,2.53
234,235,2020-03-15,제주,4,0,0,1,,,,0.60
235,236,2020-03-16,합계,8236,75,74,1137,,,,15.74
236,237,2020-03-16,서울,253,0,6,52,,,,2.60
237,238,2020-03-16,부산,107,1,1,53,,,,3.14
238,239,2020-03-16,대구,6066,53,35,734,,,,248.96
239,240,2020-03-16,인천,30,0,0,4,,,,1.01
240,241,2020-03-16,광주,16,0,0,4,,,,1.10
241,242,2020-03-16,대전,22,0,0,4,,,,1.49
242,243,2020-03-16,울산,28,0,0,7,,,,2.44
243,244,2020-03-16,세종,40,0,1,0,,,,11.68
244,245,2020-03-16,경기,231,3,20,48,,,,1.74
245,246,2020-03-16,강원,29,1,0,7,,,,1.88
246,247,2020-03-16,충북,31,0,0,6,,,,1.94
247,248,2020-03-16,충남,115,0,0,12,,,,5.42
248,249,2020-03-16,전북,7,0,0,4,,,,0.39
249,250,2020-03-16,전남,4,0,0,2,,,,0.21
250,251,2020-03-16,경북,1164,17,7,178,,,,43.72
251,252,2020-03-16,경남,85,0,0,20,,,,2.53
252,253,2020-03-16,제주,4,0,0,2,,,,0.60
253,254,2020-03-16,검역,4,0,4,0,,,,-
254,255,2020-03-17,합계,8320,81,84,1401,,,,16.05
255,256,2020-03-17,서울,265,0,12,55,,,,2.72
256,257,2020-03-17,부산,107,1,0,54,,,,3.14
257,258,2020-03-17,대구,6098,57,32,947,,,,250.28
258,259,2020-03-17,인천,31,0,1,5,,,,1.05
259,260,2020-03-17,광주,16,0,0,6,,,,1.1
260,261,2020-03-17,대전,22,0,0,4,,,,1.49
261,262,2020-03-17,울산,28,0,0,8,,,,2.44
262,263,2020-03-17,세종,40,0,0,0,,,,11.68
263,264,2020-03-17,경기,262,3,31,55,,,,1.98
264,265,2020-03-17,강원,29,1,0,8,,,,1.88
265,266,2020-03-17,충북,31,0,0,5,,,,1.94
266,267,2020-03-17,충남,115,0,0,15,,,,5.42
267,268,2020-03-17,전북,7,0,0,4,,,,0.39
268,269,2020-03-17,전남,4,0,0,2,,,,0.21
269,270,2020-03-17,경북,1169,19,5,209,,,,43.91
270,271,2020-03-17,경남,86,0,1,22,,,,2.56
271,272,2020-03-17,제주,4,0,0,2,,,,0.6
272,273,2020-03-17,검역,6,0,2,0,,,,　-
273,274,2020-03-18,합계,8413,84,93,1540,,,,16.23
274,275,2020-03-18,서울,270,0,5,55,,,,2.77
275,276,2020-03-18,부산,107,1,0,58,,,,3.14
276,277,2020-03-18,대구,6144,58,46,1048,,,,252.17
277,278,2020-03-18,인천,32,0,1,5,,,,1.08
278,279,2020-03-18,광주,17,0,1,6,,,,1.17
279,280,2020-03-18,대전,22,0,0,4,,,,1.49
280,281,2020-03-18,울산,30,0,2,9,,,,2.62
281,282,2020-03-18,세종,41,0,1,0,,,,11.98
282,283,2020-03-18,경기,277,3,15,59,,,,2.09
283,284,2020-03-18,강원,30,1,1,8,,,,1.95
284,285,2020-03-18,충북,32,0,1,5,,,,2.00
285,286,2020-03-18,충남,118,0,3,16,,,,5.56
286,287,2020-03-18,전북,9,0,2,5,,,,0.50
287,288,2020-03-18,전남,5,0,1,2,,,,0.27
288,289,2020-03-18,경북,1178,21,9,235,,,,44.24
289,290,2020-03-18,경남,86,0,0,23,,,,2.56
290,291,2020-03-18,제주,4,0,0,2,,,,0.60
291,292,2020-03-18,검역,11,0,5,0,,,,-
292,293,2020-03-19,합계,8565,91,152,1947,,,,16.52
293,294,2020-03-19,서울,282,0,12,58,,,,2.9
294,295,2020-03-19,부산,107,1,0,58,,,,3.14
295,296,2020-03-19,대구,6241,65,97,1382,,,,256.15
296,297,2020-03-19,인천,32,0,0,6,,,,1.08
297,298,2020-03-19,광주,17,0,0,7,,,,1.17
298,299,2020-03-19,대전,22,0,0,4,,,,1.49
299,300,2020-03-19,울산,36,0,6,9,,,,3.14
300,301,2020-03-19,세종,41,0,0,0,,,,11.98
301,302,2020-03-19,경기,295,3,18,64,,,,2.23
302,303,2020-03-19,강원,30,1,0,9,,,,1.95
303,304,2020-03-19,충북,33,0,1,5,,,,2.06
304,305,2020-03-19,충남,118,0,0,31,,,,5.56
305,306,2020-03-19,전북,10,0,1,5,,,,0.55
306,307,2020-03-19,전남,5,0,0,3,,,,0.27
307,308,2020-03-19,경북,1190,21,12,275,,,,44.69
308,309,2020-03-19,경남,86,0,0,29,,,,2.56
309,310,2020-03-19,제주,4,0,0,2,,,,0.6
310,311,2020-03-19,검역,16,0,5,0,,,,-
311,312,2020-03-20,합계,8652,94,87,2233,,,,16.69
312,313,2020-03-20,서울,299,0,17,64,,,,3.07
313,314,2020-03-20,부산,108,1,1,60,,,,3.17
314,315,2020-03-20,대구,6275,67,34,1577,,,,257.54
315,316,2020-03-20,인천,36,0,4,7,,,,1.22
316,317,2020-03-20,광주,18,0,1,10,,,,1.24
317,318,2020-03-20,대전,22,0,0,5,,,,1.49
318,319,2020-03-20,울산,36,0,0,11,,,,3.14
319,320,2020-03-20,세종,41,0,0,0,,,,11.98
320,321,2020-03-20,경기,309,3,14,66,,,,2.33
321,322,2020-03-20,강원,30,1,0,10,,,,1.95
322,323,2020-03-20,충북,33,0,0,6,,,,2.06
323,324,2020-03-20,충남,119,0,1,32,,,,5.61
324,325,2020-03-20,전북,10,0,0,7,,,,0.55
325,326,2020-03-20,전남,5,0,0,3,,,,0.27
326,327,2020-03-20,경북,1203,22,13,340,,,,45.18
327,328,2020-03-20,경남,87,0,1,33,,,,2.59
328,329,2020-03-20,제주,4,0,0,2,,,,0.6
329,330,2020-03-20,검역,17,0,1,0,,,,-　
330,331,2020-03-21,합계,8799,102,147,2612,,,,16.97
331,332,2020-03-21,서울,314,0,15,64,,,,3.23
332,333,2020-03-21,부산,108,1,0,67,,,,3.17
333,334,2020-03-21,대구,6344,73,69,1861,,,,260.37
334,335,2020-03-21,인천,40,0,4,7,,,,1.35
335,336,2020-03-21,광주,18,0,0,10,,,,1.24
336,337,2020-03-21,대전,22,0,0,5,,,,1.49
337,338,2020-03-21,울산,36,0,0,11,,,,3.14
338,339,2020-03-21,세종,41,0,0,2,,,,11.98
339,340,2020-03-21,경기,321,3,12,79,,,,2.42
340,341,2020-03-21,강원,30,1,0,12,,,,1.95
341,342,2020-03-21,충북,34,0,1,8,,,,2.13
342,343,2020-03-21,충남,119,0,0,39,,,,5.61
343,344,2020-03-21,전북,10,0,0,7,,,,0.55
344,345,2020-03-21,전남,5,0,0,3,,,,0.27
345,346,2020-03-21,경북,1243,24,40,395,,,,46.69
346,347,2020-03-21,경남,87,0,0,40,,,,2.59
347,348,2020-03-21,제주,4,0,0,2,,,,0.6
348,349,2020-03-21,검역,23,0,6,0,,,,-
349,350,2020-03-22,합계,8897,104,98,2909,,,,17.16
350,351,2020-03-22,서울,324,0,10,64,,,,3.33
351,352,2020-03-22,부산,108,1,0,69,,,,3.17
352,353,2020-03-22,대구,6387,75,43,2107,,,,262.14
353,354,2020-03-22,인천,40,0,0,8,,,,1.35
354,355,2020-03-22,광주,19,0,1,10,,,,1.3
355,356,2020-03-22,대전,24,0,2,6,,,,1.63
356,357,2020-03-22,울산,36,0,0,12,,,,3.14
357,358,2020-03-22,세종,41,0,0,3,,,,11.98
358,359,2020-03-22,경기,337,3,16,82,,,,2.54
359,360,2020-03-22,강원,30,1,0,13,,,,1.95
360,361,2020-03-22,충북,35,0,1,9,,,,2.19
361,362,2020-03-22,충남,120,0,1,39,,,,5.65
362,363,2020-03-22,전북,10,0,0,7,,,,0.55
363,364,2020-03-22,전남,6,0,1,3,,,,0.32
364,365,2020-03-22,경북,1254,24,11,432,,,,47.1
365,366,2020-03-22,경남,88,0,1,42,,,,2.62
366,367,2020-03-22,제주,4,0,0,3,,,,0.6
367,368,2020-03-22,검역,34,0,11,0,,,,-
368,369,2020-03-23,합계,8961,111,64,3166,,,,17.28
369,370,2020-03-23,서울,330,0,6,64,,,,3.39
370,371,2020-03-23,부산,109,1,1,71,,,,3.19
371,372,2020-03-23,대구,6411,82,24,2305,,,,263.12
372,373,2020-03-23,인천,40,0,0,8,,,,1.35
373,374,2020-03-23,광주,19,0,0,10,,,,1.30
374,375,2020-03-23,대전,24,0,0,6,,,,1.63
375,376,2020-03-23,울산,36,0,0,17,,,,3.14
376,377,2020-03-23,세종,42,0,1,3,,,,12.27
377,378,2020-03-23,경기,351,3,14,88,,,,2.65
378,379,2020-03-23,강원,30,1,0,14,,,,1.95
379,380,2020-03-23,충북,37,0,2,9,,,,2.31
380,381,2020-03-23,충남,120,0,0,44,,,,5.65
381,382,2020-03-23,전북,10,0,0,7,,,,0.55
382,383,2020-03-23,전남,6,0,0,3,,,,0.32
383,384,2020-03-23,경북,1256,24,2,469,,,,47.17
384,385,2020-03-23,경남,89,0,1,45,,,,2.65
385,386,2020-03-23,제주,4,0,0,3,,,,0.60
386,387,2020-03-23,검역,47,0,13,0,,,,-
387,388,2020-03-24,합계,9037,120,76,3507,,,,17.43
388,389,2020-03-24,서울,334,0,4,72,,,,3.43
389,390,2020-03-24,부산,111,1,2,71,,,,3.25
390,391,2020-03-24,대구,6442,88,31,2571,,,,264.4
391,392,2020-03-24,인천,41,0,1,8,,,,1.39
392,393,2020-03-24,광주,19,0,0,11,,,,1.30
393,394,2020-03-24,대전,24,0,0,6,,,,1.63
394,395,2020-03-24,울산,36,0,0,18,,,,3.14
395,396,2020-03-24,세종,42,0,0,3,,,,12.27
396,397,2020-03-24,경기,366,4,15,97,,,,2.76
397,398,2020-03-24,강원,30,1,0,14,,,,1.95
398,399,2020-03-24,충북,38,0,1,11,,,,2.38
399,400,2020-03-24,충남,120,0,0,56,,,,5.65
400,401,2020-03-24,전북,10,0,0,7,,,,0.55
401,402,2020-03-24,전남,6,0,0,3,,,,0.32
402,403,2020-03-24,경북,1257,26,1,507,,,,47.21
403,404,2020-03-24,경남,90,0,1,48,,,,2.68
404,405,2020-03-24,제주,4,0,0,4,,,,0.60
405,406,2020-03-24,검역,67,0,20,0,,,,-
406,407,2020-03-25,합계,9137,126,100,3730,,,,17.62
407,408,2020-03-25,서울,347,0,13,72,,,,3.43
408,409,2020-03-25,부산,112,1,1,73,,,,3.25
409,410,2020-03-25,대구,6456,92,14,2740,,,,264.4
410,411,2020-03-25,인천,42,0,1,10,,,,1.39
411,412,2020-03-25,광주,19,0,0,11,,,,1.30
412,413,2020-03-25,대전,24,0,0,6,,,,1.63
413,414,2020-03-25,울산,37,0,1,19,,,,3.14
414,415,2020-03-25,세종,44,0,2,3,,,,12.27
415,416,2020-03-25,경기,387,4,21,100,,,,2.76
416,417,2020-03-25,강원,31,1,1,15,,,,1.95
417,418,2020-03-25,충북,38,0,0,13,,,,2.38
418,419,2020-03-25,충남,123,0,3,65,,,,5.65
419,420,2020-03-25,전북,10,0,0,7,,,,0.55
420,421,2020-03-25,전남,8,0,2,3,,,,0.32
421,422,2020-03-25,경북,1262,28,5,538,,,,47.21
422,423,2020-03-25,경남,90,0,0,51,,,,2.68
423,424,2020-03-25,제주,6,0,2,4,,,,0.60
424,425,2020-03-25,검역,101,0,34,0,,,,-
425,426,2020-03-26,합계,9241,131,104,4144,,,,17.82
426,427,2020-03-26,서울,360,0,13,80,,,,3.7
427,428,2020-03-26,부산,112,2,0,75,,,,3.28
428,429,2020-03-26,대구,6482,94,26,3039,,,,266.04
429,430,2020-03-26,인천,43,0,1,11,,,,1.45
430,431,2020-03-26,광주,19,0,0,11,,,,1.30
431,432,2020-03-26,대전,30,0,6,6,,,,2.04
432,433,2020-03-26,울산,37,0,0,20,,,,3.23
433,434,2020-03-26,세종,44,0,0,8,,,,12.85
434,435,2020-03-26,경기,401,4,14,122,,,,3.03
435,436,2020-03-26,강원,31,1,0,18,,,,2.01
436,437,2020-03-26,충북,39,0,1,14,,,,2.44
437,438,2020-03-26,충남,124,0,1,68,,,,5.84
438,439,2020-03-26,전북,10,0,0,7,,,,0.55
439,440,2020-03-26,전남,8,0,0,3,,,,0.43
440,441,2020-03-26,경북,1274,30,12,601,,,,47.85
441,442,2020-03-26,경남,90,0,0,57,,,,2.68
442,443,2020-03-26,제주,6,0,0,4,,,,0.89
443,444,2020-03-26,검역,131,0,30,0,,,,-
444,445,2020-03-27,합계,9332,139,91,4528,,,,18.00
445,446,2020-03-27,서울,372,0,12,89,,,,3.82
446,447,2020-03-27,부산,113,2,1,81,,,,3.31
447,448,2020-03-27,대구,6516,98,34,3324,,,,267.43
448,449,2020-03-27,인천,46,0,3,13,,,,1.56
449,450,2020-03-27,광주,20,0,1,11,,,,1.37
450,451,2020-03-27,대전,31,0,1,9,,,,2.10
451,452,2020-03-27,울산,39,0,2,20,,,,3.40
452,453,2020-03-27,세종,44,0,0,9,,,,12.85
453,454,2020-03-27,경기,412,4,11,131,,,,3.11
454,455,2020-03-27,강원,31,1,0,20,,,,2.01
455,456,2020-03-27,충북,41,0,2,17,,,,2.56
456,457,2020-03-27,충남,124,0,0,78,,,,5.84
457,458,2020-03-27,전북,10,0,0,7,,,,0.55
458,459,2020-03-27,전남,8,0,0,3,,,,0.43
459,460,2020-03-27,경북,1283,34,9,650,,,,48.19
460,461,2020-03-27,경남,91,0,1,62,,,,2.71
461,462,2020-03-27,제주,7,0,1,4,,,,1.04
462,463,2020-03-27,검역,144,0,13,0,,,,-
463,464,2020-03-28,합계,9478,144,146,4811,,,,18.28
464,465,2020-03-28,서울,390,0,18,93,,,,4.01
465,466,2020-03-28,부산,114,2,1,81,,,,3.34
466,467,2020-03-28,대구,6587,101,71,3543,,,,270.35
467,468,2020-03-28,인천,51,0,5,14,,,,1.73
468,469,2020-03-28,광주,20,0,0,11,,,,1.37
469,470,2020-03-28,대전,31,0,0,10,,,,2.10
470,471,2020-03-28,울산,39,0,0,19,,,,3.40
471,472,2020-03-28,세종,44,0,0,9,,,,12.85
472,473,2020-03-28,경기,433,5,21,140,,,,3.27
473,474,2020-03-28,강원,32,1,1,20,,,,2.08
474,475,2020-03-28,충북,41,0,0,21,,,,2.56
475,476,2020-03-28,충남,126,0,2,81,,,,5.94
476,477,2020-03-28,전북,10,0,0,7,,,,0.55
477,478,2020-03-28,전남,8,0,0,3,,,,0.43
478,479,2020-03-28,경북,1285,35,2,692,,,,48.26
479,480,2020-03-28,경남,91,0,0,63,,,,2.71
480,481,2020-03-28,제주,8,0,1,4,,,,1.19
481,482,2020-03-28,검역,168,0,24,0,,,,-
