,seq,일자2,광역시도,확진자,사망자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
3962,4647,2020-09-28,대구,7130,194,0,6912,24,0,0,292.63
3963,4648,2020-09-28,인천,912,8,1,798,106,1,0,30.85
3964,4649,2020-09-28,광주,492,3,0,473,16,0,0,33.78
3965,4650,2020-09-28,대전,358,4,0,316,38,0,0,24.29
3966,4651,2020-09-28,울산,146,2,1,134,10,1,0,12.73
3967,4652,2020-09-28,세종,76,0,0,67,9,0,0,22.20
3968,4653,2020-09-28,경기,4348,72,14,3798,478,13,1,32.81
3969,4654,2020-09-28,강원,224,3,1,209,12,1,0,14.54
3970,4655,2020-09-28,충북,170,1,1,142,27,1,0,10.63
3971,4656,2020-09-28,충남,477,5,0,400,72,0,0,22.47
3972,4657,2020-09-28,전북,125,0,0,95,30,0,0,6.88
3973,4658,2020-09-28,전남,169,1,0,148,20,0,0,9.06
3974,4659,2020-09-28,경북,1543,55,4,1427,61,3,1,57.95
3975,4660,2020-09-28,경남,291,0,1,266,25,0,1,8.66
3976,4661,2020-09-28,제주,59,0,0,52,7,0,0,8.80
3977,4662,2020-09-28,검역,1497,0,7,1378,119,0,7,-
3978,4663,2020-09-29,합계,23699,407,38,21470,1822,23,15,45.71
3979,4664,2020-09-29,서울,5242,54,11,4401,787,11,0,53.86
3980,4665,2020-09-29,부산,416,4,3,351,61,3,0,12.19
3981,4666,2020-09-29,대구,7130,194,0,6914,22,0,0,292.63
3982,4667,2020-09-29,인천,912,8,0,813,91,0,0,30.85
3983,4668,2020-09-29,광주,492,3,0,474,15,0,0,33.78
3984,4669,2020-09-29,대전,358,4,0,318,36,0,0,24.29
3985,4670,2020-09-29,울산,146,2,0,135,9,0,0,12.73
3986,4671,2020-09-29,세종,76,0,0,67,9,0,0,22.20
3987,4672,2020-09-29,경기,4358,73,10,3855,430,6,4,32.89
3988,4673,2020-09-29,강원,224,3,0,212,9,0,0,14.54
3989,4674,2020-09-29,충북,171,1,1,143,27,1,0,10.69
3990,4675,2020-09-29,충남,479,5,2,404,70,0,2,22.57
3991,4676,2020-09-29,전북,125,0,0,96,29,0,0,6.88
3992,4677,2020-09-29,전남,169,1,0,149,19,0,0,9.06
3993,4678,2020-09-29,경북,1545,55,2,1432,58,2,0,58.03
3994,4679,2020-09-29,경남,291,0,0,269,22,0,0,8.66
3995,4680,2020-09-29,제주,59,0,0,55,4,0,0,8.80
3996,4681,2020-09-29,검역,1506,0,9,1382,124,0,9,-
3997,4701,2020-09-30,합계,23812,413,113,21591,1808,93,20,45.93
3998,4702,2020-09-30,서울,5293,56,51,4416,821,51,0,54.38
3999,4703,2020-09-30,부산,421,4,5,351,66,5,0,12.34
4000,4704,2020-09-30,대구,7132,194,2,6916,22,1,1,292.72
4001,4705,2020-09-30,인천,916,8,4,822,86,4,0,30.99
4002,4706,2020-09-30,광주,495,3,3,476,16,3,0,33.98
4003,4707,2020-09-30,대전,360,4,2,322,34,0,2,24.42
4004,4708,2020-09-30,울산,147,2,1,137,8,1,0,12.82
4005,4709,2020-09-30,세종,76,0,0,67,9,0,0,22.20
4006,4710,2020-09-30,경기,4384,74,26,3898,412,21,5,33.09
4007,4711,2020-09-30,강원,224,3,0,212,9,0,0,14.54
4008,4712,2020-09-30,충북,171,1,0,144,26,0,0,10.69
4009,4713,2020-09-30,충남,484,6,5,417,61,1,4,22.80
4010,4714,2020-09-30,전북,128,0,3,106,22,2,1,7.04
4011,4715,2020-09-30,전남,169,2,0,153,14,0,0,9.06
4012,4716,2020-09-30,경북,1551,56,6,1441,54,4,2,58.25
4013,4717,2020-09-30,경남,291,0,0,273,18,0,0,8.66
4014,4718,2020-09-30,제주,59,0,0,55,4,0,0,8.80
4015,4719,2020-09-30,검역,1511,0,5,1385,126,0,5,-
4016,4720,2020-10-01,합계,23889,415,77,21666,1808,67,10,46.08
4017,4721,2020-10-01,서울,5323,57,30,4433,833,30,0,54.69
4018,4722,2020-10-01,부산,427,4,6,361,62,6,0,12.52
4019,4723,2020-10-01,대구,7133,195,1,6917,21,1,0,292.76
4020,4724,2020-10-01,인천,919,8,3,825,86,3,0,31.09
4021,4725,2020-10-01,광주,495,3,0,477,15,0,0,33.98
4022,4726,2020-10-01,대전,360,4,0,326,30,0,0,24.42
4023,4727,2020-10-01,울산,147,2,0,137,8,0,0,12.82
4024,4728,2020-10-01,세종,76,0,0,67,9,0,0,22.20
4025,4729,2020-10-01,경기,4405,74,21,3921,410,17,4,33.24
4026,4730,2020-10-01,강원,224,3,0,212,9,0,0,14.54
4027,4731,2020-10-01,충북,172,1,1,144,27,1,0,10.75
4028,4732,2020-10-01,충남,487,6,3,422,59,3,0,22.95
4029,4733,2020-10-01,전북,128,0,0,107,21,0,0,7.04
4030,4734,2020-10-01,전남,170,2,1,155,13,1,0,9.12
4031,4735,2020-10-01,경북,1556,56,5,1445,55,5,0,58.44
4032,4736,2020-10-01,경남,291,0,0,276,15,0,0,8.66
4033,4737,2020-10-01,제주,59,0,0,55,4,0,0,8.80
4034,4738,2020-10-01,검역,1517,0,6,1386,131,0,6,-
4035,4739,2020-10-02,합계,23952,416,63,21733,1803,53,10,46.20
4036,4740,2020-10-02,서울,5334,57,11,4445,832,9,2,54.80
4037,4741,2020-10-02,부산,445,4,18,362,79,16,2,13.04
4038,4742,2020-10-02,대구,7133,195,0,6917,21,0,0,292.76
4039,4743,2020-10-02,인천,923,8,4,827,88,4,0,31.22
4040,4744,2020-10-02,광주,495,3,0,478,14,0,0,33.98
4041,4745,2020-10-02,대전,360,4,0,333,23,0,0,24.42
4042,4746,2020-10-02,울산,147,2,0,137,8,0,0,12.82
4043,4747,2020-10-02,세종,76,0,0,68,8,0,0,22.20
4044,4748,2020-10-02,경기,4424,75,19,3948,401,19,0,33.39
4045,4749,2020-10-02,강원,224,3,0,212,9,0,0,14.54
4046,4750,2020-10-02,충북,172,1,0,144,27,0,0,10.75
4047,4751,2020-10-02,충남,488,6,1,425,57,1,0,22.99
4048,4752,2020-10-02,전북,128,0,0,111,17,0,0,7.04
4049,4753,2020-10-02,전남,170,2,0,156,12,0,0,9.12
4050,4754,2020-10-02,경북,1560,56,4,1448,56,4,0,58.59
4051,4755,2020-10-02,경남,291,0,0,278,13,0,0,8.66
4052,4756,2020-10-02,제주,59,0,0,55,4,0,0,8.80
4053,4757,2020-10-02,검역,1523,0,6,1389,134,0,6,-
4054,4777,2020-10-03,합계,24027,420,75,21787,1820,52,23,46.20
4055,4778,2020-10-03,서울,5360,59,26,4456,845,25,1,55.07
4056,4779,2020-10-03,부산,453,4,8,366,83,8,0,13.28
4057,4780,2020-10-03,대구,7133,195,0,6917,21,0,0,292.76
4058,4781,2020-10-03,인천,930,8,7,830,92,7,0,31.46
4059,4782,2020-10-03,광주,495,3,0,478,14,0,0,33.98
4060,4783,2020-10-03,대전,362,4,2,333,25,1,1,24.56
4061,4784,2020-10-03,울산,147,2,0,139,6,0,0,12.82
4062,4785,2020-10-03,세종,76,0,0,68,8,0,0,22.20
4063,4786,2020-10-03,경기,4434,77,10,3976,381,8,2,33.46
4064,4787,2020-10-03,강원,224,3,0,212,9,0,0,14.54
4065,4788,2020-10-03,충북,173,1,1,144,28,0,1,10.82
4066,4789,2020-10-03,충남,489,6,1,428,55,1,0,23.04
4067,4790,2020-10-03,전북,129,0,1,111,18,0,1,7.10
4068,4791,2020-10-03,전남,173,2,3,156,15,0,3,9.28
4069,4792,2020-10-03,경북,1562,56,2,1449,57,2,0,58.67
4070,4793,2020-10-03,경남,291,0,0,279,12,0,0,8.66
4071,4794,2020-10-03,제주,59,0,0,56,3,0,0,8.80
4072,4795,2020-10-03,검역,1537,0,14,1389,148,0,14,-
4073,4796,2020-10-04,합계,24091,421,64,21845,1825,47,17,46.47
4074,4797,2020-10-04,서울,5376,60,16,4466,850,16,0,55.23
4075,4798,2020-10-04,부산,458,4,5,374,80,5,0,13.42
4076,4799,2020-10-04,대구,7135,195,2,6918,22,0,2,292.84
4077,4800,2020-10-04,인천,936,8,6,831,97,5,1,31.66
4078,4801,2020-10-04,광주,496,3,1,481,12,0,1,34.05
4079,4802,2020-10-04,대전,364,4,2,333,27,2,0,24.69
4080,4803,2020-10-04,울산,148,2,1,140,6,1,0,12.90
4081,4804,2020-10-04,세종,76,0,0,68,8,0,0,22.20
4082,4805,2020-10-04,경기,4450,77,16,4004,369,14,2,33.58
4083,4806,2020-10-04,강원,224,3,0,212,9,0,0,14.54
4084,4807,2020-10-04,충북,175,1,2,144,30,1,1,10.94
4085,4808,2020-10-04,충남,489,6,0,428,55,0,0,23.04
4086,4809,2020-10-04,전북,129,0,0,112,17,0,0,7.10
4087,4810,2020-10-04,전남,173,2,0,156,15,0,0,9.28
4088,4811,2020-10-04,경북,1566,56,4,1452,58,3,1,58.82
4089,4812,2020-10-04,경남,291,0,0,281,10,0,0,8.66
4090,4813,2020-10-04,제주,59,0,0,56,3,0,0,8.80
4091,4814,2020-10-04,검역,1546,0,9,1389,157,0,9,-
4092,4815,2020-10-05,합계,24164,422,73,21886,1856,64,9,46.61
4093,4816,2020-10-05,서울,5395,61,19,4475,859,19,0,55.43
4094,4817,2020-10-05,부산,463,4,5,375,84,5,0,13.57
4095,4818,2020-10-05,대구,7136,195,1,6920,21,0,1,292.88
4096,4819,2020-10-05,인천,941,8,5,836,97,5,0,31.83
4097,4820,2020-10-05,광주,496,3,0,481,12,0,0,34.05
4098,4821,2020-10-05,대전,365,4,1,334,27,1,0,24.76
4099,4822,2020-10-05,울산,152,2,4,140,10,4,0,13.25
4100,4823,2020-10-05,세종,77,0,1,68,9,0,1,22.49
4101,4824,2020-10-05,경기,4477,77,27,4021,379,25,2,33.79
4102,4825,2020-10-05,강원,224,3,0,212,9,0,0,14.54
4103,4826,2020-10-05,충북,176,1,1,144,31,0,1,11.00
4104,4827,2020-10-05,충남,491,6,2,431,54,2,0,23.13
4105,4828,2020-10-05,전북,132,0,3,112,20,2,1,7.26
4106,4829,2020-10-05,전남,173,2,0,156,15,0,0,9.28
4107,4830,2020-10-05,경북,1567,56,1,1453,58,1,0,58.85
4108,4831,2020-10-05,경남,292,0,1,281,11,0,1,8.69
4109,4832,2020-10-05,제주,59,0,0,56,3,0,0,8.80
4110,4833,2020-10-05,검역,1548,0,2,1391,157,0,2,-
4111,4834,2020-10-06,합계,24239,422,75,22083,1734,66,9,46.75
4112,4835,2020-10-06,서울,5410,61,15,4584,765,13,2,55.58
4113,4836,2020-10-06,부산,466,4,3,378,84,3,0,13.66
4114,4837,2020-10-06,대구,7136,195,0,6920,21,0,0,292.88
4115,4838,2020-10-06,인천,945,8,4,848,89,4,0,31.97
4116,4839,2020-10-06,광주,496,3,0,485,8,0,0,34.05
4117,4840,2020-10-06,대전,368,4,3,337,27,2,1,24.96
4118,4841,2020-10-06,울산,153,2,1,140,11,1,0,13.34
4119,4842,2020-10-06,세종,77,0,0,69,8,0,0,22.49
4120,4843,2020-10-06,경기,4512,77,35,4058,377,34,1,34.05
4121,4844,2020-10-06,강원,224,3,0,214,7,0,0,14.54
4122,4845,2020-10-06,충북,176,1,0,146,29,0,0,11.00
4123,4846,2020-10-06,충남,491,6,0,435,50,0,0,23.13
4124,4847,2020-10-06,전북,141,0,9,112,29,9,0,7.76
4125,4848,2020-10-06,전남,173,2,0,157,14,0,0,9.28
4126,4849,2020-10-06,경북,1567,56,0,1459,52,0,0,58.85
4127,4850,2020-10-06,경남,292,0,0,282,10,0,0,8.69
4128,4851,2020-10-06,제주,59,0,0,58,1,0,0,8.80
4129,4852,2020-10-06,검역,1553,0,5,1401,152,0,5,-
4130,4853,2020-10-07,합계,24353,425,114,22334,1594,94,20,46.97
4131,4854,2020-10-07,서울,5443,61,33,4736,646,29,4,55.92
4132,4855,2020-10-07,부산,468,4,2,391,73,2,0,13.72
4133,4856,2020-10-07,대구,7137,196,1,6921,20,1,0,292.92
4134,4857,2020-10-07,인천,951,8,6,858,85,5,1,32.17
4135,4858,2020-10-07,광주,496,3,0,487,6,0,0,34.05
4136,4859,2020-10-07,대전,370,4,2,345,21,2,0,25.10
4137,4860,2020-10-07,울산,154,2,1,140,12,0,1,13.43
4138,4861,2020-10-07,세종,78,0,1,72,6,0,1,22.79
4139,4862,2020-10-07,경기,4565,79,53,4098,388,49,4,34.45
4140,4863,2020-10-07,강원,224,3,0,216,5,0,0,14.54
4141,4864,2020-10-07,충북,176,1,0,151,24,0,0,11.00
4142,4865,2020-10-07,충남,491,6,0,440,45,0,0,23.13
4143,4866,2020-10-07,전북,149,0,8,114,35,6,2,8.20
4144,4867,2020-10-07,전남,173,2,0,157,14,0,0,9.28
4145,4868,2020-10-07,경북,1567,56,0,1461,50,0,0,58.85
4146,4869,2020-10-07,경남,292,0,0,283,9,0,0,8.69
4147,4870,2020-10-07,제주,59,0,0,59,0,0,0,8.80
4148,4871,2020-10-07,검역,1560,0,7,1405,155,0,7,-
4149,4872,2020-10-08,합계,24422,427,69,22463,1532,60,9,47.10
4150,4873,2020-10-08,서울,5463,62,20,4809,592,19,1,56.13
4151,4874,2020-10-08,부산,473,4,5,392,77,5,0,13.86
4152,4875,2020-10-08,대구,7137,196,0,6926,15,0,0,292.92
4153,4876,2020-10-08,인천,956,8,5,862,86,5,0,32.34
4154,4877,2020-10-08,광주,496,3,0,489,4,0,0,34.05
4155,4878,2020-10-08,대전,377,4,7,347,26,7,0,25.57
4156,4879,2020-10-08,울산,154,2,0,141,11,0,0,13.43
4157,4880,2020-10-08,세종,78,0,0,72,6,0,0,22.79
4158,4881,2020-10-08,경기,4589,80,24,4125,384,22,2,34.63
4159,4882,2020-10-08,강원,224,3,0,217,4,0,0,14.54
4160,4883,2020-10-08,충북,177,1,1,154,22,0,1,11.07
4161,4884,2020-10-08,충남,491,6,0,446,39,0,0,23.13
4162,4885,2020-10-08,전북,149,0,0,114,35,0,0,8.20
4163,4886,2020-10-08,전남,173,2,0,158,13,0,0,9.28
4164,4887,2020-10-08,경북,1568,56,1,1464,48,1,0,58.89
4165,4888,2020-10-08,경남,295,0,3,283,12,1,2,8.78
4166,4889,2020-10-08,제주,59,0,0,59,0,0,0,8.80
4167,4890,2020-10-08,검역,1563,0,3,1405,158,0,3,-
4168,4891,2020-10-09,합계,24476,428,54,22569,1479,38,16,47.21
4169,4892,2020-10-09,서울,5485,62,22,4846,577,17,5,56.35
4170,4893,2020-10-09,부산,478,4,5,394,80,5,0,14.01
4171,4894,2020-10-09,대구,7138,196,1,6927,15,0,1,292.96
4172,4895,2020-10-09,인천,956,8,0,873,75,0,0,32.34
4173,4896,2020-10-09,광주,496,3,0,489,4,0,0,34.05
4174,4897,2020-10-09,대전,382,5,5,350,27,5,0,25.91
4175,4898,2020-10-09,울산,154,2,0,144,8,0,0,13.43
4176,4899,2020-10-09,세종,78,0,0,73,5,0,0,22.79
4177,4900,2020-10-09,경기,4601,80,12,4160,361,9,3,34.72
4178,4901,2020-10-09,강원,224,3,0,218,3,0,0,14.54
4179,4902,2020-10-09,충북,178,1,1,154,23,1,0,11.13
4180,4903,2020-10-09,충남,491,6,0,446,39,0,0,23.13
4181,4904,2020-10-09,전북,149,0,0,115,34,0,0,8.20
4182,4905,2020-10-09,전남,174,2,1,163,9,1,0,9.33
4183,4906,2020-10-09,경북,1568,56,0,1466,46,0,0,58.89
4184,4907,2020-10-09,경남,296,0,1,285,11,0,1,8.81
4185,4908,2020-10-09,제주,59,0,0,59,0,0,0,8.80
4186,4909,2020-10-09,검역,1569,0,6,1407,162,0,6,-
4187,4910,2020-10-10,합계,24548,430,72,22624,1494,61,11,47.35
4188,4911,2020-10-10,서울,5510,63,25,4847,600,23,2,56.61
4189,4912,2020-10-10,부산,481,4,3,399,78,3,0,14.1
4190,4913,2020-10-10,대구,7139,196,1,6929,14,0,1,293
4191,4914,2020-10-10,인천,964,8,8,879,77,8,0,32.61
4192,4915,2020-10-10,광주,496,3,0,490,3,0,0,34.05
4193,4916,2020-10-10,대전,383,5,1,351,27,1,0,25.98
4194,4917,2020-10-10,울산,154,2,0,144,8,0,0,13.43
4195,4918,2020-10-10,세종,78,0,0,73,5,0,0,22.79
4196,4919,2020-10-10,경기,4625,81,24,4183,361,24,0,34.9
4197,4920,2020-10-10,강원,224,3,0,218,3,0,0,14.54
4198,4921,2020-10-10,충북,178,1,0,154,23,0,0,11.13
4199,4922,2020-10-10,충남,494,6,3,448,40,1,2,23.27
4200,4923,2020-10-10,전북,149,0,0,117,32,0,0,8.2
4201,4924,2020-10-10,전남,176,2,2,166,8,1,1,9.44
4202,4925,2020-10-10,경북,1568,56,0,1468,44,0,0,58.89
4203,4926,2020-10-10,경남,296,0,0,286,10,0,0,8.81
4204,4927,2020-10-10,제주,59,0,0,59,0,0,0,8.8
4205,4928,2020-10-10,검역,1574,0,5,1413,161,0,5,-
4206,4929,2020-10-11,합계,24606,432,58,22693,1481,46,12,47.46
4207,4930,2020-10-11,서울,5533,64,23,4878,591,19,4,56.84
4208,4931,2020-10-11,부산,484,4,3,399,81,3,0,14.19
4209,4932,2020-10-11,대구,7140,196,1,6931,13,0,1,293.04
4210,4933,2020-10-11,인천,965,8,1,882,75,1,0,32.64
4211,4934,2020-10-11,광주,496,3,0,490,3,0,0,34.05
4212,4935,2020-10-11,대전,385,5,2,351,29,2,0,26.12
4213,4936,2020-10-11,울산,155,2,1,144,9,0,1,13.51
4214,4937,2020-10-11,세종,78,0,0,73,5,0,0,22.79
4215,4938,2020-10-11,경기,4646,82,21,4202,362,18,3,35.06
4216,4939,2020-10-11,강원,226,3,2,219,4,2,0,14.67
4217,4940,2020-10-11,충북,178,1,0,154,23,0,0,11.13
4218,4941,2020-10-11,충남,495,6,1,455,34,1,0,23.32
4219,4942,2020-10-11,전북,149,0,0,118,31,0,0,8.20
4220,4943,2020-10-11,전남,176,2,0,166,8,0,0,9.44
4221,4944,2020-10-11,경북,1568,56,0,1470,42,0,0,58.89
4222,4945,2020-10-11,경남,296,0,0,286,10,0,0,8.81
4223,4946,2020-10-11,제주,59,0,0,59,0,0,0,8.80
4224,4947,2020-10-11,검역,1577,0,3,1416,161,0,3,-
4225,4968,2020-10-12,서울,5564,64,31,4894,606,29,2,57.16
4226,4969,2020-10-12,부산,488,4,4,400,84,3,1,14.30
4227,4970,2020-10-12,대구,7140,196,0,6931,13,0,0,293.04
4228,4971,2020-10-12,인천,968,8,3,883,77,3,0,32.75
4229,4972,2020-10-12,광주,497,3,1,492,2,1,0,34.12
4230,4973,2020-10-12,대전,398,5,13,351,42,13,0,27.00
4231,4974,2020-10-12,울산,155,2,0,144,9,0,0,13.51
4232,4975,2020-10-12,세종,78,0,0,74,4,0,0,22.79
4233,4976,2020-10-12,경기,4675,83,30,4212,380,17,13,35.28
4234,4977,2020-10-12,강원,227,3,1,219,5,1,0,14.74
4235,4978,2020-10-12,충북,178,1,0,154,23,0,0,11.13
4236,4979,2020-10-12,충남,497,6,2,455,36,0,2,23.42
4237,4980,2020-10-12,전북,151,0,2,119,32,1,1,8.31
4238,4981,2020-10-12,전남,176,2,0,166,8,0,0,9.44
4239,4982,2020-10-12,경북,1569,56,1,1471,42,0,1,58.93
4240,4983,2020-10-12,경남,297,0,1,286,11,1,0,8.84
4241,4984,2020-10-12,제주,59,0,0,59,0,0,0,8.80
4242,4985,2020-10-12,검역,1586,0,9,1418,168,0,9,-
4243,4986,2020-10-13,합계,24805,434,102,22863,1508,69,33,47.84
4244,4987,2020-10-13,서울,5584,65,20,4965,554,18,2,57.37
4245,4988,2020-10-13,부산,489,4,1,406,79,1,0,14.33
4246,4989,2020-10-13,대구,7141,196,1,6933,12,0,1,293.09
4247,4990,2020-10-13,인천,968,8,0,887,73,0,0,32.75
4248,4991,2020-10-13,광주,499,3,2,493,3,1,1,34.26
4249,4992,2020-10-13,대전,408,5,10,352,51,9,1,27.68
4250,4993,2020-10-13,울산,155,2,0,144,9,0,0,13.51
4251,4994,2020-10-13,세종,78,0,0,74,4,0,0,22.79
4252,4995,2020-10-13,경기,4713,83,38,4248,382,32,6,35.57
4253,4996,2020-10-13,강원,231,3,4,219,9,4,0,14.99
4254,4997,2020-10-13,충북,179,1,1,156,22,1,0,11.19
4255,4998,2020-10-13,충남,499,6,2,455,38,2,0,23.51
4256,4999,2020-10-13,전북,152,0,1,119,33,1,0,8.36
4257,5000,2020-10-13,전남,176,2,0,166,8,0,0,9.44
4258,5001,2020-10-13,경북,1570,56,1,1481,33,0,1,58.97
4259,5002,2020-10-13,경남,297,0,0,286,11,0,0,8.84
4260,5003,2020-10-13,제주,59,0,0,59,0,0,0,8.80
4261,5004,2020-10-13,검역,1607,0,21,1420,187,0,21,-
4262,5005,2020-10-14,합계,24889,438,84,23030,1421,53,31,48.00
4263,5006,2020-10-14,서울,5607,66,23,5050,491,23,0,57.61
4264,5007,2020-10-14,부산,491,4,2,423,64,2,0,14.39
4265,5008,2020-10-14,대구,7141,196,0,6933,12,0,0,293.09
4266,5009,2020-10-14,인천,976,8,8,901,67,8,0,33.02
4267,5010,2020-10-14,광주,499,3,0,493,3,0,0,34.26
4268,5011,2020-10-14,대전,412,5,4,354,53,4,0,27.95
4269,5012,2020-10-14,울산,156,2,1,144,10,0,1,13.60
4270,5013,2020-10-14,세종,78,0,0,74,4,0,0,22.79
4271,5014,2020-10-14,경기,4744,86,31,4277,381,15,16,35.80
4272,5015,2020-10-14,강원,231,3,0,220,8,0,0,14.99
4273,5016,2020-10-14,충북,179,1,0,157,21,0,0,11.19
4274,5017,2020-10-14,충남,500,6,1,458,36,1,0,23.56
4275,5018,2020-10-14,전북,152,0,0,123,29,0,0,8.36
4276,5019,2020-10-14,전남,176,2,0,166,8,0,0,9.44
4277,5020,2020-10-14,경북,1570,56,0,1490,24,0,0,58.97
4278,5021,2020-10-14,경남,297,0,0,286,11,0,0,8.84
4279,5022,2020-10-14,제주,59,0,0,59,0,0,0,8.80
4280,5023,2020-10-14,검역,1621,0,14,1422,199,0,14,-
4281,5024,2020-10-15,합계,24988,439,110,23082,1467,95,15,48.20
4282,5025,2020-10-15,서울,5632,66,25,5055,511,22,3,57.86
4283,5026,2020-10-15,부산,546,5,55,428,113,54,1,16.00
4284,5027,2020-10-15,대구,7141,196,0,6934,11,0,0,293.09
4285,5028,2020-10-15,인천,987,8,11,904,75,11,0,33.39
4286,5029,2020-10-15,광주,499,3,0,493,3,0,0,34.26
4287,5030,2020-10-15,대전,413,5,1,354,54,1,0,28.02
4288,5031,2020-10-15,울산,156,2,0,145,9,0,0,13.60
4289,5032,2020-10-15,세종,78,0,0,74,4,0,0,22.79
4290,5033,2020-10-15,경기,4752,86,8,4299,367,6,2,35.86
4291,5034,2020-10-15,강원,232,3,1,220,9,1,0,15.06
4292,5035,2020-10-15,충북,180,1,1,157,22,0,1,11.25
4293,5036,2020-10-15,충남,500,6,0,464,30,0,0,23.56
4294,5037,2020-10-15,전북,153,0,1,123,30,0,1,8.42
4295,5038,2020-10-15,전남,176,2,0,166,8,0,0,9.44
4296,5039,2020-10-15,경북,1571,56,1,1497,18,0,1,59.00
4297,5040,2020-10-15,경남,297,0,0,286,11,0,0,8.84
4298,5041,2020-10-15,제주,59,0,0,59,0,0,0,8.80
4299,5042,2020-10-15,검역,1616,0,6,1424,192,0,6,-
4300,5043,2020-10-16,합계,25035,441,47,23180,1414,41,6,48.29
4301,5044,2020-10-16,서울,5650,67,18,5091,492,17,1,58.05
4302,5045,2020-10-16,부산,546,6,0,437,103,0,0,16.00
4303,5046,2020-10-16,대구,7141,196,0,6935,10,0,0,293.09
4304,5047,2020-10-16,인천,991,8,4,908,75,4,0,33.52
4305,5048,2020-10-16,광주,499,3,0,493,3,0,0,34.26
4306,5049,2020-10-16,대전,415,5,2,354,56,2,0,28.15
4307,5050,2020-10-16,울산,156,2,0,146,8,0,0,13.60
4308,5051,2020-10-16,세종,78,0,0,74,4,0,0,22.79
4309,5052,2020-10-16,경기,4769,86,17,4327,356,15,2,35.99
4310,5053,2020-10-16,강원,232,3,0,220,9,0,0,15.06
4311,5054,2020-10-16,충북,180,1,0,159,20,0,0,11.25
4312,5055,2020-10-16,충남,501,6,1,466,29,1,0,23.60
4313,5056,2020-10-16,전북,155,0,2,127,28,2,0,8.53
4314,5057,2020-10-16,전남,176,2,0,166,8,0,0,9.44
4315,5058,2020-10-16,경북,1571,56,0,1504,11,0,0,59.00
4316,5059,2020-10-16,경남,297,0,0,287,10,0,0,8.84
4317,5060,2020-10-16,제주,59,0,0,59,0,0,0,8.80
4318,5061,2020-10-16,검역,1619,0,3,1427,192,0,3,-
4319,5062,2020-10-17,합계,25108,443,73,23258,1407,62,11,48.43
4320,5063,2020-10-17,서울,5668,68,18,5119,481,17,1,58.23
4321,5064,2020-10-17,부산,552,6,6,445,101,6,0,16.18
4322,5065,2020-10-17,대구,7142,196,1,6936,10,0,1,293.13
4323,5066,2020-10-17,인천,993,8,2,912,73,1,1,33.59
4324,5067,2020-10-17,광주,500,3,1,493,4,0,1,34.32
4325,5068,2020-10-17,대전,415,5,0,357,53,0,0,28.15
4326,5069,2020-10-17,울산,156,2,0,147,7,0,0,13.60
4327,5070,2020-10-17,세종,78,0,0,75,3,0,0,22.79
4328,5071,2020-10-17,경기,4801,86,32,4348,367,32,0,36.23
4329,5072,2020-10-17,강원,235,3,3,220,12,3,0,15.25
4330,5073,2020-10-17,충북,180,1,0,160,19,0,0,11.25
4331,5074,2020-10-17,충남,503,7,2,468,28,2,0,23.70
4332,5075,2020-10-17,전북,155,0,0,128,27,0,0,8.53
4333,5076,2020-10-17,전남,177,2,1,166,9,0,1,9.49
4334,5077,2020-10-17,경북,1571,56,0,1505,10,0,0,59.00
4335,5078,2020-10-17,경남,299,0,2,287,12,1,1,8.90
4336,5079,2020-10-17,제주,59,0,0,59,0,0,0,8.80
4337,5080,2020-10-17,검역,1624,0,5,1433,191,0,5,-
4338,5081,2020-10-18,합계,25199,444,91,23312,1443,71,20,48.60
4339,5082,2020-10-18,서울,5688,69,20,5132,487,18,2,58.44
4340,5083,2020-10-18,부산,556,6,4,449,101,2,2,16.30
4341,5084,2020-10-18,대구,7142,196,0,6937,9,0,0,293.13
4342,5085,2020-10-18,인천,994,8,1,916,70,1,0,33.63
4343,5086,2020-10-18,광주,500,3,0,493,4,0,0,34.32
4344,5087,2020-10-18,대전,416,5,1,359,52,1,0,28.22
4345,5088,2020-10-18,울산,156,2,0,148,6,0,0,13.60
4346,5089,2020-10-18,세종,78,0,0,75,3,0,0,22.79
4347,5090,2020-10-18,경기,4851,86,50,4369,396,48,2,36.61
4348,5091,2020-10-18,강원,237,3,2,220,14,1,1,15.38
4349,5092,2020-10-18,충북,180,1,0,160,19,0,0,11.25
4350,5093,2020-10-18,충남,503,7,0,472,24,0,0,23.70
4351,5094,2020-10-18,전북,155,0,0,128,27,0,0,8.53
4352,5095,2020-10-18,전남,177,2,0,167,8,0,0,9.49
4353,5096,2020-10-18,경북,1571,56,0,1506,9,0,0,59.00
4354,5097,2020-10-18,경남,299,0,0,288,11,0,0,8.90
4355,5098,2020-10-18,제주,59,0,0,59,0,0,0,8.80
4356,5099,2020-10-18,검역,1637,0,13,1434,203,0,13,-
4357,5119,2020-10-19,합계,25275,444,76,23368,1463,50,26,48.75
4358,5120,2020-10-19,서울,5702,69,14,5161,472,11,3,58.58
4359,5121,2020-10-19,부산,571,6,15,449,116,14,1,16.74
4360,5122,2020-10-19,대구,7142,196,0,6938,8,0,0,293.13
4361,5123,2020-10-19,인천,999,8,5,920,71,4,1,33.79
4362,5124,2020-10-19,광주,502,3,2,493,6,1,1,34.46
4363,5125,2020-10-19,대전,418,5,2,361,52,2,0,28.36
4364,5126,2020-10-19,울산,156,2,0,149,5,0,0,13.60
