,일자2,광역시도,확진자,사망자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
88,2020-12-17,대전,683,6,11,535,142,11,0,46.33
89,2020-12-17,광주,839,3,10,730,106,10,0,57.60
90,2020-12-17,인천,2076,14,80,1461,601,80,0,70.23
91,2020-12-17,대구,7432,200,21,7063,169,20,1,305.03
92,2020-12-17,부산,1382,22,44,907,453,44,0,40.51
93,2020-12-17,서울,13458,125,423,7921,5412,420,3,138.26
94,2020-12-17,합계,46453,634,1014,33610,12209,993,21,89.60
95,2020-12-16,검역,2304,1,6,1654,649,0,6,-
96,2020-12-16,제주,142,0,15,82,60,15,0,18.93
97,2020-12-16,경남,905,2,19,659,244,19,0,26.36
98,2020-12-16,경북,1893,59,28,1676,158,28,0,70.05
99,2020-12-16,전남,485,4,4,378,103,4,0,25.79
100,2020-12-16,전북,596,3,75,382,211,75,0,28.67
101,2020-12-16,충남,1191,13,35,869,309,35,0,54.47
102,2020-12-16,충북,603,4,23,345,254,22,1,36.26
103,2020-12-16,강원,842,12,8,641,189,8,0,54.14
104,2020-12-16,경기,10580,144,329,7642,2794,320,9,77.36
105,2020-12-16,세종,128,0,0,110,18,0,0,37.39
106,2020-12-16,울산,489,6,6,231,252,6,0,42.11
107,2020-12-16,대전,672,6,15,522,144,15,0,44.57
108,2020-12-16,광주,829,3,2,715,111,2,0,56.77
109,2020-12-16,인천,1999,14,67,1436,549,64,3,65.36
110,2020-12-16,대구,7411,200,27,7053,158,27,0,303.06
111,2020-12-16,부산,1338,21,41,862,455,41,0,38.01
112,2020-12-16,서울,13035,120,378,7690,5225,373,5,130.04
113,2020-12-16,합계,45442,612,1078,32947,11883,1054,24,87.65
114,2020-12-15,검역,2298,1,8,1654,643,0,8,-
115,2020-12-15,제주,127,0,9,78,49,9,0,18.93
116,2020-12-15,경남,886,2,16,632,252,16,0,26.36
117,2020-12-15,경북,1865,59,15,1671,135,15,0,70.05
118,2020-12-15,전남,481,4,1,373,104,1,0,25.79
119,2020-12-15,전북,521,2,15,366,153,13,2,28.67
120,2020-12-15,충남,1156,13,37,849,294,37,0,54.47
121,2020-12-15,충북,580,4,25,316,260,24,1,36.26
122,2020-12-15,강원,834,12,13,629,193,13,0,54.14
123,2020-12-15,경기,10251,138,288,7481,2632,274,14,77.36
124,2020-12-15,세종,128,0,1,110,18,1,0,37.39
125,2020-12-15,울산,483,6,49,218,259,49,0,42.11
126,2020-12-15,대전,657,6,32,512,139,32,0,44.57
127,2020-12-15,광주,827,3,5,697,127,5,0,56.77
128,2020-12-15,인천,1932,14,55,1415,503,55,0,65.36
129,2020-12-15,대구,7384,200,19,7048,136,18,1,303.06
130,2020-12-15,부산,1297,21,41,846,430,40,1,38.01
131,2020-12-15,서울,12657,115,251,7664,4878,246,5,130.04
132,2020-12-15,합계,44364,600,880,32559,11205,848,32,85.57
133,2020-12-14,검역,2290,1,17,1654,635,0,17,-
134,2020-12-14,제주,118,0,8,75,43,8,0,17.59
135,2020-12-14,경남,870,2,28,617,251,26,2,25.88
136,2020-12-14,경북,1850,59,16,1657,134,15,1,69.48
137,2020-12-14,전남,480,4,1,367,109,1,0,25.74
138,2020-12-14,전북,506,2,8,337,167,8,0,27.84
139,2020-12-14,충남,1119,11,55,835,273,51,4,52.72
140,2020-12-14,충북,555,3,21,302,250,21,0,34.70
141,2020-12-14,강원,821,12,14,589,220,14,0,53.29
142,2020-12-14,경기,9963,135,226,7309,2519,220,6,75.19
143,2020-12-14,세종,127,0,3,107,20,3,0,37.10
144,2020-12-14,울산,434,4,5,214,216,4,1,37.84
145,2020-12-14,대전,625,6,2,502,117,1,1,42.40
146,2020-12-14,광주,822,3,22,689,130,22,0,56.43
147,2020-12-14,인천,1877,13,36,1403,461,36,0,63.50
148,2020-12-14,대구,7365,200,16,7042,123,16,0,302.28
149,2020-12-14,부산,1256,20,21,830,406,19,2,36.81
150,2020-12-14,서울,12406,112,219,7573,4721,217,2,127.46
151,2020-12-14,합계,43484,587,718,32102,10795,682,36,83.87
152,2020-12-13,검역,2273,1,14,1653,619,0,14,-
153,2020-12-13,제주,110,0,3,75,35,3,0,1.79
154,2020-12-13,경남,842,2,24,613,227,22,2,3.42
155,2020-12-13,경북,1834,58,18,1651,125,18,0,49.58
156,2020-12-13,전남,479,4,6,366,109,5,1,0.80
157,2020-12-13,전북,498,2,9,326,170,8,1,0.94
158,2020-12-13,충남,1064,10,10,828,226,9,1,6.50
159,2020-12-13,충북,534,3,15,299,232,15,0,2.81
160,2020-12-13,강원,807,12,18,578,217,17,1,3.18
161,2020-12-13,경기,9737,135,331,7184,2418,328,3,4.57
162,2020-12-13,세종,124,0,0,106,18,0,0,13.44
163,2020-12-13,울산,429,4,8,214,211,8,0,3.49
164,2020-12-13,대전,623,6,13,498,119,13,0,2.65
165,2020-12-13,광주,800,3,15,682,115,14,1,1.85
166,2020-12-13,인천,1841,12,62,1384,445,62,0,2.84
167,2020-12-13,대구,7349,200,28,7042,107,28,0,279.38
168,2020-12-13,부산,1235,19,57,825,391,56,1,3.66
169,2020-12-13,서울,12187,109,399,7490,4588,396,3,6.06
170,2020-12-13,합계,42766,580,1030,31814,10372,1002,28,20.10
171,2020-12-12,검역,2259,1,12,1651,607,0,12,-
172,2020-12-12,제주,107,0,0,75,32,0,0,15.95
173,2020-12-12,경남,818,2,17,600,216,17,0,24.34
174,2020-12-12,경북,1816,58,19,1648,110,19,0,68.21
175,2020-12-12,전남,473,4,8,363,106,8,0,25.37
176,2020-12-12,전북,489,2,6,315,172,5,1,26.91
177,2020-12-12,충남,1054,10,10,818,226,9,1,49.66
178,2020-12-12,충북,519,3,21,286,230,21,0,32.45
179,2020-12-12,강원,789,11,36,567,211,36,0,51.22
180,2020-12-12,경기,9406,134,272,7048,2224,268,4,70.99
181,2020-12-12,세종,124,0,1,104,20,1,0,36.22
182,2020-12-12,울산,421,4,23,208,209,23,0,36.70
183,2020-12-12,대전,610,6,18,492,112,18,0,41.38
184,2020-12-12,광주,785,3,9,680,102,9,0,53.89
185,2020-12-12,인천,1779,12,42,1363,404,42,0,60.18
186,2020-12-12,대구,7321,200,35,7036,85,35,0,300.47
187,2020-12-12,부산,1178,19,59,783,376,58,1,34.53
188,2020-12-12,서울,11788,109,362,7456,4223,359,3,121.11
189,2020-12-12,합계,41736,578,950,31493,9665,928,22,80.50
190,2020-12-11,검역,2247,1,7,1650,596,0,7,-
191,2020-12-11,제주,107,0,5,75,32,5,0,15.95
192,2020-12-11,경남,801,2,12,576,223,12,0,23.83
193,2020-12-11,경북,1797,57,3,1634,106,3,0,67.49
194,2020-12-11,전남,465,4,4,353,108,4,0,24.94
195,2020-12-11,전북,483,2,7,289,192,7,0,26.58
196,2020-12-11,충남,1044,10,10,808,226,9,1,49.19
197,2020-12-11,충북,498,3,20,278,217,20,0,31.14
198,2020-12-11,강원,753,11,11,553,189,11,0,48.88
199,2020-12-11,경기,9134,133,229,6925,2076,225,4,68.93
200,2020-12-11,세종,123,0,0,103,20,0,0,35.93
201,2020-12-11,울산,398,4,47,201,193,47,0,34.70
202,2020-12-11,대전,592,6,10,483,103,8,2,40.16
203,2020-12-11,광주,776,3,3,670,103,3,0,53.27
204,2020-12-11,인천,1737,12,37,1350,375,37,0,58.76
205,2020-12-11,대구,7286,200,6,7021,65,6,0,299.04
206,2020-12-11,부산,1119,18,26,757,344,26,0,32.80
207,2020-12-11,서울,11426,106,252,7431,3889,250,2,117.39
208,2020-12-11,합계,40786,572,689,31157,9057,673,16,78.67
209,2020-12-10,검역,2240,1,16,1650,589,0,16,-
210,2020-12-10,제주,102,0,13,74,28,9,4,15.21
211,2020-12-10,경남,789,1,16,552,236,16,0,23.47
212,2020-12-10,경북,1794,57,8,1631,106,8,0,67.38
213,2020-12-10,전남,461,4,5,339,118,5,0,24.72
214,2020-12-10,전북,476,2,8,275,199,8,0,26.19
215,2020-12-10,충남,1034,10,20,796,228,20,0,48.72
216,2020-12-10,충북,477,3,12,245,229,12,0,29.82
217,2020-12-10,강원,742,10,15,538,194,15,0,48.16
218,2020-12-10,경기,8904,130,215,6808,1966,201,14,67.20
219,2020-12-10,세종,123,0,1,101,22,1,0,35.93
220,2020-12-10,울산,352,2,17,196,154,17,0,30.69
221,2020-12-10,대전,582,6,9,476,100,9,0,39.48
222,2020-12-10,광주,773,3,5,661,109,3,2,53.07
223,2020-12-10,인천,1701,12,37,1295,394,37,0,57.54
224,2020-12-10,대구,7280,200,3,7018,62,3,0,298.79
225,2020-12-10,부산,1093,18,31,696,379,31,0,32.04
226,2020-12-10,서울,11175,105,251,7286,3784,251,0,114.81
227,2020-12-10,합계,40098,564,682,30637,8897,646,36,77.34
228,2020-12-09,검역,2224,1,9,1649,574,0,9,-
229,2020-12-09,제주,91,0,2,71,20,2,0,13.57
230,2020-12-09,경남,775,1,31,529,245,31,0,23.06
231,2020-12-09,경북,1786,57,4,1622,107,3,1,67.08
232,2020-12-09,전남,456,2,2,327,127,2,0,24.45
233,2020-12-09,전북,468,2,12,255,211,12,0,25.75
234,2020-12-09,충남,1014,10,4,777,227,4,0,47.77
235,2020-12-09,충북,467,3,24,233,231,23,1,29.20
236,2020-12-09,강원,727,10,5,521,196,4,1,47.19
237,2020-12-09,경기,8689,127,218,6628,1934,214,4,65.58
238,2020-12-09,세종,122,0,1,90,32,1,0,35.64
239,2020-12-09,울산,335,2,14,183,150,14,0,29.21
240,2020-12-09,대전,573,6,10,472,95,10,0,38.87
241,2020-12-09,광주,768,3,9,642,123,9,0,52.72
242,2020-12-09,인천,1664,11,48,1272,381,46,2,56.29
243,2020-12-09,대구,7278,200,3,7015,63,3,0,298.71
244,2020-12-09,부산,1063,16,20,674,373,20,0,31.16
245,2020-12-09,서울,10932,105,270,7217,3610,264,6,112.31
246,2020-12-09,합계,39432,556,686,30177,8699,662,24,76.05
247,2020-12-08,검역,2222,0,7,1647,575,0,7,-
248,2020-12-08,제주,89,0,2,70,19,2,0,13.27
249,2020-12-08,경남,744,1,13,500,243,12,1,22.13
250,2020-12-08,경북,1782,57,5,1617,108,5,0,66.93
251,2020-12-08,전남,454,2,7,312,140,7,0,24.35
252,2020-12-08,전북,456,2,13,236,218,13,0,25.09
253,2020-12-08,충남,1010,10,15,766,234,15,0,47.59
254,2020-12-08,충북,443,3,10,231,209,10,0,27.70
255,2020-12-08,강원,722,9,8,498,215,8,0,46.87
256,2020-12-08,경기,8472,126,157,6465,1881,146,11,63.94
257,2020-12-08,세종,121,0,1,88,33,0,1,35.35
258,2020-12-08,울산,321,2,61,183,136,61,0,27.99
259,2020-12-08,대전,563,6,11,458,99,10,1,38.19
260,2020-12-08,광주,759,3,11,634,122,10,1,52.10
261,2020-12-08,인천,1616,11,28,1249,356,27,1,54.67
262,2020-12-08,대구,7275,200,4,7013,62,3,1,298.59
263,2020-12-08,부산,1043,16,27,654,373,25,2,30.57
264,2020-12-08,서울,10663,104,214,7029,3530,212,2,109.55
265,2020-12-08,합계,38755,552,594,29650,8553,566,28,74.75
266,2020-12-07,검역,2215,0,10,1645,570,0,10,-
267,2020-12-07,제주,87,0,0,64,23,0,0,12.97
268,2020-12-07,경남,731,1,16,479,251,15,1,21.75
269,2020-12-07,경북,1777,57,9,1610,110,9,0,66.74
270,2020-12-07,전남,447,2,3,300,145,2,1,23.97
271,2020-12-07,전북,443,2,22,213,228,21,1,24.38
272,2020-12-07,충남,995,10,10,761,224,10,0,46.88
273,2020-12-07,충북,433,3,11,228,202,11,0,27.07
274,2020-12-07,강원,714,9,9,484,221,9,0,46.35
275,2020-12-07,경기,8315,125,156,6357,1833,154,2,62.75
276,2020-12-07,세종,120,0,0,88,32,0,0,35.05
277,2020-12-07,울산,260,2,38,179,79,38,0,22.67
278,2020-12-07,대전,552,6,2,453,93,2,0,37.45
279,2020-12-07,광주,748,3,5,615,130,3,2,51.35
280,2020-12-07,인천,1588,11,40,1221,356,37,3,53.72
281,2020-12-07,대구,7271,200,5,7011,60,5,0,298.42
282,2020-12-07,부산,1016,16,35,641,359,33,2,29.78
283,2020-12-07,서울,10449,102,244,6952,3395,231,13,107.35
284,2020-12-07,합계,38161,549,615,29301,8311,580,35,73.60
285,2020-12-06,검역,2205,0,12,1644,561,0,12,-
286,2020-12-06,제주,87,0,0,64,23,0,0,12.97
287,2020-12-06,경남,715,1,16,470,244,15,1,21.27
288,2020-12-06,경북,1768,57,11,1608,103,9,2,66.40
289,2020-12-06,전남,444,2,8,293,149,8,0,23.81
290,2020-12-06,전북,421,2,12,213,206,11,1,23.17
291,2020-12-06,충남,985,10,15,747,228,14,1,46.41
292,2020-12-06,충북,422,3,14,219,200,13,1,26.39
293,2020-12-06,강원,705,8,12,481,216,11,1,45.76
294,2020-12-06,경기,8159,123,184,6292,1744,176,8,61.58
295,2020-12-06,세종,120,0,3,86,34,2,1,35.05
296,2020-12-06,울산,222,2,3,173,47,3,0,19.35
297,2020-12-06,대전,550,6,3,453,91,3,0,37.31
298,2020-12-06,광주,743,3,5,614,126,3,2,51.01
299,2020-12-06,인천,1548,11,42,1207,330,41,1,52.37
300,2020-12-06,대구,7266,200,3,7011,55,3,0,298.22
301,2020-12-06,부산,981,16,34,633,332,34,0,28.75
302,2020-12-06,서울,10205,101,254,6920,3184,253,1,104.84
303,2020-12-06,합계,37546,545,631,29128,7873,599,32,72.42
304,2020-12-05,검역,2193,0,12,1642,551,0,12,-
305,2020-12-05,제주,87,0,1,64,23,1,0,12.97
306,2020-12-05,경남,699,1,27,465,233,27,0,20.80
307,2020-12-05,경북,1757,57,17,1603,97,16,1,65.99
308,2020-12-05,전남,436,2,4,278,156,4,0,23.38
309,2020-12-05,전북,409,2,17,213,194,17,0,22.51
310,2020-12-05,충남,970,10,10,738,222,10,0,45.70
311,2020-12-05,충북,408,3,18,219,186,18,0,25.51
312,2020-12-05,강원,693,6,9,449,238,9,0,44.98
313,2020-12-05,경기,7975,121,157,6237,1617,150,7,60.19
314,2020-12-05,세종,117,0,4,86,31,4,0,34.18
315,2020-12-05,울산,219,2,1,172,45,1,0,19.09
316,2020-12-05,대전,547,6,10,452,89,10,0,37.11
317,2020-12-05,광주,738,3,6,602,133,6,0,50.66
318,2020-12-05,인천,1506,11,19,1172,323,19,0,50.95
319,2020-12-05,대구,7263,200,7,7011,52,7,0,298.09
320,2020-12-05,부산,947,16,29,627,304,29,0,27.76
321,2020-12-05,서울,9951,100,235,6887,2964,231,4,102.23
322,2020-12-05,합계,36915,540,583,28917,7458,559,24,71.20
323,2020-12-04,검역,2181,0,18,1638,543,0,18,-
324,2020-12-04,제주,86,0,2,63,23,2,0,12.82
325,2020-12-04,경남,672,1,16,454,217,16,0,19.99
326,2020-12-04,경북,1740,57,9,1594,89,9,0,65.35
327,2020-12-04,전남,432,2,3,266,164,3,0,23.17
328,2020-12-04,전북,392,2,14,198,192,13,1,21.57
329,2020-12-04,충남,960,10,23,728,222,22,1,45.23
330,2020-12-04,충북,390,3,5,218,169,5,0,24.38
331,2020-12-04,강원,684,6,3,448,230,3,0,44.40
332,2020-12-04,경기,7818,120,160,6145,1553,155,5,59.00
333,2020-12-04,세종,113,0,0,86,27,0,0,33.01
334,2020-12-04,울산,218,2,5,168,48,5,0,19.01
335,2020-12-04,대전,537,6,21,452,79,21,0,36.43
336,2020-12-04,광주,732,3,1,602,127,1,0,50.25
337,2020-12-04,인천,1487,11,17,1149,327,17,0,50.30
338,2020-12-04,대구,7256,200,6,7008,48,6,0,297.81
339,2020-12-04,부산,918,16,31,620,282,31,0,26.91
340,2020-12-04,서울,9716,97,295,6774,2845,291,4,99.82
341,2020-12-04,합계,36332,536,629,28611,7185,600,29,70.07
342,2020-12-03,검역,2163,0,13,1632,531,0,13,-
343,2020-12-03,제주,84,0,1,63,21,1,0,12.52
344,2020-12-03,경남,656,1,13,444,211,13,0,19.52
345,2020-12-03,경북,1731,57,11,1590,84,10,1,65.01
346,2020-12-03,전남,429,2,2,251,176,2,0,23.01
347,2020-12-03,전북,378,2,9,189,187,7,2,20.80
348,2020-12-03,충남,937,9,14,715,213,13,1,44.15
349,2020-12-03,충북,385,3,10,216,166,9,1,24.07
350,2020-12-03,강원,681,6,8,439,236,8,0,44.21
351,2020-12-03,경기,7658,116,141,6054,1488,137,4,57.79
352,2020-12-03,세종,113,0,4,85,28,4,0,33.01
353,2020-12-03,울산,213,2,2,168,43,2,0,18.57
354,2020-12-03,대전,516,6,7,448,62,7,0,35.00
355,2020-12-03,광주,731,3,3,596,132,3,0,50.18
356,2020-12-03,인천,1470,11,22,1120,339,22,0,49.73
357,2020-12-03,대구,7250,200,3,7006,44,3,0,297.56
358,2020-12-03,부산,887,16,15,617,254,15,0,26.00
359,2020-12-03,서울,9421,95,262,6719,2607,260,2,96.79
360,2020-12-03,합계,35703,529,540,28352,6822,516,24,68.86
361,2020-12-02,검역,2150,0,6,1627,523,0,6,-
362,2020-12-02,제주,83,0,2,63,20,2,0,12.37
363,2020-12-02,경남,643,1,7,421,221,7,0,19.13
364,2020-12-02,경북,1720,57,5,1582,81,4,1,64.60
365,2020-12-02,전남,427,2,1,235,190,1,0,22.90
366,2020-12-02,전북,369,2,26,177,190,26,0,20.30
367,2020-12-02,충남,923,9,8,700,214,6,2,43.49
368,2020-12-02,충북,375,3,16,214,158,16,0,23.45
369,2020-12-02,강원,673,6,12,428,239,12,0,43.69
370,2020-12-02,경기,7517,116,144,6003,1398,143,1,56.73
371,2020-12-02,세종,109,0,7,85,24,7,0,31.84
372,2020-12-02,울산,211,2,10,166,43,6,4,18.40
373,2020-12-02,대전,509,6,5,446,57,5,0,34.53
374,2020-12-02,광주,728,3,10,586,139,10,0,49.98
375,2020-12-02,인천,1448,11,23,1103,334,21,2,48.98
376,2020-12-02,대구,7247,199,4,7002,46,4,0,297.44
377,2020-12-02,부산,872,16,32,602,254,31,1,25.56
378,2020-12-02,서울,9159,93,193,6625,2441,192,1,94.10
379,2020-12-02,합계,35163,526,511,28065,6572,493,18,67.82
380,2020-12-01,검역,2144,0,14,1623,521,0,14,-
381,2020-12-01,제주,81,0,1,63,18,0,1,12.08
382,2020-12-01,경남,636,1,11,400,235,10,1,18.92
383,2020-12-01,경북,1715,57,11,1575,83,10,1,64.41
384,2020-12-01,전남,426,2,2,216,208,2,0,22.85
385,2020-12-01,전북,343,2,9,173,168,9,0,18.87
386,2020-12-01,충남,915,9,16,686,220,16,0,43.11
387,2020-12-01,충북,359,3,32,209,147,31,1,22.45
388,2020-12-01,강원,661,6,9,423,232,9,0,42.91
389,2020-12-01,경기,7373,116,96,5933,1324,86,10,55.64
390,2020-12-01,세종,102,0,2,85,17,2,0,29.80
391,2020-12-01,울산,201,2,3,166,33,2,1,17.52
392,2020-12-01,대전,504,6,10,446,52,10,0,34.19
393,2020-12-01,광주,718,3,22,576,139,22,0,49.29
394,2020-12-01,인천,1425,11,16,1090,324,16,0,48.21
395,2020-12-01,대구,7243,199,11,6999,45,11,0,297.27
396,2020-12-01,부산,840,16,31,602,222,31,0,24.62
397,2020-12-01,서울,8966,93,155,6620,2253,153,2,92.11
398,2020-12-01,합계,34652,526,451,27885,6241,420,31,66.83
399,2020-11-30,검역,21301,0,10,1618,512,0,10,-
400,2020-11-30,검역,2130,0,10,1618,512,0,10,-
401,2020-11-30,제주,80,0,1,60,20,0,1,11.93
402,2020-11-30,경남,625,1,20,388,236,19,1,18.59
403,2020-11-30,경북,1704,57,4,1560,87,4,0,64.00
404,2020-11-30,전남,424,2,4,214,208,3,1,22.74
405,2020-11-30,전북,334,2,16,173,159,16,0,18.38
406,2020-11-30,충남,899,9,5,667,223,4,1,42.36
407,2020-11-30,충북,327,3,22,207,117,22,0,20.45
408,2020-11-30,강원,652,6,8,400,246,8,0,42.32
409,2020-11-30,경기,7277,116,77,5858,1303,69,8,54.92
410,2020-11-30,세종,100,0,1,84,16,1,0,29.21
411,2020-11-30,울산,198,2,3,166,30,3,0,17.26
412,2020-11-30,대전,494,6,5,446,42,5,0,33.51
413,2020-11-30,광주,696,3,13,568,125,12,1,47.78
414,2020-11-30,인천,1409,11,34,1084,314,34,0,47.66
415,2020-11-30,대구,7232,199,4,6998,35,4,0,296.82
416,2020-11-30,부산,809,16,52,600,193,52,0,23.71
417,2020-11-30,서울,8811,93,159,6534,2184,158,1,90.52
418,2020-11-29,검역,2181,0,17,1640,541,0,17,-
419,2020-11-29,제주,79,0,1,60,19,0,1,11.78
420,2020-11-29,경남,605,1,15,380,224,15,0,18
421,2020-11-29,경북,1700,57,11,1552,91,11,0,64
422,2020-11-29,전남,420,2,20,211,207,20,0,22.52
423,2020-11-29,전북,318,2,17,173,143,17,0,17.5
424,2020-11-29,충남,894,8,13,662,224,12,1,42.12
425,2020-11-29,충북,305,3,22,206,96,19,3,19.07
426,2020-11-29,강원,644,6,19,393,245,19,0,41.8
427,2020-11-29,경기,7200,116,94,5815,1269,88,6,54
428,2020-11-29,세종,99,0,3,83,16,3,0,28.92
429,2020-11-29,울산,195,2,0,166,27,0,0,17
430,2020-11-29,대전,489,6,6,446,37,6,0,33.17
431,2020-11-29,광주,683,3,8,564,116,6,2,46.89
432,2020-11-29,인천,1375,11,21,1068,296,21,0,47
433,2020-11-29,대구,7228,199,3,6998,31,1,2,297
434,2020-11-29,부산,757,15,22,596,146,21,1,22.19
435,2020-11-29,서울,8652,92,158,6529,2031,154,4,89
436,2020-11-29,합계,33824,523,450,27542,5759,413,37,65.24
437,2020-11-28,검역,2164,0,3,1619,545,0,3,0
438,2020-11-28,제주,78,0,2,60,18,2,0,12
439,2020-11-28,경남,590,1,14,376,213,13,1,18
440,2020-11-28,경북,1689,57,5,1547,85,4,1,63
441,2020-11-28,전남,400,2,7,198,200,7,0,21
442,2020-11-28,전북,301,2,9,173,126,9,0,17
443,2020-11-28,충남,881,8,17,654,219,14,3,42
444,2020-11-28,충북,283,3,24,203,77,23,1,18
445,2020-11-28,강원,625,6,33,382,237,33,0,41
446,2020-11-28,경기,7107,116,126,5770,1221,122,4,54
447,2020-11-28,세종,96,0,0,83,13,0,0,28
448,2020-11-28,울산,195,2,3,164,29,3,0,17
449,2020-11-28,대전,483,6,13,446,31,13,0,33
450,2020-11-28,광주,675,3,16,562,110,14,2,46
451,2020-11-28,인천,1354,11,25,1066,277,25,0,46
452,2020-11-28,대구,7225,199,1,6996,30,1,0,297
453,2020-11-28,부산,735,15,28,595,125,27,1,22
454,2020-11-28,서울,8494,91,178,6455,1948,176,2,87
455,2020-11-28,합계,33375,522,504,27349,5504,486,18,64
456,2020-11-27,검역,2175,0,31,1591,584,0,31,-
457,2020-11-27,제주,76,0,3,60,16,3,0,11.33
458,2020-11-27,경남,576,1,39,371,204,38,1,17.14
459,2020-11-27,경북,1684,57,3,1540,87,3,0,63.25
460,2020-11-27,전남,393,2,11,196,195,10,1,21.08
461,2020-11-27,전북,292,2,24,173,117,24,0,16.07
462,2020-11-27,충남,864,8,31,643,213,31,0,40.71
463,2020-11-27,충북,259,3,20,203,53,19,1,16.19
464,2020-11-27,강원,592,6,9,361,225,8,1,38.43
465,2020-11-27,경기,6981,113,117,5714,1154,112,5,52.69
466,2020-11-27,세종,96,0,3,83,13,3,0,28.04
467,2020-11-27,울산,192,2,7,164,26,7,0,16.74
468,2020-11-27,대전,470,6,5,441,23,5,0,31.88
469,2020-11-27,광주,659,3,13,550,106,13,0,45.24
470,2020-11-27,인천,1330,11,25,1062,257,21,4,44.99
471,2020-11-27,대구,7224,199,0,6993,32,0,0,296.49
472,2020-11-27,부산,707,15,24,594,98,24,0,20.72
473,2020-11-27,서울,8317,88,204,6364,1865,204,0,85.45
474,2020-11-27,합계,32887,516,569,27103,5268,525,44,63.43
475,2020-11-26,검역,2144,0,12,1588,556,0,12,-
476,2020-11-26,제주,73,0,3,60,13,2,1,10.88
477,2020-11-26,경남,537,1,45,368,168,45,0,15.98
478,2020-11-26,경북,1681,57,2,1538,86,2,0,63.14
479,2020-11-26,전남,382,2,9,191,189,9,0,20.49
480,2020-11-26,전북,268,2,16,172,94,16,0,14.75
481,2020-11-26,충남,833,8,16,639,186,16,0,39.25
482,2020-11-26,충북,239,3,8,202,34,8,0,14.94
483,2020-11-26,강원,583,6,8,342,235,8,0,37.84
484,2020-11-26,경기,6864,112,183,5676,1076,177,6,51.80
485,2020-11-26,세종,93,0,4,82,11,4,0,27.17
486,2020-11-26,울산,185,2,7,164,19,6,1,16.13
487,2020-11-26,대전,465,6,1,440,19,1,0,31.54
488,2020-11-26,광주,646,3,14,543,100,14,0,44.35
489,2020-11-26,인천,1305,11,19,1060,234,17,2,44.15
490,2020-11-26,대구,7224,199,1,6991,34,1,0,296.49
491,2020-11-26,부산,683,15,22,594,74,19,3,20.02
492,2020-11-26,서울,8113,88,213,6300,1725,208,5,83.35
493,2020-11-26,합계,32318,515,583,26950,4853,553,30,62.33
494,2020-11-25,검역,2132,0,7,1584,548,0,7,-
495,2020-11-25,제주,70,0,3,60,10,3,0,10.44
496,2020-11-25,경남,492,1,11,364,127,10,1,14.64
497,2020-11-25,경북,1679,57,3,1538,84,2,1,63.06
498,2020-11-25,전남,373,2,8,191,180,8,0,20.00
499,2020-11-25,전북,252,2,8,170,80,8,0,13.87
500,2020-11-25,충남,817,8,18,632,177,18,0,38.49
501,2020-11-25,충북,231,3,3,202,26,3,0,14.44
502,2020-11-25,강원,575,6,13,326,243,12,1,37.32
503,2020-11-25,경기,6681,111,82,5644,926,77,5,50.42
504,2020-11-25,세종,89,0,0,82,7,0,0,26.00
505,2020-11-25,울산,178,2,3,164,12,3,0,15.52
506,2020-11-25,대전,464,6,4,438,20,4,0,31.48
507,2020-11-25,광주,632,3,14,533,96,14,0,43.39
508,2020-11-25,인천,1286,11,40,1059,216,39,1,43.50
509,2020-11-25,대구,7223,199,5,6991,33,5,0,296.45
510,2020-11-25,부산,661,15,18,589,57,18,0,19.37
511,2020-11-25,서울,7900,87,142,6258,1555,139,3,81.16
512,2020-11-25,합계,31735,513,382,26825,4397,363,19,61.21
513,2020-11-24,검역,2125,0,10,1579,546,0,10,-
514,2020-11-24,제주,67,0,1,59,8,1,0,9.99
515,2020-11-24,경남,481,1,3,360,120,3,0,14.31
516,2020-11-24,경북,1676,57,9,1538,81,9,0,62.95
517,2020-11-24,전남,365,2,7,189,174,7,0,19.57
518,2020-11-24,전북,244,1,15,170,73,14,1,13.43
519,2020-11-24,충남,799,8,8,620,171,7,1,37.65
520,2020-11-24,충북,228,3,3,198,27,3,0,14.26
521,2020-11-24,강원,562,6,46,316,240,45,1,36.48
522,2020-11-24,경기,6599,110,81,5609,880,69,12,49.80
523,2020-11-24,세종,89,0,2,82,7,2,0,26.00
524,2020-11-24,울산,175,2,2,164,9,1,1,15.26
525,2020-11-24,대전,460,6,0,438,16,0,0,31.20
526,2020-11-24,광주,618,3,3,531,84,3,0,42.43
527,2020-11-24,인천,1246,11,17,1057,178,16,1,42.15
528,2020-11-24,대구,7218,198,3,6990,30,2,1,296.25
529,2020-11-24,부산,643,15,6,587,41,6,0,18.85
530,2020-11-24,서울,7758,87,133,6235,1436,132,1,79.70
531,2020-11-24,합계,31353,510,349,26722,4121,320,29,60.47
532,2020-11-23,검역,2115,0,5,1563,552,0,5,-
533,2020-11-23,제주,66,0,1,59,7,1,0,9.84
534,2020-11-23,경남,478,1,2,355,122,2,0,14.22
535,2020-11-23,경북,1667,57,4,1537,73,4,0,62.61
536,2020-11-23,전남,358,2,5,189,167,5,0,19.20
537,2020-11-23,전북,229,1,9,168,60,9,0,12.60
538,2020-11-23,충남,791,8,9,617,166,8,1,37.27
539,2020-11-23,충북,225,3,0,197,25,0,0,14.07
540,2020-11-23,강원,516,6,12,306,204,11,1,33.49
541,2020-11-23,경기,6518,110,76,5544,864,74,2,49.19
