,일자2,광역시도,확진자,사망자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
4149,2020-05-16,충북,56,0,1,43,13,1,0,3.50
4150,2020-05-16,강원,55,2,0,45,8,0,0,3.57
4151,2020-05-16,경기,721,16,4,587,118,2,2,5.44
4152,2020-05-16,세종,47,0,0,47,0,0,0,13.73
4153,2020-05-16,울산,45,1,0,40,4,0,0,3.92
4154,2020-05-16,대전,43,1,0,39,3,0,0,2.92
4155,2020-05-16,광주,30,0,0,30,0,0,0,2.06
4156,2020-05-16,인천,124,0,0,85,39,0,0,4.19
4157,2020-05-16,대구,6869,181,1,6367,321,1,0,281.92
4158,2020-05-16,부산,114,3,0,130,11,0,0,4.22
4159,2020-05-16,서울,730,4,5,574,152,5,0,7.50
4160,2020-05-16,합계,11037,262,19,9851,924,9,10,21.29
4161,2020-05-15,검역,482,0,1,311,171,0,1,-
4162,2020-05-15,제주,14,0,0,12,2,0,0,2.09
4163,2020-05-15,경남,119,0,0,115,4,0,0,3.54
4164,2020-05-15,경북,1368,54,0,1245,69,0,0,51.38
4165,2020-05-15,전남,18,0,1,13,5,0,1,0.97
4166,2020-05-15,전북,20,0,0,14,6,0,0,1.1
4167,2020-05-15,충남,144,0,0,139,5,0,0,6.78
4168,2020-05-15,충북,55,0,0,43,12,0,0,3.44
4169,2020-05-15,강원,55,2,0,44,9,0,0,3.57
4170,2020-05-15,경기,717,16,3,583,118,1,2,5.41
4171,2020-05-15,세종,47,0,0,47,0,0,0,13.73
4172,2020-05-15,울산,45,1,0,39,5,0,0,3.92
4173,2020-05-15,대전,43,1,0,39,3,0,0,2.92
4174,2020-05-15,광주,30,0,0,30,0,0,0,2.06
4175,2020-05-15,인천,124,0,5,85,39,4,1,4.19
4176,2020-05-15,대구,6868,179,3,6366,323,3,0,281.88
4177,2020-05-15,부산,144,3,0,127,14,0,0,4.22
4178,2020-05-15,서울,725,4,14,569,152,14,0,7.45
4179,2020-05-15,합계,11018,260,27,9821,937,22,5,21.25
4180,2020-05-14,검역,481,0,0,290,191,0,0,-
4181,2020-05-14,제주,14,0,0,12,2,0,0,2.09
4182,2020-05-14,경남,119,0,0,114,5,0,0,3.54
4183,2020-05-14,경북,1368,54,1,1237,77,0,1,51.38
4184,2020-05-14,전남,17,0,1,13,4,0,1,0.91
4185,2020-05-14,전북,20,0,0,14,6,0,0,1.10
4186,2020-05-14,충남,144,0,1,138,6,1,0,6.78
4187,2020-05-14,충북,55,0,3,43,12,3,0,3.44
4188,2020-05-14,강원,55,2,1,43,10,1,0,3.57
4189,2020-05-14,경기,714,16,6,577,121,6,0,5.39
4190,2020-05-14,세종,47,0,0,46,1,0,0,13.73
4191,2020-05-14,울산,45,1,0,41,3,0,0,3.92
4192,2020-05-14,대전,43,1,0,39,3,0,0,2.92
4193,2020-05-14,광주,30,0,0,30,0,0,0,2.06
4194,2020-05-14,인천,119,0,12,85,34,12,0,4.03
4195,2020-05-14,대구,6865,179,0,6349,337,0,0,281.76
4196,2020-05-14,부산,144,3,0,127,14,0,0,4.22
4197,2020-05-14,서울,711,4,4,564,143,3,1,7.30
4198,2020-05-14,합계,10991,260,29,9762,969,26,3,21.20
4199,2020-05-13,검역,481,0,1,280,201,0,1,-
4200,2020-05-13,제주,14,0,0,12,2,0,0,2.09
4201,2020-05-13,경남,119,0,1,113,6,1,0,3.54
4202,2020-05-13,경북,1367,54,0,1231,82,0,0,51.34
4203,2020-05-13,전남,16,0,0,12,4,0,0,0.86
4204,2020-05-13,전북,20,0,1,14,6,1,0,1.1
4205,2020-05-13,충남,143,0,0,138,5,0,0,6.74
4206,2020-05-13,충북,52,0,0,43,9,0,0,3.25
4207,2020-05-13,강원,54,2,0,42,10,0,0,3.51
4208,2020-05-13,경기,708,16,2,563,129,1,1,5.34
4209,2020-05-13,세종,47,0,0,46,1,0,0,13.73
4210,2020-05-13,울산,45,1,1,41,3,0,1,3.92
4211,2020-05-13,대전,43,1,0,38,4,0,0,2.92
4212,2020-05-13,광주,30,0,0,30,0,0,0,2.06
4213,2020-05-13,인천,107,0,2,86,21,2,0,3.62
4214,2020-05-13,대구,6865,179,3,6322,364,2,1,281.76
4215,2020-05-13,부산,144,3,3,126,15,3,0,4.22
4216,2020-05-13,서울,707,3,12,558,146,12,0,7.26
4217,2020-05-13,합계,10962,259,26,9695,1008,22,4,21.14
4218,2020-05-12,검역,480,0,1,267,213,0,1,-
4219,2020-05-12,제주,14,0,0,12,2,0,0,2.09
4220,2020-05-12,경남,118,0,1,112,6,0,1,3.51
4221,2020-05-12,경북,1367,54,1,1230,83,0,1,51.34
4222,2020-05-12,전남,16,0,0,12,4,0,0,0.86
4223,2020-05-12,전북,19,0,0,14,5,0,0,1.05
4224,2020-05-12,충남,143,0,0,136,7,0,0,6.74
4225,2020-05-12,충북,52,0,0,42,10,0,0,3.25
4226,2020-05-12,강원,54,2,0,41,11,0,0,3.51
4227,2020-05-12,경기,706,16,8,559,131,8,0,5.33
4228,2020-05-12,세종,47,0,0,45,2,0,0,13.73
4229,2020-05-12,울산,44,1,0,40,3,0,0,3.84
4230,2020-05-12,대전,43,1,2,38,4,0,2,2.92
4231,2020-05-12,광주,30,0,0,30,0,0,0,2.06
4232,2020-05-12,인천,105,0,1,82,23,1,0,3.55
4233,2020-05-12,대구,6862,179,1,6331,352,1,0,281.63
4234,2020-05-12,부산,141,3,0,125,13,0,0,4.13
4235,2020-05-12,서울,695,2,12,554,139,12,0,7.14
4236,2020-05-12,합계,10936,258,27,9670,1008,22,5,21.09
4237,2020-05-11,검역,479,0,3,260,219,0,3,-
4238,2020-05-11,제주,14,0,0,13,1,0,0,2.09
4239,2020-05-11,경남,117,0,0,110,7,0,0,3.48
4240,2020-05-11,경북,1366,53,0,1228,85,0,0,51.31
4241,2020-05-11,전남,16,0,0,12,4,0,0,0.86
4242,2020-05-11,전북,19,0,0,14,5,0,0,1.05
4243,2020-05-11,충남,143,0,0,134,9,0,0,6.74
4244,2020-05-11,충북,52,0,3,42,10,3,0,3.25
4245,2020-05-11,강원,54,2,1,41,11,0,1,3.51
4246,2020-05-11,경기,698,16,4,557,125,4,0,5.27
4247,2020-05-11,세종,47,0,1,45,2,0,1,13.73
4248,2020-05-11,울산,44,1,0,38,5,0,0,3.84
4249,2020-05-11,대전,41,1,0,38,2,0,0,2.78
4250,2020-05-11,광주,30,0,0,30,0,0,0,2.06
4251,2020-05-11,인천,104,0,3,82,22,2,1,3.52
4252,2020-05-11,대구,6861,178,0,6318,365,0,0,281.59
4253,2020-05-11,부산,141,3,0,125,13,0,0,4.13
4254,2020-05-11,서울,683,2,20,545,136,20,0,7.02
4255,2020-05-11,합계,10909,256,35,9632,1021,29,6,21.04
4256,2020-05-10,검역,476,0,6,256,220,0,6,-
4257,2020-05-10,제주,14,0,1,13,1,1,0,2.09
4258,2020-05-10,경남,117,0,0,108,9,0,0,3.48
4259,2020-05-10,경북,1366,53,0,1220,93,0,0,51.31
4260,2020-05-10,전남,16,0,0,12,4,0,0,0.86
4261,2020-05-10,전북,19,0,0,14,5,0,0,1.05
4262,2020-05-10,충남,143,0,0,433,10,0,0,6.74
4263,2020-05-10,충북,49,0,2,42,7,2,0,3.06
4264,2020-05-10,강원,53,2,0,41,10,0,0,3.44
4265,2020-05-10,경기,694,16,6,556,122,6,0,5.24
4266,2020-05-10,세종,46,0,0,45,1,0,0,13.44
4267,2020-05-10,울산,44,1,0,38,5,0,0,3.84
4268,2020-05-10,대전,41,1,0,38,2,0,0,2.78
4269,2020-05-10,광주,30,0,0,30,0,0,0,2.06
4270,2020-05-10,인천,101,0,3,80,21,3,0,3.42
4271,2020-05-10,대구,6861,178,2,6318,365,2,0,281.29
4272,2020-05-10,부산,141,3,0,125,13,0,0,4.13
4273,2020-05-10,서울,663,2,14,541,120,12,2,6.81
4274,2020-05-10,합계,10874,256,34,9610,1008,26,8,20.97
4275,2020-05-09,검역,470,0,0,249,221,0,0,-
4276,2020-05-09,제주,13,0,0,13,0,0,0,1.94
4277,2020-05-09,경남,117,0,0,107,10,0,0,3.48
4278,2020-05-09,경북,1366,53,0,1215,98,0,0,51.31
4279,2020-05-09,전남,16,0,0,12,4,0,0,0.86
4280,2020-05-09,전북,19,0,0,14,5,0,0,1.05
4281,2020-05-09,충남,143,0,0,133,10,0,0,6.74
4282,2020-05-09,충북,47,0,0,41,6,0,0,2.94
4283,2020-05-09,강원,53,2,0,41,10,0,0,3.44
4284,2020-05-09,경기,688,16,4,548,124,3,1,5.19
4285,2020-05-09,세종,46,0,0,45,1,0,0,13.44
4286,2020-05-09,울산,44,1,0,38,5,0,0,3.84
4287,2020-05-09,대전,41,1,0,38,2,0,0,2.78
4288,2020-05-09,광주,30,0,0,29,1,0,0,2.06
4289,2020-05-09,인천,98,0,1,78,20,1,0,3.32
4290,2020-05-09,대구,6859,178,0,6306,375,0,0,281.51
4291,2020-05-09,부산,141,3,1,125,13,1,0,4.13
4292,2020-05-09,서울,649,2,12,536,111,12,0,6.67
4293,2020-05-09,합계,10840,256,18,9568,1016,17,1,20.91
4294,2020-05-08,검역,470,0,3,242,228,0,3,-
4295,2020-05-08,제주,13,0,0,12,1,0,0,1.94
4296,2020-05-08,경남,117,0,0,105,12,0,0,3.48
4297,2020-05-08,경북,1366,53,0,1206,107,0,0,51.31
4298,2020-05-08,전남,16,0,0,12,4,0,0,0.86
4299,2020-05-08,전북,19,0,1,14,5,0,1,1.05
4300,2020-05-08,충남,143,0,0,130,13,0,0,6.74
4301,2020-05-08,충북,47,0,1,41,6,0,1,2.94
4302,2020-05-08,강원,53,2,0,41,10,0,0,3.44
4303,2020-05-08,경기,684,16,2,538,130,1,1,5.16
4304,2020-05-08,세종,46,0,0,45,1,0,0,13.44
4305,2020-05-08,울산,44,1,0,37,6,0,0,3.84
4306,2020-05-08,대전,41,1,0,38,2,0,0,2.78
4307,2020-05-08,광주,30,0,0,28,2,0,0,2.06
4308,2020-05-08,인천,97,0,0,75,22,0,0,3.28
4309,2020-05-08,대구,6859,178,3,6277,404,0,3,281.51
4310,2020-05-08,부산,140,3,2,123,14,0,2,4.1
4311,2020-05-08,서울,637,2,0,520,115,0,0,6.54
4312,2020-05-08,합계,10822,256,12,9484,1082,1,11,20.87
4313,2020-05-07,검역,467,0,1,231,236,0,1,-
4314,2020-05-07,제주,13,0,0,12,1,0,0,1.94
4315,2020-05-07,경남,117,0,0,105,12,0,0,3.48
4316,2020-05-07,경북,1366,53,0,1198,115,0,0,51.31
4317,2020-05-07,전남,16,0,0,12,4,0,0,0.86
4318,2020-05-07,전북,18,0,0,14,4,0,0,0.99
4319,2020-05-07,충남,143,0,0,128,15,0,0,6.74
4320,2020-05-07,충북,46,0,1,42,4,0,1,2.88
4321,2020-05-07,강원,53,2,0,42,9,0,0,3.44
4322,2020-05-07,경기,682,16,1,538,128,1,0,5.15
4323,2020-05-07,세종,46,0,0,45,1,0,0,13.44
4324,2020-05-07,울산,44,1,0,37,6,0,0,3.84
4325,2020-05-07,대전,41,1,1,38,2,0,1,2.78
4326,2020-05-07,광주,30,0,0,28,2,0,0,2.06
4327,2020-05-07,인천,97,0,0,72,25,0,0,3.28
4328,2020-05-07,대구,6856,178,0,6249,429,0,0,281.39
4329,2020-05-07,부산,138,3,0,120,15,0,0,4.04
4330,2020-05-07,서울,637,2,0,508,127,0,0,6.54
4331,2020-05-07,합계,10810,256,4,9419,1135,1,3,20.85
4332,2020-05-06,검역,466,0,2,216,250,0,2,-
4333,2020-05-06,제주,13,0,0,12,1,0,0,1.94
4334,2020-05-06,경남,117,0,0,104,13,0,0,3.48
4335,2020-05-06,경북,1366,53,0,1190,123,0,0,51.31
4336,2020-05-06,전남,16,0,0,12,4,0,0,0.86
4337,2020-05-06,전북,18,0,0,12,6,0,0,0.99
4338,2020-05-06,충남,143,0,0,128,15,0,0,6.74
4339,2020-05-06,충북,45,0,0,42,3,0,0,2.81
4340,2020-05-06,강원,53,2,0,42,9,0,0,3.44
4341,2020-05-06,경기,681,16,0,525,140,0,0,5.14
4342,2020-05-06,세종,46,0,0,45,1,0,0,13.44
4343,2020-05-06,울산,44,1,0,37,6,0,0,3.84
4344,2020-05-06,대전,40,1,0,38,1,0,0,2.71
4345,2020-05-06,광주,30,0,0,28,2,0,0,2.06
4346,2020-05-06,인천,97,0,0,72,25,0,0,3.28
4347,2020-05-06,대구,6856,177,0,6217,462,0,0,281.39
4348,2020-05-06,부산,138,3,0,119,16,0,0,4.04
4349,2020-05-06,서울,637,2,0,494,141,0,0,6.54
4350,2020-05-06,합계,10806,255,2,9333,1218,0,2,20.84
4351,2020-05-05,검역,464,0,2,210,254,0,2,-
4352,2020-05-05,제주,13,0,0,8,5,0,0,1.94
4353,2020-05-05,경남,117,0,0,102,15,0,0,3.48
4354,2020-05-05,경북,1366,53,0,1186,127,0,0,51.31
4355,2020-05-05,전남,16,0,0,12,4,0,0,0.86
4356,2020-05-05,전북,18,0,0,12,6,0,0,0.99
4357,2020-05-05,충남,143,0,0,128,15,0,0,6.74
4358,2020-05-05,충북,45,0,0,42,3,0,0,2.81
4359,2020-05-05,강원,53,2,0,42,9,0,0,3.44
4360,2020-05-05,경기,681,16,0,518,147,0,0,5.14
4361,2020-05-05,세종,46,0,0,45,1,0,0,13.44
4362,2020-05-05,울산,44,1,0,38,5,0,0,3.84
4363,2020-05-05,대전,40,1,0,36,3,0,0,2.71
4364,2020-05-05,광주,30,0,0,28,2,0,0,2.06
4365,2020-05-05,인천,97,0,1,71,26,0,1,3.28
4366,2020-05-05,대구,6856,176,0,6199,481,0,0,281.39
4367,2020-05-05,부산,138,3,0,117,18,0,0,4.04
4368,2020-05-05,서울,637,2,0,489,146,0,0,6.54
4369,2020-05-05,합계,10804,254,3,9283,1267,0,3,20.84
4370,2020-05-04,검역,462,0,4,192,270,0,4,-
4371,2020-05-04,제주,13,0,0,8,5,0,0,1.94
4372,2020-05-04,경남,117,0,0,101,16,0,0,3.48
4373,2020-05-04,경북,1366,53,0,1173,140,0,0,51.31
4374,2020-05-04,전남,16,0,1,12,4,0,1,0.86
4375,2020-05-04,전북,18,0,0,12,6,0,0,0.99
4376,2020-05-04,충남,143,0,0,128,15,0,0,6.74
4377,2020-05-04,충북,45,0,0,42,3,0,0,2.81
4378,2020-05-04,강원,53,2,0,42,9,0,0,3.44
4379,2020-05-04,경기,681,16,1,515,150,0,1,5.14
4380,2020-05-04,세종,46,0,0,44,2,0,0,13.44
4381,2020-05-04,울산,44,1,1,37,6,0,1,3.84
4382,2020-05-04,대전,40,1,0,36,3,0,0,2.71
4383,2020-05-04,광주,30,0,0,28,2,0,0,2.06
4384,2020-05-04,인천,96,0,1,72,24,0,1,3.25
4385,2020-05-04,대구,6856,174,0,6177,505,0,0,281.39
4386,2020-05-04,부산,138,3,0,117,18,0,0,4.04
4387,2020-05-04,서울,637,2,0,481,154,0,0,6.54
4388,2020-05-04,합계,10801,252,8,9217,1332,0,8,20.83
4389,2020-05-03,검역,458,0,5,191,267,0,5,-
4390,2020-05-03,제주,13,0,0,8,5,0,0,1.94
4391,2020-05-03,경남,117,0,0,100,17,0,0,3.48
4392,2020-05-03,경북,1366,52,0,1165,149,0,0,51.31
4393,2020-05-03,전남,15,0,0,12,3,0,0,0.8
4394,2020-05-03,전북,18,0,0,12,6,0,0,0.99
4395,2020-05-03,충남,143,0,0,128,15,0,0,6.74
4396,2020-05-03,충북,45,0,0,42,3,0,0,2.81
4397,2020-05-03,강원,53,2,0,43,8,0,0,3.44
4398,2020-05-03,경기,680,16,2,510,154,0,2,5.13
4399,2020-05-03,세종,46,0,0,42,4,0,0,13.44
4400,2020-05-03,울산,43,1,0,37,5,0,0,3.75
4401,2020-05-03,대전,40,0,0,36,4,0,0,2.71
4402,2020-05-03,광주,30,0,0,28,2,0,0,2.06
4403,2020-05-03,인천,95,0,0,72,23,0,0,3.21
4404,2020-05-03,대구,6856,174,4,6167,515,3,1,281.39
4405,2020-05-03,부산,138,3,0,117,18,0,0,4.04
4406,2020-05-03,서울,637,2,2,473,162,0,2,6.54
4407,2020-05-03,합계,10793,250,13,9183,1360,3,10,20.82
4408,2020-05-02,검역,453,0,3,182,271,0,3,-
4409,2020-05-02,제주,13,0,0,8,5,0,0,1.94
4410,2020-05-02,경남,117,0,0,99,18,0,0,3.48
4411,2020-05-02,경북,1366,52,0,1154,160,0,0,51.31
4412,2020-05-02,전남,15,0,0,12,3,0,0,0.8
4413,2020-05-02,전북,18,0,0,12,6,0,0,0.99
4414,2020-05-02,충남,143,0,0,128,15,0,0,6.74
4415,2020-05-02,충북,45,0,0,41,4,0,0,2.81
4416,2020-05-02,강원,53,2,0,42,9,0,0,3.44
4417,2020-05-02,경기,678,16,0,498,164,0,0,5.12
4418,2020-05-02,세종,46,0,0,41,5,0,0,13.44
4419,2020-05-02,울산,43,1,0,37,5,0,0,3.75
4420,2020-05-02,대전,40,0,0,36,4,0,0,2.71
4421,2020-05-02,광주,30,0,0,28,2,0,0,2.06
4422,2020-05-02,인천,95,0,1,70,25,0,1,3.21
4423,2020-05-02,대구,6852,174,0,6155,523,0,0,281.22
4424,2020-05-02,부산,138,3,1,117,18,0,1,4.04
4425,2020-05-02,서울,635,2,1,463,170,0,1,6.52
4426,2020-05-02,합계,10780,250,6,9123,1407,0,6,20.79
4427,2020-05-01,검역,450,0,4,174,276,0,4,-
4428,2020-05-01,제주,13,0,0,8,5,0,0,1.94
4429,2020-05-01,경남,117,0,0,98,19,0,0,3.48
4430,2020-05-01,경북,1366,52,1,1149,165,1,0,51.31
4431,2020-05-01,전남,15,0,0,12,3,0,0,0.80
4432,2020-05-01,전북,18,0,0,12,6,0,0,0.99
4433,2020-05-01,충남,143,0,0,128,15,0,0,6.74
4434,2020-05-01,충북,45,0,0,41,4,0,0,2.81
4435,2020-05-01,강원,53,2,0,40,11,0,0,3.44
4436,2020-05-01,경기,678,16,2,488,174,0,2,5.12
4437,2020-05-01,세종,46,0,0,39,7,0,0,13.44
4438,2020-05-01,울산,43,1,0,37,5,0,0,3.75
4439,2020-05-01,대전,40,0,0,35,5,0,0,2.71
4440,2020-05-01,광주,30,0,0,27,3,0,0,2.06
4441,2020-05-01,인천,94,0,1,69,25,0,1,3.18
4442,2020-05-01,대구,6852,172,0,6144,536,0,0,281.22
4443,2020-05-01,부산,137,3,0,116,18,0,0,4.02
4444,2020-05-01,서울,634,2,1,455,117,0,1,6.51
4445,2020-05-01,합계,10774,248,9,9072,1454,1,8,20.78
4446,2020-04-30,검역,446,0,4,173,273,0,4,-
4447,2020-04-30,제주,13,0,0,8,5,0,0,1.94
4448,2020-04-30,경남,117,0,0,97,20,0,0,3.48
4449,2020-04-30,경북,1365,52,0,1147,166,0,0,51.27
4450,2020-04-30,전남,15,0,0,11,4,0,0,0.80
4451,2020-04-30,전북,18,0,0,11,7,0,0,0.99
4452,2020-04-30,충남,143,0,0,127,16,0,0,6.74
4453,2020-04-30,충북,45,0,0,41,4,0,0,2.81
4454,2020-04-30,강원,53,2,0,40,11,0,0,3.44
4455,2020-04-30,경기,676,15,0,486,175,0,0,5.10
4456,2020-04-30,세종,46,0,0,38,8,0,0,13.44
4457,2020-04-30,울산,43,1,0,37,5,0,0,3.75
4458,2020-04-30,대전,40,0,0,35,5,0,0,2.71
4459,2020-04-30,광주,30,0,0,27,3,0,0,2.06
4460,2020-04-30,인천,93,0,0,68,25,0,0,3.15
4461,2020-04-30,대구,6852,172,0,6144,536,0,0,281.22
4462,2020-04-30,부산,137,3,0,116,18,0,0,4.02
4463,2020-04-30,서울,633,2,0,453,178,0,0,6.50
4464,2020-04-30,합계,10765,247,4,9059,1459,0,4,20.76
4465,2020-04-29,검역,442,0,3,155,287,0,3,-
4466,2020-04-29,제주,13,0,0,8,5,0,0,1.94
4467,2020-04-29,경남,117,0,0,97,20,0,0,3.48
4468,2020-04-29,경북,1365,52,0,1133,180,0,0,51.27
4469,2020-04-29,전남,15,0,0,10,5,0,0,0.8
4470,2020-04-29,전북,18,0,0,10,8,0,0,0.99
4471,2020-04-29,충남,143,0,1,123,20,0,1,6.74
4472,2020-04-29,충북,45,0,0,40,5,0,0,2.81
4473,2020-04-29,강원,53,2,0,37,14,0,0,3.44
4474,2020-04-29,경기,676,15,2,481,180,1,1,5.1
4475,2020-04-29,세종,46,0,0,36,10,0,0,13.44
4476,2020-04-29,울산,43,1,0,37,5,0,0,3.75
4477,2020-04-29,대전,40,0,0,35,5,0,0,2.71
4478,2020-04-29,광주,30,0,0,26,4,0,0,2.06
4479,2020-04-29,인천,93,0,0,66,27,0,0,3.15
4480,2020-04-29,대구,6852,171,3,6075,606,3,0,281.22
4481,2020-04-29,부산,137,3,0,116,18,0,0,4.02
4482,2020-04-29,서울,633,2,0,437,194,0,0,6.5
4483,2020-04-29,합계,10761,246,9,8922,1593,4,5,20.76
4484,2020-04-28,검역,439,0,3,143,296,0,3,-
4485,2020-04-28,제주,13,0,0,7,6,0,0,1.94
4486,2020-04-28,경남,117,0,0,97,20,0,0,3.48
4487,2020-04-28,경북,1365,52,1,1119,194,1,0,51.27
4488,2020-04-28,전남,15,0,0,10,5,0,0,0.8
4489,2020-04-28,전북,18,0,0,10,8,0,0,0.99
4490,2020-04-28,충남,142,0,0,123,19,0,0,6.69
4491,2020-04-28,충북,45,0,0,40,5,0,0,2.81
4492,2020-04-28,강원,53,2,0,37,14,0,0,3.44
4493,2020-04-28,경기,674,14,3,475,185,0,3,5.09
4494,2020-04-28,세종,46,0,0,35,11,0,0,13.44
4495,2020-04-28,울산,43,1,0,36,6,0,0,3.75
4496,2020-04-28,대전,40,0,0,35,5,0,0,2.71
4497,2020-04-28,광주,30,0,0,25,5,0,0,2.06
4498,2020-04-28,인천,93,0,1,63,30,1,0,3.15
4499,2020-04-28,대구,6849,170,2,6056,623,0,2,281.1
4500,2020-04-28,부산,137,3,0,116,18,0,0,4.02
4501,2020-04-28,서울,633,2,4,427,204,0,4,6.5
4502,2020-04-28,합계,10752,244,14,8854,1654,2,12,20.74
4503,2020-04-27,검역,436,0,5,123,313,0,5,-
4504,2020-04-27,제주,13,0,0,8,5,0,0,1.94
4505,2020-04-27,경남,117,0,0,94,23,0,0,3.48
4506,2020-04-27,경북,1364,52,0,1114,198,0,0,51.23
4507,2020-04-27,전남,15,0,0,9,6,0,0,0.8
4508,2020-04-27,전북,18,0,0,10,8,0,0,0.99
4509,2020-04-27,충남,142,0,1,123,19,0,1,6.69
4510,2020-04-27,충북,45,0,0,40,5,0,0,2.81
4511,2020-04-27,강원,53,2,0,35,16,0,0,3.44
4512,2020-04-27,경기,671,14,3,470,187,2,1,5.06
4513,2020-04-27,세종,46,0,0,35,11,0,0,13.44
4514,2020-04-27,울산,43,1,0,36,6,0,0,3.75
4515,2020-04-27,대전,40,0,0,34,6,0,0,2.71
4516,2020-04-27,광주,30,0,0,25,5,0,0,2.06
4517,2020-04-27,인천,92,0,0,58,34,0,0,3.11
4518,2020-04-27,대구,6847,169,1,6040,638,1,0,281.02
4519,2020-04-27,부산,137,3,0,117,17,0,0,4.02
4520,2020-04-27,서울,629,2,0,393,234,0,0,6.46
4521,2020-04-27,합계,10738,243,10,8764,1731,3,7,20.71
4522,2020-04-26,검역,431,0,1,120,311,0,1,-
4523,2020-04-26,제주,13,0,0,7,6,0,0,1.94
4524,2020-04-26,경남,117,0,0,93,24,0,0,3.48
4525,2020-04-26,경북,1364,52,0,1109,203,0,0,51.23
4526,2020-04-26,전남,15,0,0,9,6,0,0,0.8
4527,2020-04-26,전북,18,0,1,10,8,0,1,0.99
4528,2020-04-26,충남,141,0,0,123,18,0,0,6.64
4529,2020-04-26,충북,45,0,0,40,5,0,0,2.81
4530,2020-04-26,강원,53,2,0,34,17,0,0,3.44
4531,2020-04-26,경기,668,14,6,463,191,0,6,5.04
4532,2020-04-26,세종,46,0,0,35,11,0,0,13.44
4533,2020-04-26,울산,43,1,0,36,6,0,0,3.75
4534,2020-04-26,대전,40,0,0,34,6,0,0,2.71
4535,2020-04-26,광주,30,0,0,25,5,0,0,2.06
4536,2020-04-26,인천,92,0,0,57,35,0,0,3.11
4537,2020-04-26,대구,6846,168,1,6018,660,1,0,280.98
4538,2020-04-26,부산,137,3,1,116,18,0,1,4.02
4539,2020-04-26,서울,629,2,0,388,239,0,0,6.46
4540,2020-04-26,합계,10728,242,10,8717,1769,1,9,20.69
4541,2020-04-25,검역,430,0,4,115,315,0,4,-
4542,2020-04-25,제주,13,0,0,8,5,0,0,1.94
4543,2020-04-25,경남,117,0,0,91,26,0,0,3.48
4544,2020-04-25,경북,1364,52,0,1104,208,0,0,51.23
4545,2020-04-25,전남,15,0,0,8,7,0,0,0.80
4546,2020-04-25,전북,17,0,0,10,7,0,0,0.94
4547,2020-04-25,충남,141,0,0,123,18,0,0,6.64
4548,2020-04-25,충북,45,0,0,40,5,0,0,2.81
4549,2020-04-25,강원,53,2,0,32,19,0,0,3.44
4550,2020-04-25,경기,662,14,2,448,200,2,0,5.00
4551,2020-04-25,세종,46,0,0,35,11,0,0,13.44
4552,2020-04-25,울산,43,1,0,36,6,0,0,3.75
4553,2020-04-25,대전,40,0,0,32,8,0,0,2.71
4554,2020-04-25,광주,30,0,0,25,5,0,0,2.06
4555,2020-04-25,인천,92,0,0,55,37,0,0,3.11
4556,2020-04-25,대구,6845,166,3,5974,705,3,0,280.94
4557,2020-04-25,부산,136,3,0,116,17,0,0,3.99
4558,2020-04-25,서울,629,2,1,383,244,1,0,6.46
4559,2020-04-25,합계,10718,240,10,8635,1843,6,4,20.67
4560,2020-04-24,검역,426,0,1,64,362,0,1,-
4561,2020-04-24,제주,13,0,0,8,5,0,0,1.94
4562,2020-04-24,경남,117,0,0,91,26,0,0,3.48
4563,2020-04-24,경북,1364,52,1,1097,215,1,0,51.23
4564,2020-04-24,전남,15,0,0,8,7,0,0,0.8
4565,2020-04-24,전북,17,0,0,11,6,0,0,0.94
4566,2020-04-24,충남,141,0,0,123,18,0,0,6.64
4567,2020-04-24,충북,45,0,0,40,5,0,0,2.81
4568,2020-04-24,강원,53,2,0,31,20,0,0,3.44
4569,2020-04-24,경기,660,14,1,441,205,1,0,4.98
4570,2020-04-24,세종,46,0,0,34,12,0,0,13.44
4571,2020-04-24,울산,43,1,0,36,6,0,0,3.75
4572,2020-04-24,대전,40,0,0,30,10,0,0,2.71
4573,2020-04-24,광주,30,0,0,24,6,0,0,2.06
4574,2020-04-24,인천,92,0,0,54,38,0,0,3.11
4575,2020-04-24,대구,6842,166,2,5931,745,2,0,280.81
4576,2020-04-24,부산,136,3,1,116,17,0,1,3.99
4577,2020-04-24,서울,628,2,0,362,264,0,0,6.45
4578,2020-04-24,합계,10708,240,6,8501,1967,4,2,20.65
4579,2020-04-23,검역,425,0,2,61,364,0,2,-
4580,2020-04-23,제주,13,0,0,8,5,0,0,1.94
4581,2020-04-23,경남,117,0,0,89,28,0,0,3.48
4582,2020-04-23,경북,1363,52,0,1091,220,0,0,51.19
4583,2020-04-23,전남,15,0,0,8,7,0,0,0.8
4584,2020-04-23,전북,17,0,0,9,8,0,0,0.94
4585,2020-04-23,충남,141,0,0,123,18,0,0,6.64
4586,2020-04-23,충북,45,0,0,40,5,0,0,2.81
4587,2020-04-23,강원,53,2,0,31,20,0,0,3.44
4588,2020-04-23,경기,659,14,1,424,221,1,0,4.97
4589,2020-04-23,세종,46,0,0,34,12,0,0,13.44
4590,2020-04-23,울산,43,1,0,36,6,0,0,3.75
4591,2020-04-23,대전,40,0,0,29,11,0,0,2.71
4592,2020-04-23,광주,30,0,0,24,6,0,0,2.06
4593,2020-04-23,인천,92,0,0,56,36,0,0,3.11
4594,2020-04-23,대구,6840,166,4,5890,784,3,1,280.73
