,rowID,등록일,구분,확진자,확진률,치명률,사망자,사망률,수정일
41,5491,2020-12-18,80 이상,2250,4.74,4.74,337,52.25,null
42,5490,2020-12-18,여성,24744,52.08,52.08,309,47.91,null
43,5489,2020-12-18,남성,22771,47.92,47.92,336,52.09,null
44,5477,2020-12-17,0-9,1518,3.27,3.27,0,0.00,null
45,5476,2020-12-17,10-19,2903,6.25,6.25,0,0.00,null
46,5475,2020-12-17,20-29,8060,17.35,17.35,0,0.00,null
47,5474,2020-12-17,30-39,5912,12.73,12.73,2,0.32,null
48,5473,2020-12-17,40-49,6535,14.07,14.07,6,0.95,null
49,5472,2020-12-17,50-59,8529,18.36,18.36,26,4.10,null
50,5471,2020-12-17,60-69,7172,15.44,15.44,77,12.15,null
51,5470,2020-12-17,70-79,3640,7.84,7.84,194,30.60,null
52,5469,2020-12-17,80 이상,2184,4.7,4.7,329,51.89,null
53,5468,2020-12-17,여성,24166,52.02,52.02,303,47.79,null
54,5467,2020-12-17,남성,22287,47.98,47.98,331,52.21,null
55,5455,2020-12-16,0-9,1462,3.22,3.22,0,0.00,null
56,5454,2020-12-16,10-19,2849,6.27,6.27,0,0.00,null
57,5453,2020-12-16,20-29,7953,17.5,17.5,0,0.00,null
58,5452,2020-12-16,30-39,5790,12.74,12.74,2,0.33,null
59,5451,2020-12-16,40-49,6394,14.07,14.07,6,0.98,null
60,5450,2020-12-16,50-59,8315,18.3,18.3,25,4.08,null
61,5449,2020-12-16,60-69,6999,15.4,15.4,74,12.09,null
62,5448,2020-12-16,70-79,3555,7.82,7.82,190,31.05,null
63,5447,2020-12-16,80 이상,2125,4.68,4.68,315,51.47,null
64,5446,2020-12-16,여성,23628,52,52,295,48.20,null
65,5445,2020-12-16,남성,21814,48,48,317,51.80,null
66,5433,2020-12-15,0-9,1417,3.19,3.19,0,0.00,null
67,5432,2020-12-15,10-19,2780,6.27,6.27,0,0.00,null
68,5431,2020-12-15,20-29,7800,17.58,17.58,0,0.00,null
69,5430,2020-12-15,30-39,5686,12.82,12.82,2,0.33,null
70,5429,2020-12-15,40-49,6252,14.09,14.09,5,0.83,null
71,5428,2020-12-15,50-59,8100,18.26,18.26,25,4.17,null
72,5427,2020-12-15,60-69,6808,15.35,15.35,74,12.33,null
73,5426,2020-12-15,70-79,3464,7.81,7.81,185,30.83,null
74,5425,2020-12-15,80 이상,2057,4.64,4.64,309,51.50,null
75,5424,2020-12-15,여성,23106,52.08,52.08,292,48.67,null
76,5423,2020-12-15,남성,21258,47.92,47.92,308,51.33,null
77,5411,2020-12-14,0-9,1377,3.17,3.17,0,0.00,null
78,5410,2020-12-14,10-19,2726,6.27,6.27,0,0.00,null
79,5409,2020-12-14,20-29,7700,17.71,17.71,0,0.00,null
80,5408,2020-12-14,30-39,5573,12.82,12.82,2,0.34,null
81,5407,2020-12-14,40-49,6127,14.09,14.09,5,0.85,null
82,5406,2020-12-14,50-59,7949,18.28,18.28,25,4.26,null
83,5405,2020-12-14,60-69,6676,15.35,15.35,72,12.27,null
84,5404,2020-12-14,70-79,3385,7.78,7.78,183,31.18,null
85,5403,2020-12-14,80 이상,1971,4.53,4.53,300,51.11,null
86,5402,2020-12-14,여성,22641,52.07,52.07,285,48.55,null
87,5401,2020-12-14,남성,20843,47.93,47.93,302,51.45,null
88,5389,2020-12-13,0-9,1346,3.15,3.15,0,0.00,null
89,5388,2020-12-13,10-19,2672,6.25,6.25,0,0.00,null
90,5387,2020-12-13,20-29,7602,17.78,17.78,0,0.00,null
91,5386,2020-12-13,30-39,5500,12.86,12.86,2,0.34,null
92,5385,2020-12-13,40-49,6006,14.04,14.04,5,0.86,null
93,5384,2020-12-13,50-59,7811,18.26,18.26,25,4.31,null
94,5383,2020-12-13,60-69,6568,15.36,15.36,70,12.07,null
95,5382,2020-12-13,70-79,3336,7.8,7.8,180,31.03,null
96,5381,2020-12-13,80 이상,1925,4.5,4.5,298,51.38,null
97,5380,2020-12-13,여성,22253,52.03,52.03,283,48.79,null
98,5379,2020-12-13,남성,20513,47.97,47.97,297,51.21,null
99,5367,2020-12-12,0-9,1310,3.14,3.14,0,0.00,null
100,5366,2020-12-12,10-19,2598,6.22,6.22,0,0.00,null
101,5365,2020-12-12,20-29,7492,17.95,17.95,0,0.00,null
102,5364,2020-12-12,30-39,5391,12.92,12.92,2,0.35,null
103,5363,2020-12-12,40-49,5856,14.03,14.03,5,0.87,null
104,5362,2020-12-12,50-59,7619,18.26,18.26,25,4.33,null
105,5361,2020-12-12,60-69,6385,15.3,15.3,68,11.76,null
106,5360,2020-12-12,70-79,3231,7.74,7.74,180,31.14,null
107,5359,2020-12-12,80 이상,1854,4.44,4.44,298,51.56,null
108,5358,2020-12-12,여성,21707,52.01,52.01,283,48.96,null
109,5357,2020-12-12,남성,20029,47.99,47.99,295,51.04,null
110,5345,2020-12-11,0-9,1258,3.08,3.08,0,0.00,null
111,5344,2020-12-11,10-19,2512,6.16,6.16,0,0.00,null
112,5343,2020-12-11,20-29,7395,18.13,18.13,0,0.00,null
113,5342,2020-12-11,30-39,5277,12.94,12.94,2,0.35,null
114,5341,2020-12-11,40-49,5714,14.01,14.01,5,0.87,null
115,5340,2020-12-11,50-59,7445,18.25,18.25,25,4.37,null
116,5339,2020-12-11,60-69,6237,15.29,15.29,68,11.89,null
117,5338,2020-12-11,70-79,3162,7.75,7.75,178,31.12,null
118,5337,2020-12-11,80 이상,1786,4.38,4.38,294,51.40,null
119,5336,2020-12-11,여성,21193,51.96,51.96,280,48.95,null
120,5335,2020-12-11,남성,19593,48.04,48.04,292,51.05,null
121,5323,2020-12-10,0-9,1223,3.05,3.05,0,0.00,null
122,5322,2020-12-10,10-19,2466,6.15,6.15,0,0.00,null
123,5321,2020-12-10,20-29,7310,18.23,18.23,0,0.00,null
124,5320,2020-12-10,30-39,5196,12.96,12.96,2,0.35,null
125,5319,2020-12-10,40-49,5615,14,14,5,0.89,null
126,5318,2020-12-10,50-59,7320,18.26,18.26,25,4.43,null
127,5317,2020-12-10,60-69,6137,15.31,15.31,65,11.52,null
128,5316,2020-12-10,70-79,3100,7.73,7.73,177,31.38,null
129,5315,2020-12-10,80 이상,1731,4.32,4.32,290,51.42,null
130,5314,2020-12-10,여성,20841,51.98,51.98,275,48.76,null
131,5313,2020-12-10,남성,19257,48.02,48.02,289,51.24,null
132,5301,2020-12-09,0-9,1186,3.01,3.01,0,0.00,null
133,5300,2020-12-09,10-19,2416,6.13,6.13,0,0.00,null
134,5299,2020-12-09,20-29,7230,18.34,18.34,0,0.00,null
135,5298,2020-12-09,30-39,5087,12.9,12.9,2,0.36,null
136,5297,2020-12-09,40-49,5524,14.01,14.01,5,0.90,null
137,5296,2020-12-09,50-59,7214,18.29,18.29,25,4.50,null
138,5295,2020-12-09,60-69,6024,15.28,15.28,65,11.69,null
139,5294,2020-12-09,70-79,3050,7.73,7.73,175,31.47,null
140,5293,2020-12-09,80 이상,1701,4.31,4.31,284,51.08,null
141,5292,2020-12-09,여성,20518,52.03,52.03,269,48.38,null
142,5291,2020-12-09,남성,18914,47.97,47.97,287,51.62,null
143,5268,2020-12-08,0-9,1162,3,3,0,0.00,null
144,5267,2020-12-08,10-19,2373,6.12,6.12,0,0.00,null
145,5266,2020-12-08,20-29,7167,18.49,18.49,0,0.00,null
146,5265,2020-12-08,30-39,4992,12.88,12.88,2,0.36,null
147,5264,2020-12-08,40-49,5428,14.01,14.01,5,0.91,null
148,5263,2020-12-08,50-59,7089,18.29,18.29,25,4.53,null
149,5262,2020-12-08,60-69,5899,15.22,15.22,64,11.59,null
150,5261,2020-12-08,70-79,2976,7.68,7.68,174,31.52,null
151,5260,2020-12-08,80 이상,1669,4.31,4.31,282,51.09,null
152,5259,2020-12-08,여성,20176,52.06,52.06,267,48.37,null
153,5258,2020-12-08,남성,18579,47.94,47.94,285,51.63,null
154,5246,2020-12-07,0-9,1142,2.99,2.99,0,0.00,null
155,5245,2020-12-07,10-19,2340,6.13,6.13,0,0.00,null
156,5244,2020-12-07,20-29,7093,18.59,18.59,0,0.00,null
157,5243,2020-12-07,30-39,4917,12.88,12.88,2,0.36,null
158,5242,2020-12-07,40-49,5346,14.01,14.01,5,0.91,null
159,5241,2020-12-07,50-59,6980,18.29,18.29,24,4.37,null
160,5240,2020-12-07,60-69,5808,15.22,15.22,64,11.66,null
161,5239,2020-12-07,70-79,2919,7.65,7.65,174,31.69,null
162,5238,2020-12-07,80 이상,1616,4.23,4.23,280,51.00,null
163,5237,2020-12-07,여성,19856,52.03,52.03,265,48.27,null
164,5236,2020-12-07,남성,18305,47.97,47.97,284,51.73,null
165,5235,2020-12-06,0-9,1128,3,3,0,0.00,null
166,5234,2020-12-06,10-19,2309,6.15,6.15,0,0.00,null
167,5233,2020-12-06,20-29,7009,18.67,18.67,0,0.00,null
168,5232,2020-12-06,30-39,4842,12.9,12.9,2,0.37,null
169,5231,2020-12-06,40-49,5272,14.04,14.04,5,0.92,null
170,5230,2020-12-06,50-59,6841,18.22,18.22,24,4.40,null
171,5229,2020-12-06,60-69,5709,15.21,15.21,64,11.74,null
172,5228,2020-12-06,70-79,2860,7.62,7.62,173,31.74,null
173,5227,2020-12-06,80 이상,1576,4.2,4.2,277,50.83,null
174,5226,2020-12-06,여성,19539,52.04,52.04,263,48.26,null
175,5225,2020-12-06,남성,18007,47.96,47.96,282,51.74,null
176,5202,2020-12-05,0-9,1106,3,3,0,0.00,null
177,5201,2020-12-05,10-19,2279,6.17,6.17,0,0.00,null
178,5200,2020-12-05,20-29,6937,18.79,18.79,0,0.00,null
179,5199,2020-12-05,30-39,4752,12.87,12.87,2,0.37,null
180,5198,2020-12-05,40-49,5199,14.08,14.08,5,0.93,null
181,5197,2020-12-05,50-59,6718,18.2,18.2,24,4.44,null
182,5196,2020-12-05,60-69,5598,15.16,15.16,64,11.85,null
183,5195,2020-12-05,70-79,2792,7.56,7.56,173,32.04,null
184,5194,2020-12-05,80 이상,1534,4.16,4.16,272,50.37,null
185,5193,2020-12-05,여성,19247,52.14,52.14,260,48.15,null
186,5192,2020-12-05,남성,17668,47.86,47.86,280,51.85,null
187,5180,2020-12-04,0-9,1083,2.98,2.98,0,0.00,null
188,5179,2020-12-04,10-19,2227,6.13,6.13,0,0.00,null
189,5178,2020-12-04,20-29,6837,18.82,18.82,0,0.00,null
190,5177,2020-12-04,30-39,4686,12.9,12.9,2,0.37,null
191,5176,2020-12-04,40-49,5121,14.1,14.1,5,0.93,null
192,5175,2020-12-04,50-59,6625,18.23,18.23,24,4.48,null
193,5174,2020-12-04,60-69,5508,15.16,15.16,64,11.94,null
194,5173,2020-12-04,70-79,2742,7.55,7.55,173,32.28,null
195,5172,2020-12-04,80 이상,1503,4.14,4.14,268,50.00,null
196,5171,2020-12-04,여성,18952,52.16,52.16,257,47.95,null
197,5170,2020-12-04,남성,17380,47.84,47.84,279,52.05,null
198,5158,2020-12-03,0-9,1058,2.96,2.96,0,0.00,null
199,5157,2020-12-03,10-19,2181,6.11,6.11,0,0.00,null
200,5156,2020-12-03,20-29,6737,18.87,18.87,0,0.00,null
201,5155,2020-12-03,30-39,4604,12.9,12.9,2,0.38,null
202,5154,2020-12-03,40-49,5032,14.09,14.09,5,0.95,null
203,5153,2020-12-03,50-59,6506,18.22,18.22,24,4.54,null
204,5152,2020-12-03,60-69,5415,15.17,15.17,64,12.10,null
205,5151,2020-12-03,70-79,2699,7.56,7.56,171,32.33,null
206,5150,2020-12-03,80 이상,1471,4.12,4.12,263,49.72,null
