,rowID,기준일,누적환진률,누적검사수,누적 검사 완료 수,치료중 환자 수,격리해제 수,사망자 수,확진자 수,검사 진행 수,결과 음성 수 ,수정일
336,24,20200213,,,,,7,0,28,562,,
337,23,20200213,,,,,7,0,28,670,,
338,22,20200212,,,,,7,0,28,785,,
339,21,20200212,,,,,4,0,28,992,,
340,20,20200211,,,,,4,0,28,762,,
341,19,20200211,,,,,4,0,28,865,,
342,18,20200210,,,,,3,0,27,531,,2020-02-10 19:04:27.27
343,17,20200210,,,,,3,0,27,809,,
344,16,20200209,,,,,3,0,27,888,,
345,15,20200209,,,,,3,0,25,960,,2020-02-09 11:08:56.56
346,14,20200208,,,,,2,0,24,939,,
347,13,20200208,,,,,2,0,24,939,,
348,12,20200208,,,,,2,0,24,939,,
349,11,20200208,,,,,2,0,24,939,,
350,10,20200208,,,,,2,0,24,620,,
351,9,20200207,,,,,2,0,24,327,,
352,8,20200207,,,,,2,0,24,264,,2020-02-07 11:44:30.30
353,7,20200206,,,,,1,0,23,169,,2020-02-06 10:04:35.35
354,6,20200205,,,,,1,0,19,40,,2020-02-06 10:05:36.36
355,5,20200205,,,,,0,0,18,129,,2020-02-05 9:43:16.16
356,4,20200204,,,,,0,0,0,0,,
357,3,20200203,,,,,0,0,15,0,,2020-02-04 14:19:46.46
358,2,20200202,,,,,2,2,2,2,,
359,1,20200101,,,,,1,0,0,1,,2020-02-03 12:21:56.56
